A;RTSALEDATA;042;20250414 01:14;VALNET;
B;042;473320;1;20250414 01:14;;;4;APPIAN WAY;COWRA;2794;1012;M;20250226;20250404;625000;R1;R;RESIDENCE;;ACN;;0;AU950719;
C;042;473320;1;20250414 01:14;12/800133;
D;042;473320;1;20250414 01:14;P;;;;;;
D;042;473320;1;20250414 01:14;V;;;;;;
B;042;470819;2;20250414 01:14;;;37;FORBES ST;GOOLOOGONG;2805;1516;M;20250305;20250409;325000;RU5;R;RESIDENCE;;VGG;;0;AU963930;
C;042;470819;2;20250414 01:14;21/863918;
D;042;470819;2;20250414 01:14;P;;;;;;
D;042;470819;2;20250414 01:14;V;;;;;;
D;042;470819;2;20250414 01:14;V;;;;;;
B;042;476309;3;20250414 01:14;;;135;REDFERN ST;COWRA;2794;2175;M;20250115;20250409;390000;R1;R;RESIDENCE;;ACN;;0;AU963928;
C;042;476309;3;20250414 01:14;1/556927;
D;042;476309;3;20250414 01:14;P;;;;;;
D;042;476309;3;20250414 01:14;V;;;;;;
D;042;476309;3;20250414 01:14;V;;;;;;
B;042;474393;4;20250414 01:14;;;12;EUCALYPT CL;COWRA;2794;1433;M;20250305;20250409;640000;R1;R;RESIDENCE;;ACN;;0;AU963567;
C;042;474393;4;20250414 01:14;35/808454;
D;042;474393;4;20250414 01:14;P;;;;;;
D;042;474393;4;20250414 01:14;P;;;;;;
D;042;474393;4;20250414 01:14;V;;;;;;
B;042;2773362;5;20250414 01:14;;;143;KIRRIBILLI RD;CANOWINDRA;2804;17.84;H;20250225;20250408;880000;RU1;R;RESIDENCE;;HFN;;0;AU960037;
C;042;2773362;5;20250414 01:14;14/1014263;
D;042;2773362;5;20250414 01:14;P;;;;;;
D;042;2773362;5;20250414 01:14;V;;;;;;
D;042;2773362;5;20250414 01:14;V;;;;;;
Z;26;5;5;14;
