A;089;20020402 12:56;CDIXON;
B;089;803650;1;20020402 12:56;;4;31;ADDERTON RD;DUNDAS;2117;;;20020104;20020215;222000;;R;RESIDENCE;4;;;;8402886;
C;089;803650;1;20020402 12:56;4//SP 11493;
D;089;803650;1;20020402 12:56;P;;;;;;
D;089;803650;1;20020402 12:56;V;;;;;;
D;089;803650;1;20020402 12:56;V;;;;;;
B;089;804014;2;20020402 12:56;;3;10;ALBERT ST;GRANVILLE;2142;;;20011219;20020124;225000;;R;RESIDENCE;3;;;;8412979;
C;089;804014;2;20020402 12:56;3//5491;
D;089;804014;2;20020402 12:56;P;;;;;;
D;089;804014;2;20020402 12:56;P;;;;;;
D;089;804014;2;20020402 12:56;V;;;;;;
B;089;804014;3;20020402 12:56;;5;10;ALBERT ST;GRANVILLE;2142;;;20020117;20020228;205000;;3;;5;;;;8409989;
C;089;804014;3;20020402 12:56;5//5491;
D;089;804014;3;20020402 12:56;P;;;;;;
D;089;804014;3;20020402 12:56;V;;;;;;
B;089;804133;4;20020402 12:56;;1;52;ALBERT ST;NORTH PARRAMATTA;2151;;;20020218;20020218;310000;;R;RESIDENCE;1;;;;8378591;
C;089;804133;4;20020402 12:56;1//SP 55358;
D;089;804133;4;20020402 12:56;P;;;;;;
D;089;804133;4;20020402 12:56;P;;;;;;
D;089;804133;4;20020402 12:56;V;;;;;;
B;089;804133;5;20020402 12:56;;4;52;ALBERT ST;NORTH PARRAMATTA;2151;;;20020218;20020218;310000;;R;RESIDENCE;4;;;;8378591;
C;089;804133;5;20020402 12:56;4//SP 55358;
D;089;804133;5;20020402 12:56;P;;;;;;
D;089;804133;5;20020402 12:56;P;;;;;;
D;089;804133;5;20020402 12:56;V;;;;;;
B;089;804133;6;20020402 12:56;;6;52;ALBERT ST;NORTH PARRAMATTA;2151;;;20020218;20020218;310000;;R;RESIDENCE;6;;;;8378591;
C;089;804133;6;20020402 12:56;6//SP 55358;
D;089;804133;6;20020402 12:56;P;;;;;;
D;089;804133;6;20020402 12:56;P;;;;;;
D;089;804133;6;20020402 12:56;V;;;;;;
B;089;804441;7;20020402 12:56;;;28;ALEXANDER ST;DUNDAS;2117;632.3;M;20020116;20020228;350000;A;R;RESIDENCE;;AK;;;8416170;
C;089;804441;7;20020402 12:56;1272//36698;
D;089;804441;7;20020402 12:56;P;;;;;;
D;089;804441;7;20020402 12:56;P;;;;;;
D;089;804441;7;20020402 12:56;V;;;;;;
D;089;804441;7;20020402 12:56;V;;;;;;
B;089;804465;8;20020402 12:56;;;21;ALEXANDER ST;DUNDAS;2117;;;20020307;20020308;355000;A;3;;;AK;;;8448409;
C;089;804465;8;20020402 12:56;1829//529365;
D;089;804465;8;20020402 12:56;P;;;;;;
D;089;804465;8;20020402 12:56;P;;;;;;
D;089;804465;8;20020402 12:56;V;;;;;;
D;089;804465;8;20020402 12:56;V;;;;;;
B;089;804519;9;20020402 12:56;;;73;ALFRED ST;GRANVILLE;2142;;;20011207;20020130;190000;A;R;RESIDENCE;;CX;;;8376065;
C;089;804519;9;20020402 12:56;4//527023;
D;089;804519;9;20020402 12:56;P;;;;;;
D;089;804519;9;20020402 12:56;V;;;;;;
B;089;804746;10;20020402 12:56;;6;34;ALICE ST;HARRIS PARK;2150;;;20020124;20020307;157500;;3;HOME UNIT;6;;;;8423645;
C;089;804746;10;20020402 12:56;6//13412;
D;089;804746;10;20020402 12:56;P;;;;;;
D;089;804746;10;20020402 12:56;V;;;;;;
D;089;804746;10;20020402 12:56;V;;;;;;
B;089;804793;11;20020402 12:56;;;30;ALICE ST;HARRIS PARK;2150;1745;M;20010731;20020301;5600000;A;R;RESIDENCE;;AV;;;8408147;
C;089;804793;11;20020402 12:56;1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 2, 20, 21, 22, 23, 24, 25, ;
C;089;804793;11;20020402 12:56;26, 27, 28, 29, 3, 30, 31, 32, 4, 5, 6, 7, 8, 9, CP//67596;
D;089;804793;11;20020402 12:56;P;;;;;;
D;089;804793;11;20020402 12:56;P;;;;;;
D;089;804793;11;20020402 12:56;P;;;;;;
D;089;804793;11;20020402 12:56;P;;;;;;
D;089;804793;11;20020402 12:56;P;;;;;;
B;089;804937;12;20020402 12:56;;;1 A;ALLAMBIE AVE;NORTHMEAD;2152;663.9;M;20020215;20020215;450000;A;R;RESIDENCE;;CB;;;8435458;
C;089;804937;12;20020402 12:56;1//230455;
D;089;804937;12;20020402 12:56;P;;;;;;
D;089;804937;12;20020402 12:56;P;;;;;;
D;089;804937;12;20020402 12:56;V;;;;;;
B;089;804961;13;20020402 12:56;;4;3;ALLEN;GRANVILLE;2142;;;20011104;20020115;215000;;R;RESIDENCE;4;;;;8394007;
C;089;804961;13;20020402 12:56;4//39057;
D;089;804961;13;20020402 12:56;P;;;;;;
D;089;804961;13;20020402 12:56;P;;;;;;
D;089;804961;13;20020402 12:56;V;;;;;;
B;089;805070;14;20020402 12:56;;3;10;ALLEN ST;HARRIS PARK;2150;;;20020131;20020312;190000;;R;RESIDENCE;3;;;;8432877;
C;089;805070;14;20020402 12:56;3//30599;
D;089;805070;14;20020402 12:56;P;;;;;;
D;089;805070;14;20020402 12:56;V;;;;;;
B;089;805103;15;20020402 12:56;;4;2;ALLEN ST;GRANVILLE;2142;;;20020123;20020306;200000;;R;RESIDENCE;4;;;;8424569;
C;089;805103;15;20020402 12:56;4//17314;
D;089;805103;15;20020402 12:56;P;;;;;;
D;089;805103;15;20020402 12:56;V;;;;;;
B;089;805244;16;20020402 12:56;;;30;ANDERSON AVE;DUNDAS;2117;;;20011117;20020227;470000;A;R;RESIDENCE;;AK;;;8429462;
C;089;805244;16;20020402 12:56;117//12687;
D;089;805244;16;20020402 12:56;P;;;;;;
D;089;805244;16;20020402 12:56;P;;;;;;
D;089;805244;16;20020402 12:56;V;;;;;;
B;089;805656;17;20020402 12:56;;;84;ARTHUR ST;GRANVILLE;2142;;;20020116;20020312;300000;A;R;RESIDENCE;;AV;;;8424277;
C;089;805656;17;20020402 12:56;A//325682;
D;089;805656;17;20020402 12:56;P;;;;;;
D;089;805656;17;20020402 12:56;P;;;;;;
D;089;805656;17;20020402 12:56;V;;;;;;
B;089;805702;18;20020402 12:56;;;20;ASHBY ST;GRANVILLE;2142;;;20011209;20020118;315000;A;R;RESIDENCE;;BC;;;8403154;
C;089;805702;18;20020402 12:56;86//11127;
D;089;805702;18;20020402 12:56;P;;;;;;
D;089;805702;18;20020402 12:56;V;;;;;;
B;089;805728;19;20020402 12:56;;39;1;ASHLEY LANE;WESTMEAD;2145;;;20010807;20011107;186500;;3;COMMERCIAL;39;;;;8379565;
C;089;805728;19;20020402 12:56;39//21229;
D;089;805728;19;20020402 12:56;P;;;;;;
D;089;805728;19;20020402 12:56;V;;;;;;
B;089;805728;20;20020402 12:56;;40;1;ASHLEY LANE;WESTMEAD;2145;;;20010807;20011107;373000;;3;COMMERCIAL;40;;;;8379569;
C;089;805728;20;20020402 12:56;40//21229;
D;089;805728;20;20020402 12:56;P;;;;;;
D;089;805728;20;20020402 12:56;V;;;;;;
D;089;805728;20;20020402 12:56;V;;;;;;
B;089;805728;21;20020402 12:56;;41;1;ASHLEY LANE;WESTMEAD;2145;;;20010807;20011107;373000;;3;COMMERCIAL;41;;;;8379569;
C;089;805728;21;20020402 12:56;41//21229;
D;089;805728;21;20020402 12:56;P;;;;;;
D;089;805728;21;20020402 12:56;V;;;;;;
D;089;805728;21;20020402 12:56;V;;;;;;
B;089;805895;22;20020402 12:56;;;11;ATTLEE PL;WINSTON HILLS;2153;720.8;M;20020125;20020308;480000;A;R;RESIDENCE;;CB;;;8455628;
C;089;805895;22;20020402 12:56;40//228084;
D;089;805895;22;20020402 12:56;P;;;;;;
D;089;805895;22;20020402 12:56;P;;;;;;
D;089;805895;22;20020402 12:56;V;;;;;;
