A;081;20030501 12:39;PBARBER;
B;081;574575;1;20030501 12:39;;;29;ALYSSE CL;BAULKHAM HILLS;2153;753.1;M;20020222;20030407;585000;A;R;RESIDENCE;;AQ;;;9519858;
C;081;574575;1;20030501 12:39;59//786449;
D;081;574575;1;20030501 12:39;P;;;;;;
D;081;574575;1;20030501 12:39;P;;;;;;
D;081;574575;1;20030501 12:39;V;;;;;;
D;081;574575;1;20030501 12:39;V;;;;;;
B;081;574738;2;20030501 12:39;;;47;AMPHITHEATRE CCT;BAULKHAM HILLS;2153;;;20030112;20030324;480000;A;R;RESIDENCE;;AJ;;;9525371;
C;081;574738;2;20030501 12:39;72//261889;
D;081;574738;2;20030501 12:39;P;;;;;;
D;081;574738;2;20030501 12:39;P;;;;;;
D;081;574738;2;20030501 12:39;V;;;;;;
B;081;574927;3;20030501 12:39;;1;5;ANELLA AVE;CASTLE HILL;2154;;;20030211;20030327;680000;;3;COMMERCIAL;1;;;;9523187;
C;081;574927;3;20030501 12:39;1//SP 48998;
D;081;574927;3;20030501 12:39;P;;;;;;
D;081;574927;3;20030501 12:39;V;;;;;;
D;081;574927;3;20030501 12:39;V;;;;;;
B;081;575930;4;20030501 12:39;;;37;ARNOLD AVE;KELLYVILLE;2155;2.028;H;20020426;20021220;2550000;R;R;RESIDENCE;;RM;;;9536226;
C;081;575930;4;20030501 12:39;40//224917;
D;081;575930;4;20030501 12:39;P;;;;;;
D;081;575930;4;20030501 12:39;P;;;;;;
D;081;575930;4;20030501 12:39;V;;;;;;
B;081;576333;5;20030501 12:39;;;9;AVON GRN;WEST PENNANT HILLS;2125;908.1;M;20030214;20030328;945000;A;R;RESIDENCE;;AD;;;9521704;
C;081;576333;5;20030501 12:39;18//285431;
D;081;576333;5;20030501 12:39;P;;;;;;
D;081;576333;5;20030501 12:39;V;;;;;;
B;081;577846;6;20030501 12:39;;;66;BELLA VISTA DR;BELLA VISTA;2153;419.4;M;20030301;20030410;480000;A;R;RESIDENCE;;AQ;;;9544606;
C;081;577846;6;20030501 12:39;152//848470;
D;081;577846;6;20030501 12:39;P;;;;;;
D;081;577846;6;20030501 12:39;P;;;;;;
D;081;577846;6;20030501 12:39;V;;;;;;
B;081;578329;7;20030501 12:39;;;19;BERESFORD AVE;BAULKHAM HILLS;2153;727.2;M;20030213;20030410;433000;A;R;RESIDENCE;;AJ;;;9539391;
C;081;578329;7;20030501 12:39;39//223607;
D;081;578329;7;20030501 12:39;P;;;;;;
D;081;578329;7;20030501 12:39;P;;;;;;
D;081;578329;7;20030501 12:39;V;;;;;;
B;081;578857;8;20030501 12:39;;;37;BINGARA CRES;BELLA VISTA;2153;816.5;M;20030212;20030401;600000;A;R;RESIDENCE;;AQ;;;9529312;
C;081;578857;8;20030501 12:39;203//830931;
D;081;578857;8;20030501 12:39;P;;;;;;
D;081;578857;8;20030501 12:39;V;;;;;;
D;081;578857;8;20030501 12:39;V;;;;;;
B;081;579154;9;20030501 12:39;;;5;BLIGH PL;KELLYVILLE;2155;500;M;20030203;20030317;420000;A;R;RESIDENCE;;AT;;;9540569;
C;081;579154;9;20030501 12:39;432//1008992;
D;081;579154;9;20030501 12:39;P;;;;;;
D;081;579154;9;20030501 12:39;P;;;;;;
D;081;579154;9;20030501 12:39;V;;;;;;
D;081;579154;9;20030501 12:39;V;;;;;;
B;081;579243;10;20030501 12:39;;;11 A;BLUNDELL CCT;KELLYVILLE;2155;600.1;M;20030220;20030409;530000;A;R;RESIDENCE;;AT;;;9533836;
C;081;579243;10;20030501 12:39;129//877310;
D;081;579243;10;20030501 12:39;P;;;;;;
D;081;579243;10;20030501 12:39;P;;;;;;
D;081;579243;10;20030501 12:39;V;;;;;;
B;081;579312;11;20030501 12:39;;;7;BOLWARRA CRES;CASTLE HILL;2154;872.4;M;20030114;20030227;555000;A;R;RESIDENCE;;AG;;;9542899;
C;081;579312;11;20030501 12:39;604//708584;
D;081;579312;11;20030501 12:39;P;;;;;;
D;081;579312;11;20030501 12:39;P;;;;;;
D;081;579312;11;20030501 12:39;V;;;;;;
B;081;580217;12;20030501 12:39;;1;46;BRISBANE RD;CASTLE HILL;2154;;;20030218;20030401;376000;;R;RESIDENCE;1;;;;9515757;
C;081;580217;12;20030501 12:39;1//SP 54306;
D;081;580217;12;20030501 12:39;P;;;;;;
D;081;580217;12;20030501 12:39;V;;;;;;
B;081;580520;13;20030501 12:39;;;28;BROOKHOLLOW AVE;BAULKHAM HILLS;2153;7249;M;20030211;20030411;4350000;E;3;INDUSTRIAL;;DE;;;9551171;
C;081;580520;13;20030501 12:39;2071//828992;
D;081;580520;13;20030501 12:39;P;;;;;;
D;081;580520;13;20030501 12:39;P;;;;;;
D;081;580520;13;20030501 12:39;V;;;;;;
B;081;580966;14;20030501 12:39;;;7;BUDINS RD;KENTHURST;2156;1.279;H;20030227;20030410;1200000;R;R;RESIDENCE;;RD;;;9550992;
C;081;580966;14;20030501 12:39;4//214501;
D;081;580966;14;20030501 12:39;P;;;;;;
D;081;580966;14;20030501 12:39;P;;;;;;
D;081;580966;14;20030501 12:39;V;;;;;;
D;081;580966;14;20030501 12:39;V;;;;;;
B;081;581895;15;20030501 12:39;;;30;CAPRERA RD;NORTHMEAD;2152;752.5;M;20030211;20030321;430000;A;R;RESIDENCE;;AJ;;;9549835;
C;081;581895;15;20030501 12:39;1//227779;
D;081;581895;15;20030501 12:39;P;;;;;;
D;081;581895;15;20030501 12:39;V;;;;;;
B;081;582351;16;20030501 12:39;;;26;CAROLE AVE;BAULKHAM HILLS;2153;;;20030222;20030404;449950;A;R;RESIDENCE;;AJ;;;9537860;
C;081;582351;16;20030501 12:39;31//29071;
D;081;582351;16;20030501 12:39;P;;;;;;
D;081;582351;16;20030501 12:39;V;;;;;;
D;081;582351;16;20030501 12:39;V;;;;;;
B;081;582626;17;20030501 12:39;;;28;CARY ST;BAULKHAM HILLS;2153;695.6;M;20021207;20030319;515000;A;R;RESIDENCE;;AJ;;;9543349;
C;081;582626;17;20030501 12:39;112//224282;
D;081;582626;17;20030501 12:39;P;;;;;;
D;081;582626;17;20030501 12:39;P;;;;;;
D;081;582626;17;20030501 12:39;V;;;;;;
B;081;583278;18;20030501 12:39;;;15;CATTAI RIDGE RD;GLENORIE;2157;8277;M;20030120;20030331;880000;R;R;RESIDENCE;;RD;;;9519344;
C;081;583278;18;20030501 12:39;5//551435;
D;081;583278;18;20030501 12:39;P;;;;;;
D;081;583278;18;20030501 12:39;V;;;;;;
D;081;583278;18;20030501 12:39;V;;;;;;
B;081;583394;19;20030501 12:39;;;16;CECIL AVE;CASTLE HILL;2154;;;20021219;20030404;600000;A;R;RESIDENCE;;AG;;;9524202;
C;081;583394;19;20030501 12:39;B//330637;
D;081;583394;19;20030501 12:39;P;;;;;;
D;081;583394;19;20030501 12:39;V;;;;;;
B;081;584468;20;20030501 12:39;;;8;CIGOLINI PL;KELLYVILLE;2155;650;M;20030227;20030327;580000;A;R;RESIDENCE;;AT;;;9552933;
C;081;584468;20;20030501 12:39;18//870667;
D;081;584468;20;20030501 12:39;P;;;;;;
D;081;584468;20;20030501 12:39;P;;;;;;
D;081;584468;20;20030501 12:39;V;;;;;;
B;081;584843;21;20030501 12:39;;;13;COLOSSEUM CRES;BAULKHAM HILLS;2153;934.8;M;20030328;20030417;620000;A;R;RESIDENCE;;AJ;;;9547635;
C;081;584843;21;20030501 12:39;104//261889;
D;081;584843;21;20030501 12:39;P;;;;;;
D;081;584843;21;20030501 12:39;P;;;;;;
D;081;584843;21;20030501 12:39;V;;;;;;
D;081;584843;21;20030501 12:39;V;;;;;;
B;081;585573;22;20030501 12:39;;;28;CORAL CRES;KELLYVILLE;2155;699.1;M;20021205;20030331;467000;A;R;RESIDENCE;;AR;;;9524828;
C;081;585573;22;20030501 12:39;73//261781;
D;081;585573;22;20030501 12:39;P;;;;;;
D;081;585573;22;20030501 12:39;P;;;;;;
D;081;585573;22;20030501 12:39;V;;;;;;
D;081;585573;22;20030501 12:39;V;;;;;;
B;081;585797;23;20030501 12:39;;;9;CORONATION RD;BAULKHAM HILLS;2153;708.2;M;20030214;20030402;450000;A;R;RESIDENCE;;AJ;;;9541285;
C;081;585797;23;20030501 12:39;7//222233;
D;081;585797;23;20030501 12:39;P;;;;;;
D;081;585797;23;20030501 12:39;P;;;;;;
D;081;585797;23;20030501 12:39;V;;;;;;
D;081;585797;23;20030501 12:39;V;;;;;;
B;081;586672;24;20030501 12:39;;2;2 A;CROSS ST;BAULKHAM HILLS;2153;;;20030219;20030402;317500;;R;RESIDENCE;2;;;;9530281;
C;081;586672;24;20030501 12:39;2//SP 31322;
D;081;586672;24;20030501 12:39;P;;;;;;
D;081;586672;24;20030501 12:39;P;;;;;;
D;081;586672;24;20030501 12:39;V;;;;;;
B;081;588243;25;20030501 12:39;;;4;DUFF PL;CASTLE HILL;2154;900;M;20030225;20030408;700000;A;R;RESIDENCE;;AG;;;9541199;
C;081;588243;25;20030501 12:39;119//258212;
D;081;588243;25;20030501 12:39;P;;;;;;
D;081;588243;25;20030501 12:39;V;;;;;;
B;081;588826;26;20030501 12:39;;;1;EGRET CL;BELLA VISTA;2153;306.9;M;20030106;20030303;512500;A;R;RESIDENCE;;AQ;;;9524465;
C;081;588826;26;20030501 12:39;64//270066;
D;081;588826;26;20030501 12:39;P;;;;;;
D;081;588826;26;20030501 12:39;P;;;;;;
D;081;588826;26;20030501 12:39;V;;;;;;
B;081;589309;27;20030501 12:39;;;4;EVESHAM CT;BAULKHAM HILLS;2153;723;M;20030206;20030321;820000;A;R;RESIDENCE;;AQ;;;9536438;
