A;186;20020816 14:33;PDANN;
B;186;1845779;1;20020816 14:33;;;268;BOURKE ST;GLEN INNES;2370;922.6;M;20020708;20020724;100000;A;R;RESIDENCE;;AA;;;8840007;
C;186;1845779;1;20020816 14:33;2//627130;
D;186;1845779;1;20020816 14:33;P;;;;;;
D;186;1845779;1;20020816 14:33;P;;;;;;
D;186;1845779;1;20020816 14:33;V;;;;;;
B;186;1845803;2;20020816 14:33;;3;186;BOURKE ST;GLEN INNES;2370;;;20020523;20020731;133000;;3;SHOP;3;;;;8841450;
C;186;1845803;2;20020816 14:33;3//51725;
D;186;1845803;2;20020816 14:33;P;;;;;;
D;186;1845803;2;20020816 14:33;V;;;;;;
D;186;1845803;2;20020816 14:33;V;;;;;;
B;186;1846229;3;20020816 14:33;;;;CORONATION AVE;GLEN INNES;2370;1961;M;20020611;20020719;55000;A;R;RESIDENCE;;AF;;;8829821;
C;186;1846229;3;20020816 14:33;19/49/758447;
D;186;1846229;3;20020816 14:33;P;;;;;;
D;186;1846229;3;20020816 14:33;V;;;;;;
B;186;1846263;4;20020816 14:33;;;54;CORONATION AVE;GLEN INNES;2370;1854.2;M;20020524;20020614;75000;A;R;RESIDENCE;;AE;AC;;8783109;
C;186;1846263;4;20020816 14:33;PT 2/19/758447 2//864651 1//947953;
D;186;1846263;4;20020816 14:33;P;;;;;;
D;186;1846263;4;20020816 14:33;V;;;;;;
D;186;1846263;4;20020816 14:33;V;;;;;;
B;186;1846588;5;20020816 14:33;;;;GAFFNEY BEALACH;GLEN INNES;2370;847.3;M;20020626;20020729;11500;A;V;VACANT LAND;;CE;;;8841564;
C;186;1846588;5;20020816 14:33;9//840474;
D;186;1846588;5;20020816 14:33;P;;;;;;
D;186;1846588;5;20020816 14:33;P;;;;;;
D;186;1846588;5;20020816 14:33;V;;;;;;
B;186;1846589;6;20020816 14:33;;;;GAFFNEY BEALACH;GLEN INNES;2370;1998;M;20020626;20020729;11500;A;V;VACANT LAND;;CE;;;8841564;
C;186;1846589;6;20020816 14:33;8//840474;
D;186;1846589;6;20020816 14:33;P;;;;;;
D;186;1846589;6;20020816 14:33;P;;;;;;
D;186;1846589;6;20020816 14:33;V;;;;;;
