A;021;20030619 08:57;PDANN;
B;021;410727;1;20030619 08:57;;;59;MARSDEN ST;BOOROWA;2586;809.4;M;20021025;20021129;75000;Z;R;RESIDENCE;;ZA;AC;0;4380908;
C;021;410727;1;20030619 08:57;10//1051713;
D;021;410727;1;20030619 08:57;P;;;;;;
B;021;410732;2;20030619 08:57;;;75;MARSDEN ST;BOOROWA;2586;1012;M;20030131;20030314;70000;Z;R;RESIDENCE;;ZA;AC;0;9456156;
C;021;410732;2;20030619 08:57;1//197446;
D;021;410732;2;20030619 08:57;P;;;;;;
D;021;410732;2;20030619 08:57;V;;;;;;
B;021;410999;3;20030619 08:57;;;;PH BRAMAH;REIDS FLAT;2586;62.72;H;20021113;20030228;70000;R;V;VACANT LAND;;HB;RV;0;9461994;
C;021;410999;3;20030619 08:57;B//371498;
D;021;410999;3;20030619 08:57;P;;;;;;
D;021;410999;3;20030619 08:57;P;;;;;;
D;021;410999;3;20030619 08:57;V;;;;;;
D;021;410999;3;20030619 08:57;V;;;;;;
B;021;411780;4;20030619 08:57;THE IRONBARKS;;;TARRANT'S GAP RD;REIDS FLAT;2586;1997;H;20021216;20021216;5000;R;V;VACANT LAND;;GB;RGI;25;9396868;
C;021;411780;4;20030619 08:57;188//40881 2//634556 27, 81, 82, 83, 85, 140, 141, 142, 185, 186//7541;
C;021;411780;4;20030619 08:57;48 AND CLOSED ROAD . Permissive Occupancy 89/9;
D;021;411780;4;20030619 08:57;P;;;;;;
D;021;411780;4;20030619 08:57;P;;;;;;
D;021;411780;4;20030619 08:57;V;;;;;;
D;021;411780;4;20030619 08:57;V;;;;;;
D;021;411780;4;20030619 08:57;V;;;;;;
D;021;411780;4;20030619 08:57;V;;;;;;
D;021;411780;4;20030619 08:57;V;;;;;;
D;021;411780;4;20030619 08:57;V;;;;;;
D;021;411780;4;20030619 08:57;V;;;;;;
B;021;2974862;5;20030619 08:57;SHERIDAN PARK;;;KENYU RD;BOOROWA;2586;1244.2;H;20020626;20030116;503780;R;3;FARM;;MC;;0;9335119;
C;021;2974862;5;20030619 08:57;32, 131, 150, 152, 157, 167//754612 2//1046516 . . . Road Permit 29/50;
C;021;2974862;5;20030619 08:57; Road Permit 5/35 Road Permit 60/2;
D;021;2974862;5;20030619 08:57;P;;;;;;
D;021;2974862;5;20030619 08:57;P;;;;;;
D;021;2974862;5;20030619 08:57;V;;;;;;
D;021;2974862;5;20030619 08:57;V;;;;;;
D;021;2974862;5;20030619 08:57;V;;;;;;
B;021;2974882;6;20030619 08:57;PART CALLABA;;;TAYLORS FLAT RD;BOOROWA;2586;420.27;H;20021219;20030207;260000;R;3;FARM LAND;;GB;RG;0;9421013;
C;021;2974882;6;20030619 08:57;5, 48, 70, 102, 147, 148, 162//754105;
D;021;2974882;6;20030619 08:57;P;;;;;;
D;021;2974882;6;20030619 08:57;P;;;;;;
D;021;2974882;6;20030619 08:57;V;;;;;;
B;021;2974883;7;20030619 08:57;PART CALLABA;;;TAYLORS FLAT RD;BOOROWA;2586;89.69;H;20021209;20030206;85000;R;3;FARM/RURAL;;HB;RG;0;9413655;
C;021;2974883;7;20030619 08:57;33, 66, 91, 118//754105 . Enclosure Permit 21257;
D;021;2974883;7;20030619 08:57;P;;;;;;
D;021;2974883;7;20030619 08:57;P;;;;;;
D;021;2974883;7;20030619 08:57;V;;;;;;
B;021;2977971;8;20030619 08:57;PART BUENA VISTA;;;RYE PARK RD;BOOROWA;2586;325.88;H;20021220;20030228;320000;R;3;FARM;;GF;RG;0;9458832;
C;021;2977971;8;20030619 08:57;;
D;021;2977971;8;20030619 08:57;P;;;;;;
D;021;2977971;8;20030619 08:57;V;;;;;;
B;021;2977971;9;20030619 08:57;PART BUENA VISTA;;;RYE PARK RD;BOOROWA;2586;325.88;H;20021220;20030228;450000;R;V;VACANT LAND;;GF;RG;0;9458833;
C;021;2977971;9;20030619 08:57;;
D;021;2977971;9;20030619 08:57;P;;;;;;
D;021;2977971;9;20030619 08:57;V;;;;;;
B;021;2977972;10;20030619 08:57;PART BUENA VISTA;;;RYE PARK RD;BOOROWA;2586;232.37;H;20021220;20030228;175000;R;3;FARM;;GF;RG;0;9458831;
C;021;2977972;10;20030619 08:57;A//391703 6, 10, 11, 49, 97, 122//754135 Enclosure Permit 355736;
D;021;2977972;10;20030619 08:57;P;;;;;;
D;021;2977972;10;20030619 08:57;V;;;;;;
D;021;2977972;10;20030619 08:57;V;;;;;;
Z;58;10;12;34;
