A;102;20110801 02:11;VALNET;
B;102;2864991;1;20110801 02:11;;;;BUNDANOON RD;EXETER;2579;117.7;H;20110404;20110622;9000000;RU4;R;RESIDENCE;;GBL;;0;AG332804;
C;102;2864991;1;20110801 02:11;6/1034907;
D;102;2864991;1;20110801 02:11;P;;;;;;
D;102;2864991;1;20110801 02:11;V;;;;;;
B;102;2921007;2;20110801 02:11;;;;RICHARDS LANE;JOADJA;2575;40;H;20110406;20110623;1575000;RU2;3;FARM/RURAL;;JJS;;0;AG325455;
C;102;2921007;2;20110801 02:11;24/1016147 Enclosure Permit 350748;
D;102;2921007;2;20110801 02:11;P;;;;;;
D;102;2921007;2;20110801 02:11;V;;;;;;
D;102;2921007;2;20110801 02:11;V;;;;;;
D;102;2921007;2;20110801 02:11;V;;;;;;
B;102;3371237;3;20110801 02:11;;;;PINE TREE RD;WINGELLO;2579;4233;M;20110513;20110627;127000;R5;V;VACANT LAND;;QXA;;0;AG379136;
C;102;3371237;3;20110801 02:11;2/1123259;
D;102;3371237;3;20110801 02:11;P;;;;;;
D;102;3371237;3;20110801 02:11;P;;;;;;
D;102;3371237;3;20110801 02:11;V;;;;;;
B;102;3079341;4;20110801 02:11;;;8;BREN PL;BOWRAL;2576;849.9;M;20110428;20110608;699000;R2;R;RESIDENCE;;NAA;;0;AG383140;
C;102;3079341;4;20110801 02:11;18/1066764;
D;102;3079341;4;20110801 02:11;P;;;;;;
D;102;3079341;4;20110801 02:11;V;;;;;;
B;102;3514034;5;20110801 02:11;;;11;LAPWING PL;MOSS VALE;2577;704.5;M;20110516;20110627;169000;R2;V;VACANT LAND;;ECA;;0;AG379198;
C;102;3514034;5;20110801 02:11;28/1149374;
D;102;3514034;5;20110801 02:11;P;;;;;;
D;102;3514034;5;20110801 02:11;V;;;;;;
B;102;3553952;6;20110801 02:11;;2;55;KIRKHAM ST;MOSS VALE;2577;;;20110609;20110721;215000;;R;RESIDENCE;2;;;0;AG385770;
C;102;3553952;6;20110801 02:11;2/SP84746;
D;102;3553952;6;20110801 02:11;P;;;;;;
D;102;3553952;6;20110801 02:11;V;;;;;;
D;102;3553952;6;20110801 02:11;V;;;;;;
B;102;3558648;7;20110801 02:11;MURRIMBA DOWNS;;;MURRIMBA RD;WINGELLO;2579;2.212;H;20110628;20110711;195000;R5;V;VACANT LAND;;QCA;;0;AG372012;
C;102;3558648;7;20110801 02:11;5/1160212;
D;102;3558648;7;20110801 02:11;P;;;;;;
D;102;3558648;7;20110801 02:11;P;;;;;;
D;102;3558648;7;20110801 02:11;V;;;;;;
B;102;3571276;8;20110801 02:11;;;6;HELENA ST;MITTAGONG;2575;798.5;M;20110610;20110715;485000;R2;R;RESIDENCE;;LGA;;0;AG386831;
C;102;3571276;8;20110801 02:11;100/1163283;
D;102;3571276;8;20110801 02:11;P;;;;;;
D;102;3571276;8;20110801 02:11;P;;;;;;
D;102;3571276;8;20110801 02:11;P;;;;;;
D;102;3571276;8;20110801 02:11;V;;;;;;
D;102;3571276;8;20110801 02:11;V;;;;;;
B;102;3592518;9;20110801 02:11;;;;BURRAWANG ST;ROBERTSON;2577;2000;M;20110513;20110624;220000;;V;VACANT LAND;;;;0;AG342508;
C;102;3592518;9;20110801 02:11;2/1146030;
D;102;3592518;9;20110801 02:11;P;;;;;;
D;102;3592518;9;20110801 02:11;P;;;;;;
D;102;3592518;9;20110801 02:11;V;;;;;;
D;102;3592518;9;20110801 02:11;V;;;;;;
B;102;3582558;10;20110801 02:11;;;;ROAD NO.1;RENWICK;2575;800;M;20100701;20110622;210000;R2;V;VACANT LAND;;LGA;;0;AG326857;
C;102;3582558;10;20110801 02:11;1025/1163906;
D;102;3582558;10;20110801 02:11;P;;;;;;
D;102;3582558;10;20110801 02:11;V;;;;;;
B;102;3582560;11;20110801 02:11;;;;ROAD NO.1;RENWICK;2575;720;M;20110420;20110623;205000;R2;V;VACANT LAND;;LGA;;0;AG358551;
C;102;3582560;11;20110801 02:11;1027/1163906;
D;102;3582560;11;20110801 02:11;P;;;;;;
D;102;3582560;11;20110801 02:11;V;;;;;;
B;102;3591818;12;20110801 02:11;;;32;HOWARD ST;NEW BERRIMA;2577;695.5;M;20110520;20110617;115000;;V;VACANT LAND;;;;0;AG314724;
C;102;3591818;12;20110801 02:11;84/15995;
D;102;3591818;12;20110801 02:11;P;;;;;;
D;102;3591818;12;20110801 02:11;P;;;;;;
D;102;3591818;12;20110801 02:11;V;;;;;;
D;102;3591818;12;20110801 02:11;V;;;;;;
B;102;3592516;13;20110801 02:11;;;;LAWN AVE;ROBERTSON;2577;2087;M;20110420;20110628;210000;;V;VACANT LAND;;;;0;AG354758;
C;102;3592516;13;20110801 02:11;1/1165081;
D;102;3592516;13;20110801 02:11;P;;;;;;
D;102;3592516;13;20110801 02:11;V;;;;;;
D;102;3592516;13;20110801 02:11;V;;;;;;
B;102;3213728;14;20110801 02:11;;;;MOSS VALE RD;BURRADOO;2576;3.855;H;20110701;20110701;2850000;E3;R;RESIDENCE;;EMM;;0;AG347008;
C;102;3213728;14;20110801 02:11;PT 4/548018;
D;102;3213728;14;20110801 02:11;P;;;;;;
D;102;3213728;14;20110801 02:11;V;;;;;;
D;102;3213728;14;20110801 02:11;V;;;;;;
B;102;3214623;15;20110801 02:11;;5;24;PURCELL ST;BOWRAL;2576;;;20110224;20110722;600000;;R;RESIDENCE;5;;;0;AG388579;
C;102;3214623;15;20110801 02:11;5/SP76066;
D;102;3214623;15;20110801 02:11;P;;;;;;
D;102;3214623;15;20110801 02:11;V;;;;;;
B;102;3239218;16;20110801 02:11;;;1;BIGGERA ST;BRAEMAR;2575;738.5;M;20110701;20110708;380000;R2;R;RESIDENCE;;DKA;;0;AG368886;
C;102;3239218;16;20110801 02:11;2/270473;
D;102;3239218;16;20110801 02:11;P;;;;;;
D;102;3239218;16;20110801 02:11;V;;;;;;
D;102;3239218;16;20110801 02:11;V;;;;;;
B;102;1107467;17;20110801 02:11;;;88 A;BENDOOLEY ST;BOWRAL;2576;1425;M;20110531;20110711;730000;R2;R;RESIDENCE;;NCA;;0;AG376243;
C;102;1107467;17;20110801 02:11;52/615492;
D;102;1107467;17;20110801 02:11;P;;;;;;
D;102;1107467;17;20110801 02:11;P;;;;;;
D;102;1107467;17;20110801 02:11;V;;;;;;
D;102;1107467;17;20110801 02:11;V;;;;;;
B;102;1105753;18;20110801 02:11;;;28;ADELAIDE ST;NEW BERRIMA;2577;682.9;M;20110603;20110708;300000;R2;R;RESIDENCE;;DRA;;0;AG367382;
C;102;1105753;18;20110801 02:11;411/15995;
D;102;1105753;18;20110801 02:11;P;;;;;;
D;102;1105753;18;20110801 02:11;P;;;;;;
D;102;1105753;18;20110801 02:11;V;;;;;;
B;102;1109078;19;20110801 02:11;;;;BUNDANOON RD;EXETER;2579;7.242;H;20110404;20110622;9000000;RU4;R;RESIDENCE;;CZS;;0;AG332804;
C;102;1109078;19;20110801 02:11;10/1003705;
D;102;1109078;19;20110801 02:11;P;;;;;;
D;102;1109078;19;20110801 02:11;V;;;;;;
B;102;1114533;20;20110801 02:11;;;;JOADJA RD;JOADJA;2575;10.03;H;20110603;20110715;1100000;RU4;R;RESIDENCE;;JZL;;0;AG380915;
C;102;1114533;20;20110801 02:11;2/622273;
D;102;1114533;20;20110801 02:11;P;;;;;;
D;102;1114533;20;20110801 02:11;V;;;;;;
B;102;1120233;21;20110801 02:11;;;7;PRICE ST;BOWRAL;2576;981.25;M;20110616;20110714;260000;R2;R;RESIDENCE;;NBA;;0;AG375715;
C;102;1120233;21;20110801 02:11;99/24267;
D;102;1120233;21;20110801 02:11;P;;;;;;
D;102;1120233;21;20110801 02:11;P;;;;;;
D;102;1120233;21;20110801 02:11;V;;;;;;
B;102;1109668;22;20110801 02:11;;;3;CASUARINA ST;HILL TOP;2575;885.2;M;20110602;20110714;392000;R2;R;RESIDENCE;;CHA;;0;AG378509;
C;102;1109668;22;20110801 02:11;26, 27, 28, 29/44/1349;
D;102;1109668;22;20110801 02:11;P;;;;;;
D;102;1109668;22;20110801 02:11;P;;;;;;
D;102;1109668;22;20110801 02:11;V;;;;;;
D;102;1109668;22;20110801 02:11;V;;;;;;
B;102;1120448;23;20110801 02:11;;;48;RAILWAY AVE;COLO VALE;2575;752.5;M;20110620;20110715;340000;R2;R;RESIDENCE;;CAA;;0;AG380714;
C;102;1120448;23;20110801 02:11;11/2/2389;
D;102;1120448;23;20110801 02:11;P;;;;;;
D;102;1120448;23;20110801 02:11;V;;;;;;
B;102;1112560;24;20110801 02:11;;;17;GARLAND RD;BUNDANOON;2578;4872;M;20110620;20110714;547500;R5;R;RESIDENCE;;QEA;;0;AG380432;
C;102;1112560;24;20110801 02:11;50/263668;
D;102;1112560;24;20110801 02:11;P;;;;;;
D;102;1112560;24;20110801 02:11;P;;;;;;
D;102;1112560;24;20110801 02:11;V;;;;;;
D;102;1112560;24;20110801 02:11;V;;;;;;
B;102;1115275;25;20110801 02:11;;17;61;KIRKHAM ST;MOSS VALE;2577;;;20110616;20110718;210000;;R;RESIDENCE;17;;;0;AG382510;
C;102;1115275;25;20110801 02:11;17/SP35862;
