A;018;20020603 09:47;PTHIRLWELL;
B;018;390343;1;20020603 09:47;;;295;AUCKLAND ST;BEGA;2550;792.5;M;20020326;20020423;152500;A;R;RESIDENCE;;QB;;;8602469;
C;018;390343;1;20020603 09:47;1//986336;
D;018;390343;1;20020603 09:47;P;;;;;;
D;018;390343;1;20020603 09:47;P;;;;;;
D;018;390343;1;20020603 09:47;V;;;;;;
B;018;390439;2;20020603 09:47;;;178;AUCKLAND ST;BEGA;2550;948.4;M;20020328;20020503;130000;A;R;RESIDENCE;;QC;;;8581694;
C;018;390439;2;20020603 09:47;4//329413;
D;018;390439;2;20020603 09:47;P;;;;;;
D;018;390439;2;20020603 09:47;V;;;;;;
B;018;390759;3;20020603 09:47;;;89;CARP ST;BEGA;2550;245.8;M;20020316;20020419;118000;B;R;RESIDENCE;;BH;AC;;8544497;
C;018;390759;3;20020603 09:47;5//608878;
D;018;390759;3;20020603 09:47;P;;;;;;
D;018;390759;3;20020603 09:47;P;;;;;;
D;018;390759;3;20020603 09:47;V;;;;;;
D;018;390759;3;20020603 09:47;V;;;;;;
B;018;390840;4;20020603 09:47;;;119;EAST ST;BEGA;2550;607;M;20020415;20020514;141000;A;R;RESIDENCE;;QC;;;8637489;
C;018;390840;4;20020603 09:47;182//513581;
D;018;390840;4;20020603 09:47;P;;;;;;
D;018;390840;4;20020603 09:47;P;;;;;;
D;018;390840;4;20020603 09:47;V;;;;;;
B;018;390897;5;20020603 09:47;;;31;EDEN ST;BEGA;2550;765.1;M;20020403;20020503;135000;A;R;RESIDENCE;;QB;;;8605932;
C;018;390897;5;20020603 09:47;17//20943;
D;018;390897;5;20020603 09:47;P;;;;;;
D;018;390897;5;20020603 09:47;P;;;;;;
D;018;390897;5;20020603 09:47;V;;;;;;
D;018;390897;5;20020603 09:47;V;;;;;;
D;018;390897;5;20020603 09:47;V;;;;;;
D;018;390897;5;20020603 09:47;V;;;;;;
D;018;390897;5;20020603 09:47;V;;;;;;
B;018;390930;6;20020603 09:47;;;45;FAIRVIEW ST;BEGA;2550;556.4;M;20020306;20020423;126000;A;R;RESIDENCE;;QB;;;8573114;
C;018;390930;6;20020603 09:47;7//38859;
D;018;390930;6;20020603 09:47;P;;;;;;
D;018;390930;6;20020603 09:47;P;;;;;;
D;018;390930;6;20020603 09:47;V;;;;;;
B;018;390971;7;20020603 09:47;;;12;GEORGE ST;BEGA;2550;784.1;M;20020320;20020424;114500;A;R;RESIDENCE;;QB;;;8614474;
C;018;390971;7;20020603 09:47;1//199385;
D;018;390971;7;20020603 09:47;P;;;;;;
D;018;390971;7;20020603 09:47;P;;;;;;
D;018;390971;7;20020603 09:47;V;;;;;;
D;018;390971;7;20020603 09:47;V;;;;;;
B;018;391129;8;20020603 09:47;;;7;HEATH ST;BEGA;2550;455.3;M;20020322;20020517;126500;A;R;RESIDENCE;;QB;;;8630508;
C;018;391129;8;20020603 09:47;1//923899;
D;018;391129;8;20020603 09:47;P;;;;;;
D;018;391129;8;20020603 09:47;V;;;;;;
D;018;391129;8;20020603 09:47;V;;;;;;
B;018;391137;9;20020603 09:47;;;131;HIGH ST;BEGA;2550;834.7;M;20020319;20020429;160000;A;R;RESIDENCE;;QB;;;8584938;
C;018;391137;9;20020603 09:47;2//239787;
D;018;391137;9;20020603 09:47;P;;;;;;
D;018;391137;9;20020603 09:47;V;;;;;;
B;018;391222;10;20020603 09:47;;;31;HILL ST;BEGA;2550;632.3;M;20020405;20020503;80000;A;R;RESIDENCE;;QB;;;8601683;
C;018;391222;10;20020603 09:47;7//18777;
D;018;391222;10;20020603 09:47;P;;;;;;
D;018;391222;10;20020603 09:47;V;;;;;;
D;018;391222;10;20020603 09:47;V;;;;;;
B;018;391398;11;20020603 09:47;;;18;LITTLE CHURCH ST;BEGA;2550;677.8;M;20020311;20020424;90000;A;R;RESIDENCE;;QB;AC;;8554278;
C;018;391398;11;20020603 09:47;2//580713;
D;018;391398;11;20020603 09:47;P;;;;;;
D;018;391398;11;20020603 09:47;V;;;;;;
D;018;391398;11;20020603 09:47;V;;;;;;
B;018;391497;12;20020603 09:47;;;45;MERINGO ST;BEGA;2550;607;M;20020131;20020222;67500;A;R;RESIDENCE;;QB;;;8564106;
C;018;391497;12;20020603 09:47;8//36378;
D;018;391497;12;20020603 09:47;P;;;;;;
D;018;391497;12;20020603 09:47;V;;;;;;
B;018;391847;13;20020603 09:47;;;98;RAVENSWOOD ST;BEGA;2550;511;M;20010522;20010525;91000;I;R;RESIDENCE;;FB;;;8623193;
C;018;391847;13;20020603 09:47;1//995896;
D;018;391847;13;20020603 09:47;P;;;;;;
D;018;391847;13;20020603 09:47;P;;;;;;
D;018;391847;13;20020603 09:47;V;;;;;;
B;018;391896;14;20020603 09:47;;;102;RAWLINSON ST;BEGA;2550;733.5;M;20020114;20020213;75000;A;R;RESIDENCE;;QB;;;8593317;
C;018;391896;14;20020603 09:47;1//797856;
D;018;391896;14;20020603 09:47;P;;;;;;
D;018;391896;14;20020603 09:47;P;;;;;;
D;018;391896;14;20020603 09:47;V;;;;;;
D;018;391896;14;20020603 09:47;V;;;;;;
B;018;392050;15;20020603 09:47;;;20;UNION ST;BEGA;2550;714.5;M;20020311;20020514;89500;A;R;RESIDENCE;;QB;;;8618581;
C;018;392050;15;20020603 09:47;1//517258;
D;018;392050;15;20020603 09:47;P;;;;;;
D;018;392050;15;20020603 09:47;V;;;;;;
B;018;392064;16;20020603 09:47;;;101;UPPER ST;BEGA;2550;573.7;M;20020403;20020503;102500;A;R;RESIDENCE;;QB;;;8594539;
C;018;392064;16;20020603 09:47;2//105671;
D;018;392064;16;20020603 09:47;P;;;;;;
D;018;392064;16;20020603 09:47;V;;;;;;
