A;RTSALEDATA;273;20250113 01:08;VALNET;
B;273;2942962;1;20250113 01:08;INGELARA;;4931;MONARO HWY;COLINTON;2626;231.271;H;20241216;20241218;990000;RU1;R;RESIDENCE;;NEG;;0;AU699007;
C;273;2942962;1;20250113 01:08;1/187256 1, 2/500787 2, 6, 12, 13/750533 126/750549 4/857032 Enclosure;
C;273;2942962;1;20250113 01:08; Permit 658774;
D;273;2942962;1;20250113 01:08;P;;;;;;
D;273;2942962;1;20250113 01:08;P;;;;;;
D;273;2942962;1;20250113 01:08;P;;;;;;
D;273;2942962;1;20250113 01:08;P;;;;;;
D;273;2942962;1;20250113 01:08;P;;;;;;
D;273;2942962;1;20250113 01:08;P;;;;;;
D;273;2942962;1;20250113 01:08;V;;;;;;
D;273;2942962;1;20250113 01:08;V;;;;;;
D;273;2942962;1;20250113 01:08;V;;;;;;
B;273;4591565;2;20250113 01:08;;3;30 C;KUNAMA DR;EAST JINDABYNE;2627;387.9;M;20240409;20241224;700000;;R;RESIDENCE;3;;;0;AU721966;
C;273;4591565;2;20250113 01:08;3/SP108924;
D;273;4591565;2;20250113 01:08;P;;;;;;
D;273;4591565;2;20250113 01:08;P;;;;;;
D;273;4591565;2;20250113 01:08;V;;;;;;
B;273;3752853;3;20250113 01:08;;;916;IRONMUNGIE RD;BUNGARBY;2630;862.969;H;20241127;20241219;3250000;RU1;R;RESIDENCE;;SWG;;0;AU700767;
C;273;3752853;3;20250113 01:08;5, 7, 18, 19, 21, 22, 23, 33, 72, 73, 74, 75, 76, 78, 79, 80, 96, 98, ;
C;273;3752853;3;20250113 01:08;113, 140, 148, 153, 155/756838 1, 2, 3/1111275;
D;273;3752853;3;20250113 01:08;P;;;;;;
D;273;3752853;3;20250113 01:08;P;;;;;;
D;273;3752853;3;20250113 01:08;V;;;;;;
D;273;3752853;3;20250113 01:08;V;;;;;;
Z;26;3;5;16;
