A;034;20030619 08:57;PDANN;
B;034;442956;1;20030619 08:57;;;47;BLIGH ST;COOMA;2630;5059;M;20021220;20030205;360000;A;R;RESIDENCE;;AL;AC;0;9454792;
C;034;442956;1;20030619 08:57;B//374106;
D;034;442956;1;20030619 08:57;P;;;;;;
D;034;442956;1;20030619 08:57;P;;;;;;
D;034;442956;1;20030619 08:57;V;;;;;;
B;034;442992;2;20030619 08:57;;;88;BOMBALA ST;COOMA;2630;411;M;20021217;20030131;125000;A;3;HOUSE;;AG;AC;0;9405685;
C;034;442992;2;20030619 08:57;B//157161;
D;034;442992;2;20030619 08:57;P;;;;;;
D;034;442992;2;20030619 08:57;V;;;;;;
B;034;443163;3;20030619 08:57;;;4;CAMPBELL ST;COOMA;2630;724.2;M;20021210;20030219;95000;A;3;;;AG;AC;0;9461226;
C;034;443163;3;20030619 08:57;1//596804;
D;034;443163;3;20030619 08:57;P;;;;;;
D;034;443163;3;20030619 08:57;P;;;;;;
D;034;443163;3;20030619 08:57;V;;;;;;
B;034;443560;4;20030619 08:57;;;60;DENISON ST;COOMA;2630;1138;M;20030213;20030321;70000;A;R;RESIDENCE;;AG;AC;0;9487566;
C;034;443560;4;20030619 08:57;B//386610;
D;034;443560;4;20030619 08:57;P;;;;;;
D;034;443560;4;20030619 08:57;P;;;;;;
D;034;443560;4;20030619 08:57;V;;;;;;
D;034;443560;4;20030619 08:57;V;;;;;;
D;034;443560;4;20030619 08:57;V;;;;;;
B;034;443777;5;20030619 08:57;;;3;HAIN ST;COOMA;2630;847.3;M;20030203;20030226;186000;A;R;RESIDENCE;;AD;AC;0;9455303;
C;034;443777;5;20030619 08:57;12//30747;
D;034;443777;5;20030619 08:57;P;;;;;;
D;034;443777;5;20030619 08:57;P;;;;;;
D;034;443777;5;20030619 08:57;V;;;;;;
D;034;443777;5;20030619 08:57;V;;;;;;
B;034;444004;6;20030619 08:57;;;20;LAMBIE ST;COOMA;2630;1001;M;20030128;20030311;242000;A;R;RESIDENCE;;AG;AC;0;9478318;
C;034;444004;6;20030619 08:57;1//246949;
D;034;444004;6;20030619 08:57;P;;;;;;
D;034;444004;6;20030619 08:57;P;;;;;;
D;034;444004;6;20030619 08:57;V;;;;;;
D;034;444004;6;20030619 08:57;V;;;;;;
B;034;444055;7;20030619 08:57;;;35;KIAH AVE;COOMA;2630;766.3;M;20030312;20030318;118000;A;R;RESIDENCE;;AZ;AC;0;9482024;
C;034;444055;7;20030619 08:57;112//786841;
D;034;444055;7;20030619 08:57;P;;;;;;
D;034;444055;7;20030619 08:57;V;;;;;;
B;034;444147;8;20030619 08:57;;;9;LLOYD AVE;COOMA;2630;764.6;M;20030116;20030205;260000;A;R;RESIDENCE;;AG;AC;0;9463989;
C;034;444147;8;20030619 08:57;24//703512;
D;034;444147;8;20030619 08:57;P;;;;;;
D;034;444147;8;20030619 08:57;P;;;;;;
D;034;444147;8;20030619 08:57;V;;;;;;
D;034;444147;8;20030619 08:57;V;;;;;;
B;034;444198;9;20030619 08:57;;;65;MASSIE ST;COOMA;2630;717.5;M;20020916;20020916;670000;B;3;COMMERCIAL;;BF;BS;0;9472453;
C;034;444198;9;20030619 08:57;M//158488;
D;034;444198;9;20030619 08:57;P;;;;;;
D;034;444198;9;20030619 08:57;V;;;;;;
B;034;444718;10;20030619 08:57;;;25;NIMBY PL;COOMA;2630;2655;M;20021211;20030122;21000;A;V;VACANT LAND;;AB;AV;0;9481412;
C;034;444718;10;20030619 08:57;643//209288;
D;034;444718;10;20030619 08:57;P;;;;;;
D;034;444718;10;20030619 08:57;V;;;;;;
D;034;444718;10;20030619 08:57;V;;;;;;
B;034;444812;11;20030619 08:57;;;10;NULANG PL;COOMA;2630;722.3;M;20030128;20030304;45000;A;R;RESIDENCE;;AA;AC;0;9459086;
C;034;444812;11;20030619 08:57;42//263885;
D;034;444812;11;20030619 08:57;P;;;;;;
D;034;444812;11;20030619 08:57;V;;;;;;
B;034;444904;12;20030619 08:57;;;21;ORANA AVE;COOMA;2630;986.4;M;20021216;20030124;80000;A;R;RESIDENCE;;AA;AC;0;9466043;
C;034;444904;12;20030619 08:57;353//209291;
D;034;444904;12;20030619 08:57;P;;;;;;
D;034;444904;12;20030619 08:57;P;;;;;;
D;034;444904;12;20030619 08:57;V;;;;;;
B;034;445878;13;20030619 08:57;;;29;YAREEN RD;COOMA;2630;613.4;M;20030120;20030304;77000;A;R;RESIDENCE;;AM;AC;0;9453326;
C;034;445878;13;20030619 08:57;186//209292;
D;034;445878;13;20030619 08:57;P;;;;;;
D;034;445878;13;20030619 08:57;V;;;;;;
B;034;2773135;14;20030619 08:57;;;;MITTAGANG SHANNONS FLAT RD;BINJURA;2630;6.12;H;20030204;20030304;190000;R;R;RESIDENCE;;RC;RR;0;9477569;
C;034;2773135;14;20030619 08:57;10//1023069;
D;034;2773135;14;20030619 08:57;P;;;;;;
D;034;2773135;14;20030619 08:57;P;;;;;;
D;034;2773135;14;20030619 08:57;V;;;;;;
D;034;2773135;14;20030619 08:57;V;;;;;;
B;034;2851467;15;20030619 08:57;;;;KIRKE ST;NIMMITABEL;2631;8094;M;20030220;20030228;28449;Z;R;RESIDENCE;;VL;AC;0;9482039;
C;034;2851467;15;20030619 08:57;1, 2, 3, 10, 12, 13/49/758776;
D;034;2851467;15;20030619 08:57;P;;;;;;
D;034;2851467;15;20030619 08:57;V;;;;;;
D;034;2851467;15;20030619 08:57;V;;;;;;
Z;78;15;15;46;
