A;138;20110801 02:16;VALNET;
B;138;2780065;1;20110801 02:16;;1;48;ELIZABETH ST;CAMPSIE;2194;;;20110624;20110624;550000;;3;COMMERCIAL;1;;;0;AG385823;
C;138;2780065;1;20110801 02:16;1/SP65536;
D;138;2780065;1;20110801 02:16;P;;;;;;
D;138;2780065;1;20110801 02:16;V;;;;;;
D;138;2780065;1;20110801 02:16;V;;;;;;
D;138;2780065;1;20110801 02:16;V;;;;;;
B;138;2780065;2;20110801 02:16;;2;48;ELIZABETH ST;CAMPSIE;2194;;;20110624;20110624;228000;;3;COMMERCIAL;2;;;0;AG385825;
C;138;2780065;2;20110801 02:16;2/SP65536;
D;138;2780065;2;20110801 02:16;P;;;;;;
D;138;2780065;2;20110801 02:16;V;;;;;;
D;138;2780065;2;20110801 02:16;V;;;;;;
D;138;2780065;2;20110801 02:16;V;;;;;;
B;138;3391835;3;20110801 02:16;;19;59;SECOND AVE;CAMPSIE;2194;;;20110603;20110715;470000;;R;RESIDENCE;19;;;0;AG378157;
C;138;3391835;3;20110801 02:16;19/SP80819;
D;138;3391835;3;20110801 02:16;P;;;;;;
D;138;3391835;3;20110801 02:16;P;;;;;;
D;138;3391835;3;20110801 02:16;V;;;;;;
D;138;3391835;3;20110801 02:16;V;;;;;;
B;138;2956222;4;20110801 02:16;;;8;IBEX ST;EARLWOOD;2206;473.5;M;20110618;20110715;595000;A;V;VACANT LAND;;AK;;0;AG378768;
C;138;2956222;4;20110801 02:16;1/1047728;
D;138;2956222;4;20110801 02:16;P;;;;;;
D;138;2956222;4;20110801 02:16;V;;;;;;
B;138;3039048;5;20110801 02:16;;1;24;RENOWN AVE;WILEY PARK;2195;;;20110511;20110708;385000;;R;RESIDENCE;1;;;0;AG366463;
C;138;3039048;5;20110801 02:16;1/SP71437;
D;138;3039048;5;20110801 02:16;P;;;;;;
D;138;3039048;5;20110801 02:16;V;;;;;;
B;138;3585686;6;20110801 02:16;;1;31;CAMPSIE ST;CAMPSIE;2194;141;M;20110419;20110707;540000;;R;RESIDENCE;1;;;0;AG367720;
C;138;3585686;6;20110801 02:16;1/SP85540;
D;138;3585686;6;20110801 02:16;P;;;;;;
D;138;3585686;6;20110801 02:16;V;;;;;;
B;138;3585686;7;20110801 02:16;;4;31;CAMPSIE ST;CAMPSIE;2194;122;M;20100729;20110707;499000;;R;RESIDENCE;4;;;0;AG372170;
C;138;3585686;7;20110801 02:16;4/SP85540;
D;138;3585686;7;20110801 02:16;P;;;;;;
D;138;3585686;7;20110801 02:16;P;;;;;;
D;138;3585686;7;20110801 02:16;V;;;;;;
B;138;3585686;8;20110801 02:16;;15;31;CAMPSIE ST;CAMPSIE;2194;249;M;20100424;20110712;760000;;R;RESIDENCE;15;;;0;AG373587;
C;138;3585686;8;20110801 02:16;15/SP85540;
D;138;3585686;8;20110801 02:16;P;;;;;;
D;138;3585686;8;20110801 02:16;P;;;;;;
D;138;3585686;8;20110801 02:16;V;;;;;;
B;138;1401497;9;20110801 02:16;;;80;AUGUSTA ST;PUNCHBOWL;2196;499.5;M;20110607;20110719;360000;A;R;RESIDENCE;;AP;;0;AG385871;
C;138;1401497;9;20110801 02:16;27/16589;
D;138;1401497;9;20110801 02:16;P;;;;;;
D;138;1401497;9;20110801 02:16;P;;;;;;
D;138;1401497;9;20110801 02:16;V;;;;;;
D;138;1401497;9;20110801 02:16;V;;;;;;
B;138;1412322;10;20110801 02:16;;1;58;DENMAN AVE;WILEY PARK;2195;;;20110601;20110713;275000;;3;;1;;;0;AG377261;
C;138;1412322;10;20110801 02:16;1/SP7211;
D;138;1412322;10;20110801 02:16;P;;;;;;
D;138;1412322;10;20110801 02:16;V;;;;;;
D;138;1412322;10;20110801 02:16;V;;;;;;
B;138;1409933;11;20110801 02:16;;1;56;CLISSOLD PDE;CAMPSIE;2194;;;20110607;20110719;320000;;R;RESIDENCE;1;;;0;AG390005;
C;138;1409933;11;20110801 02:16;1/SP40857;
D;138;1409933;11;20110801 02:16;P;;;;;;
D;138;1409933;11;20110801 02:16;V;;;;;;
D;138;1409933;11;20110801 02:16;V;;;;;;
B;138;1418145;12;20110801 02:16;;;70;FREDERICK ST;CAMPSIE;2194;335.1;M;20110521;20110720;697500;A;R;RESIDENCE;;MB;;0;AG387002;
C;138;1418145;12;20110801 02:16;1/332762;
D;138;1418145;12;20110801 02:16;P;;;;;;
D;138;1418145;12;20110801 02:16;V;;;;;;
B;138;1402293;13;20110801 02:16;;;55;BAYVIEW AVE;EARLWOOD;2206;442.6;M;20110606;20110714;1010000;A;R;RESIDENCE;;XD;;0;AG379868;
C;138;1402293;13;20110801 02:16;A/364779;
D;138;1402293;13;20110801 02:16;P;;;;;;
D;138;1402293;13;20110801 02:16;V;;;;;;
B;138;1407866;14;20110801 02:16;;;1390;CANTERBURY RD;PUNCHBOWL;2196;392;M;20110622;20110718;490000;B;R;RESIDENCE;;BZ;;0;AG380544;
C;138;1407866;14;20110801 02:16;12/12350;
D;138;1407866;14;20110801 02:16;P;;;;;;
D;138;1407866;14;20110801 02:16;V;;;;;;
B;138;1415767;15;20110801 02:16;;7;52;FAIRMOUNT ST;LAKEMBA;2195;;;20110606;20110718;240000;;R;RESIDENCE;7;;;0;AG387243;
C;138;1415767;15;20110801 02:16;7/SP7151;
D;138;1415767;15;20110801 02:16;P;;;;;;
D;138;1415767;15;20110801 02:16;V;;;;;;
B;138;1423882;16;20110801 02:16;;;7;JONES AVE;KINGSGROVE;2208;550.1;M;20110608;20110718;620000;A;R;RESIDENCE;;XK;;0;AG383692;
C;138;1423882;16;20110801 02:16;16/27079;
D;138;1423882;16;20110801 02:16;P;;;;;;
D;138;1423882;16;20110801 02:16;P;;;;;;
D;138;1423882;16;20110801 02:16;V;;;;;;
B;138;1402821;17;20110801 02:16;;;234;BEAMISH ST;CAMPSIE;2194;444.1;M;20110614;20110712;3080000;B;3;SHOP;;BA;;0;AG367866;
C;138;1402821;17;20110801 02:16;31/773688;
D;138;1402821;17;20110801 02:16;P;;;;;;
D;138;1402821;17;20110801 02:16;V;;;;;;
B;138;1405486;18;20110801 02:16;;;56;BROADWAY;PUNCHBOWL;2196;453.81;M;20110623;20110718;540000;A;R;RESIDENCE;;XN;;0;AG381803;
C;138;1405486;18;20110801 02:16;34A/103700;
D;138;1405486;18;20110801 02:16;P;;;;;;
D;138;1405486;18;20110801 02:16;P;;;;;;
D;138;1405486;18;20110801 02:16;V;;;;;;
D;138;1405486;18;20110801 02:16;V;;;;;;
B;138;1426383;19;20110801 02:16;;2;275;LAKEMBA ST;LAKEMBA;2195;;;20110505;20110623;150000;;R;RESIDENCE;2;;;0;AG382937;
C;138;1426383;19;20110801 02:16;2/SP49085;
D;138;1426383;19;20110801 02:16;P;;;;;;
D;138;1426383;19;20110801 02:16;V;;;;;;
D;138;1426383;19;20110801 02:16;V;;;;;;
D;138;1426383;19;20110801 02:16;V;;;;;;
B;138;1419553;20;20110801 02:16;;9;67;GRAHAM RD;NARWEE;2209;;;20110608;20110715;469000;;R;RESIDENCE;9;;;0;AG379294;
C;138;1419553;20;20110801 02:16;9/SP47632;
D;138;1419553;20;20110801 02:16;P;;;;;;
D;138;1419553;20;20110801 02:16;P;;;;;;
D;138;1419553;20;20110801 02:16;V;;;;;;
D;138;1419553;20;20110801 02:16;V;;;;;;
B;138;1417040;21;20110801 02:16;;;20;FLINDERS RD;EARLWOOD;2206;588.1;M;20110604;20110718;800000;A;V;VACANT LAND;;XD;;0;AG384125;
C;138;1417040;21;20110801 02:16;12/4402;
D;138;1417040;21;20110801 02:16;P;;;;;;
D;138;1417040;21;20110801 02:16;P;;;;;;
D;138;1417040;21;20110801 02:16;V;;;;;;
B;138;1425791;22;20110801 02:16;;12;2;KNOX ST;BELMORE;2192;;;20110527;20110715;209000;;3;COMMERCIAL;12;;;0;AG381338;
C;138;1425791;22;20110801 02:16;12/SP6857;
D;138;1425791;22;20110801 02:16;P;;;;;;
D;138;1425791;22;20110801 02:16;V;;;;;;
D;138;1425791;22;20110801 02:16;V;;;;;;
B;138;1425364;23;20110801 02:16;;;397;KING GEORGES RD;BEVERLY HILLS;2209;430;M;20110603;20110715;499000;A;R;RESIDENCE;;MR;;0;AG379286;
C;138;1425364;23;20110801 02:16;8/18704;
D;138;1425364;23;20110801 02:16;P;;;;;;
D;138;1425364;23;20110801 02:16;V;;;;;;
D;138;1425364;23;20110801 02:16;V;;;;;;
B;138;1430862;24;20110801 02:16;;;14;MODERN AVE;CANTERBURY;2193;600.22;M;20110604;20110715;810000;A;R;RESIDENCE;;AK;;0;AG382842;
C;138;1430862;24;20110801 02:16;11/15767;
D;138;1430862;24;20110801 02:16;P;;;;;;
D;138;1430862;24;20110801 02:16;P;;;;;;
D;138;1430862;24;20110801 02:16;V;;;;;;
D;138;1430862;24;20110801 02:16;V;;;;;;
B;138;1444414;25;20110801 02:16;;;4;WALLACE AVE;HURLSTONE PARK;2193;446.08;M;20110603;20110715;879000;A;R;RESIDENCE;;XC;;0;AG382090;
C;138;1444414;25;20110801 02:16;5/7566;
D;138;1444414;25;20110801 02:16;P;;;;;;
D;138;1444414;25;20110801 02:16;P;;;;;;
D;138;1444414;25;20110801 02:16;V;;;;;;
B;138;1431025;26;20110801 02:16;;;70;MOORE ST;CAMPSIE;2194;223.14;M;20110531;20110712;690500;A;R;RESIDENCE;;MB;;0;AG374849;
C;138;1431025;26;20110801 02:16;19/3128;
D;138;1431025;26;20110801 02:16;P;;;;;;
D;138;1431025;26;20110801 02:16;P;;;;;;
D;138;1431025;26;20110801 02:16;V;;;;;;
D;138;1431025;26;20110801 02:16;V;;;;;;
B;138;1444520;27;20110801 02:16;;5;72;WANGEE RD;LAKEMBA;2195;;;20110504;20110504;15000;;3;CARSPACE;10;;;0;AG370566;
C;138;1444520;27;20110801 02:16;10/SP6281;
D;138;1444520;27;20110801 02:16;P;;;;;;
D;138;1444520;27;20110801 02:16;V;;;;;;
B;138;1444549;28;20110801 02:16;;8;82;WANGEE RD;LAKEMBA;2195;;;20110514;20110711;265000;;R;RESIDENCE;8;;;0;AG372109;
C;138;1444549;28;20110801 02:16;8/SP41025;
D;138;1444549;28;20110801 02:16;P;;;;;;
D;138;1444549;28;20110801 02:16;V;;;;;;
B;138;1428524;29;20110801 02:16;;15;19;MACDONALD ST;LAKEMBA;2195;;;20110521;20110704;341000;;R;RESIDENCE;15;;;0;AG375555;
C;138;1428524;29;20110801 02:16;15/SP6889;
D;138;1428524;29;20110801 02:16;P;;;;;;
D;138;1428524;29;20110801 02:16;V;;;;;;
