A;RTSALEDATA;210;20250609 01:17;VALNET;
B;210;2085200;1;20250609 01:17;;6;2;EASTBOURNE RD;DARLING POINT;2027;94;M;20250524;20250605;1900000;;R;RESIDENCE;6;;;0;AV122384;
C;210;2085200;1;20250609 01:17;6/SP4781;
D;210;2085200;1;20250609 01:17;P;;;;;;
D;210;2085200;1;20250609 01:17;P;;;;;;
D;210;2085200;1;20250609 01:17;V;;;;;;
B;210;2095784;2;20250609 01:17;;1;131;NEW SOUTH HEAD RD;VAUCLUSE;2030;101;M;20250502;20250605;1072000;;R;RESIDENCE;1;;;0;AV123278;
C;210;2095784;2;20250609 01:17;1/SP19440;
D;210;2095784;2;20250609 01:17;P;;;;;;
D;210;2095784;2;20250609 01:17;V;;;;;;
D;210;2095784;2;20250609 01:17;V;;;;;;
B;210;2085200;3;20250609 01:17;;6;2;EASTBOURNE RD;DARLING POINT;2027;15.9;M;20250524;20250605;1900000;;R;RESIDENCE;93;;;0;AV122384;
C;210;2085200;3;20250609 01:17;93/SP4781;
D;210;2085200;3;20250609 01:17;P;;;;;;
D;210;2085200;3;20250609 01:17;P;;;;;;
D;210;2085200;3;20250609 01:17;V;;;;;;
B;210;2096253;4;20250609 01:17;;6;19;OCEAN AVE;DOUBLE BAY;2028;104;M;20250321;20250530;1700000;;R;RESIDENCE;6;;;0;AV107220;
C;210;2096253;4;20250609 01:17;6/SP9605;
D;210;2096253;4;20250609 01:17;P;;;;;;
D;210;2096253;4;20250609 01:17;P;;;;;;
D;210;2096253;4;20250609 01:17;V;;;;;;
B;210;2101502;5;20250609 01:17;;13 C;5;THORNTON ST;DARLING POINT;2027;144;M;20250314;20250603;5250000;;R;RESIDENCE;38;;;0;AV115009;
C;210;2101502;5;20250609 01:17;38/SP4428;
D;210;2101502;5;20250609 01:17;P;;;;;;
D;210;2101502;5;20250609 01:17;V;;;;;;
D;210;2101502;5;20250609 01:17;V;;;;;;
B;210;2091051;6;20250609 01:17;;6;9;GINAHGULLA RD;BELLEVUE HILL;2023;;;20250307;20250605;3700000;;R;RESIDENCE;6;;;0;AV122365;
C;210;2091051;6;20250609 01:17;6/SP208;
D;210;2091051;6;20250609 01:17;P;;;;;;
D;210;2091051;6;20250609 01:17;V;;;;;;
D;210;2091051;6;20250609 01:17;V;;;;;;
B;210;2088607;7;20250609 01:17;;3;51;GLENVIEW ST;PADDINGTON;2021;27.2;M;20250424;20250605;440000;;R;RESIDENCE;3;;;0;AV122649;
C;210;2088607;7;20250609 01:17;3/SP1314;
D;210;2088607;7;20250609 01:17;P;;;;;;
D;210;2088607;7;20250609 01:17;V;;;;;;
B;210;2093966;8;20250609 01:17;;11;668;NEW SOUTH HEAD RD;ROSE BAY;2029;70;M;20250602;20250602;1155000;;R;RESIDENCE;11;;;0;AV114406;
C;210;2093966;8;20250609 01:17;11/SP54275;
D;210;2093966;8;20250609 01:17;P;;;;;;
D;210;2093966;8;20250609 01:17;V;;;;;;
B;210;2094562;9;20250609 01:17;;7;2 B;DARLING POINT RD;DARLING POINT;2027;49;M;20250417;20250605;700000;;R;RESIDENCE;7;;;0;AV124998;
C;210;2094562;9;20250609 01:17;7/SP42657;
D;210;2094562;9;20250609 01:17;P;;;;;;
D;210;2094562;9;20250609 01:17;V;;;;;;
B;210;2102515;10;20250609 01:17;;;5 A;VAUCLUSE RD;VAUCLUSE;2030;626;M;20240530;20250530;17300000;R2;R;RESIDENCE;;ALV;;0;AV110617;
C;210;2102515;10;20250609 01:17;X/403176;
D;210;2102515;10;20250609 01:17;P;;;;;;
D;210;2102515;10;20250609 01:17;V;;;;;;
D;210;2102515;10;20250609 01:17;V;;;;;;
B;210;2078859;11;20250609 01:17;;8;22;BALFOUR RD;ROSE BAY;2029;79;M;20250415;20250604;1375000;;R;RESIDENCE;8;;;0;AV120758;
C;210;2078859;11;20250609 01:17;8/SP12045;
D;210;2078859;11;20250609 01:17;P;;;;;;
D;210;2078859;11;20250609 01:17;V;;;;;;
D;210;2078859;11;20250609 01:17;V;;;;;;
B;210;2084257;12;20250609 01:17;;;28;DARLING POINT RD;DARLING POINT;2027;1024;M;20250226;20250530;23000000;R3;R;RESIDENCE;;AMD;;0;AV108573;
C;210;2084257;12;20250609 01:17;A/380659;
D;210;2084257;12;20250609 01:17;P;;;;;;
D;210;2084257;12;20250609 01:17;P;;;;;;
D;210;2084257;12;20250609 01:17;V;;;;;;
D;210;2084257;12;20250609 01:17;V;;;;;;
B;210;3105850;13;20250609 01:17;;10;157;VICTORIA RD;BELLEVUE HILL;2023;;;20250422;20250603;1715000;;R;RESIDENCE;10;;;0;AV115834;
C;210;3105850;13;20250609 01:17;10/SP13522;
D;210;3105850;13;20250609 01:17;P;;;;;;
D;210;3105850;13;20250609 01:17;V;;;;;;
B;210;3105850;14;20250609 01:17;;10;157;VICTORIA RD;BELLEVUE HILL;2023;;;20250422;20250603;1715000;;R;RESIDENCE;22;;;0;AV115834;
C;210;3105850;14;20250609 01:17;22/SP13522;
D;210;3105850;14;20250609 01:17;P;;;;;;
D;210;3105850;14;20250609 01:17;V;;;;;;
B;210;2084311;15;20250609 01:17;;13;2 A;DARLING POINT RD;DARLING POINT;2027;79.9;M;20250422;20250603;1070700;;R;RESIDENCE;13;;;0;AV115123;
C;210;2084311;15;20250609 01:17;13/SP3819;
D;210;2084311;15;20250609 01:17;P;;;;;;
D;210;2084311;15;20250609 01:17;V;;;;;;
D;210;2084311;15;20250609 01:17;V;;;;;;
B;210;2087070;16;20250609 01:17;;3;42;FAIRFAX RD;BELLEVUE HILL;2023;147;M;20250327;20250605;2200000;;R;RESIDENCE;3;;;0;AV123584;
C;210;2087070;16;20250609 01:17;3/SP349;
D;210;2087070;16;20250609 01:17;P;;;;;;
D;210;2087070;16;20250609 01:17;P;;;;;;
D;210;2087070;16;20250609 01:17;V;;;;;;
B;210;2087070;17;20250609 01:17;;3;42;FAIRFAX RD;BELLEVUE HILL;2023;12;M;20250327;20250605;2200000;;R;RESIDENCE;9;;;0;AV123584;
C;210;2087070;17;20250609 01:17;9/SP349;
D;210;2087070;17;20250609 01:17;P;;;;;;
D;210;2087070;17;20250609 01:17;P;;;;;;
D;210;2087070;17;20250609 01:17;V;;;;;;
B;210;2100305;18;20250609 01:17;;3;32;SPENCER ST;ROSE BAY;2029;103;M;20250311;20250605;1855000;;R;RESIDENCE;3;;;0;AV123161;
C;210;2100305;18;20250609 01:17;3/SP56768;
D;210;2100305;18;20250609 01:17;P;;;;;;
D;210;2100305;18;20250609 01:17;P;;;;;;
D;210;2100305;18;20250609 01:17;V;;;;;;
D;210;2100305;18;20250609 01:17;V;;;;;;
B;210;3502688;19;20250609 01:17;;1;2;MARATHON RD;DARLING POINT;2027;;;20250403;20250530;1050000;;R;RESIDENCE;1;;;0;AV107998;
C;210;3502688;19;20250609 01:17;1/SP83343;
D;210;3502688;19;20250609 01:17;P;;;;;;
D;210;3502688;19;20250609 01:17;P;;;;;;
D;210;3502688;19;20250609 01:17;V;;;;;;
B;210;2092811;20;20250609 01:17;;;23;MONCUR ST;WOOLLAHRA;2025;183.4;M;20250401;20250602;5800000;R2;R;RESIDENCE;;ALO;;0;AV112619;
C;210;2092811;20;20250609 01:17;11/441540;
D;210;2092811;20;20250609 01:17;P;;;;;;
D;210;2092811;20;20250609 01:17;V;;;;;;
B;210;4614377;21;20250609 01:17;;;;NEW SOUTH HEAD RD;ROSE BAY;2029;969;M;20250319;20250529;14891250;R3;R;RESIDENCE;;AMB;;0;AV103561;
C;210;4614377;21;20250609 01:17;12/1314973;
D;210;4614377;21;20250609 01:17;P;;;;;;
D;210;4614377;21;20250609 01:17;V;;;;;;
B;210;4602807;22;20250609 01:17;;3;598;OLD SOUTH HEAD RD;ROSE BAY;2029;171;M;20250523;20250530;5300000;;R;RESIDENCE;3;;;0;AV110815;
C;210;4602807;22;20250609 01:17;3/SP108648;
D;210;4602807;22;20250609 01:17;P;;;;;;
D;210;4602807;22;20250609 01:17;V;;;;;;
B;210;3177067;23;20250609 01:17;;11;494;OLD SOUTH HEAD RD;ROSE BAY;2029;;;20250228;20250530;1950000;;R;RESIDENCE;11;;;0;AV109920;
C;210;3177067;23;20250609 01:17;11/SP75026;
D;210;3177067;23;20250609 01:17;P;;;;;;
D;210;3177067;23;20250609 01:17;V;;;;;;
B;210;3741708;24;20250609 01:17;;;3 A;CARTHONA AVE;DARLING POINT;2027;213.3;M;20250519;20250602;19500000;R2;R;RESIDENCE;;ALW;;0;AV113143;
C;210;3741708;24;20250609 01:17;10/838544 Domestic Waterfront Occupancy 3100;
D;210;3741708;24;20250609 01:17;P;;;;;;
D;210;3741708;24;20250609 01:17;V;;;;;;
D;210;3741708;24;20250609 01:17;V;;;;;;
B;210;2831266;25;20250609 01:17;;304;357;GLENMORE RD;PADDINGTON;2021;122;M;20250204;20250604;2000000;;R;RESIDENCE;17;;;0;AV120787;
C;210;2831266;25;20250609 01:17;17/SP65708;
D;210;2831266;25;20250609 01:17;P;;;;;;
D;210;2831266;25;20250609 01:17;V;;;;;;
Z;119;25;25;67;
