A;061;20030501 12:39;PBARBER;
B;061;533548;1;20030501 12:39;;;;ACACIA PL;JUNEE;2663;751.9;M;20030210;20030330;90000;Z;R;RESIDENCE;;ZC;;;9515123;
C;061;533548;1;20030501 12:39;4//245963;
D;061;533548;1;20030501 12:39;P;;;;;;
D;061;533548;1;20030501 12:39;V;;;;;;
D;061;533548;1;20030501 12:39;V;;;;;;
B;061;533715;2;20030501 12:39;;;4;BROADWAY ST;JUNEE;2663;367.8;M;20030306;20030331;24000;Z;R;RESIDENCE;;ZA;;;9526464;
C;061;533715;2;20030501 12:39;5//810122;
D;061;533715;2;20030501 12:39;P;;;;;;
D;061;533715;2;20030501 12:39;V;;;;;;
B;061;534054;3;20030501 12:39;;;;FITZROY ST;JUNEE;2663;686;M;20030217;20030403;6000;Z;V;VACANT LAND;;ZF;;;9542201;
C;061;534054;3;20030501 12:39;2/6/1612;
D;061;534054;3;20030501 12:39;P;;;;;;
D;061;534054;3;20030501 12:39;P;;;;;;
D;061;534054;3;20030501 12:39;V;;;;;;
B;061;534082;4;20030501 12:39;;;17;FLORENCE ST;JUNEE;2663;866.3;M;20030218;20030321;55000;Z;R;RESIDENCE;;ZC;;;9514072;
C;061;534082;4;20030501 12:39;22/6/10921;
D;061;534082;4;20030501 12:39;P;;;;;;
D;061;534082;4;20030501 12:39;V;;;;;;
D;061;534082;4;20030501 12:39;V;;;;;;
B;061;534975;5;20030501 12:39;;;56;REGENT ST;JUNEE;2663;;;20030221;20030328;88000;Z;R;RESIDENCE;;ZE;;;9533953;
C;061;534975;5;20030501 12:39;13, 14/3/2445;
D;061;534975;5;20030501 12:39;P;;;;;;
D;061;534975;5;20030501 12:39;P;;;;;;
D;061;534975;5;20030501 12:39;V;;;;;;
B;061;2818689;6;20030501 12:39;;;;LORNE ST;JUNEE;2663;5129;M;20021216;20030128;20000;Z;V;VACANT LAND;;ZH;;;9423837;
C;061;2818689;6;20030501 12:39;4//837387 SRA REF: 010361;
D;061;2818689;6;20030501 12:39;P;;;;;;
D;061;2818689;6;20030501 12:39;V;;;;;;
Z;30;6;6;16;
