A;195;20030501 12:47;PBARBER;
B;195;1871862;1;20030501 12:47;;;;BECTIVE LANE;SOMERTON;2340;182.3;H;20020218;20020324;320000;R;R;RESIDENCE;;RA;;;9539013;
C;195;1871862;1;20030501 12:47;163//755319;
D;195;1871862;1;20030501 12:47;P;;;;;;
D;195;1871862;1;20030501 12:47;P;;;;;;
D;195;1871862;1;20030501 12:47;V;;;;;;
B;195;1872290;2;20030501 12:47;;;;PH BURDEKIN;TAMWORTH;2340;1.338;H;20030326;20030411;108000;R;R;RESIDENCE;;FG;;;9538629;
C;195;1872290;2;20030501 12:47;11//706592;
D;195;1872290;2;20030501 12:47;P;;;;;;
D;195;1872290;2;20030501 12:47;V;;;;;;
B;195;1873919;3;20030501 12:47;;;;PH LOOMBERAH;LOOMBERAH;2340;2.361;H;20030211;20030307;268000;R;R;RESIDENCE;;FL;;;9539569;
C;195;1873919;3;20030501 12:47;25//707803;
D;195;1873919;3;20030501 12:47;P;;;;;;
D;195;1873919;3;20030501 12:47;P;;;;;;
D;195;1873919;3;20030501 12:47;V;;;;;;
B;195;1874041;4;20030501 12:47;;;;PH MOONBI;MOONBI;2353;6.348;H;20020502;20020712;170000;R;R;RESIDENCE;;FT;;;9531737;
C;195;1874041;4;20030501 12:47;277//753841;
D;195;1874041;4;20030501 12:47;P;;;;;;
D;195;1874041;4;20030501 12:47;P;;;;;;
D;195;1874041;4;20030501 12:47;V;;;;;;
B;195;1874519;5;20030501 12:47;;;119;DENMAN AVE;KOOTINGAL;2352;1013;M;20030204;20030227;95000;Z;R;RESIDENCE;;ZK;;;9522039;
C;195;1874519;5;20030501 12:47;23//259863;
D;195;1874519;5;20030501 12:47;P;;;;;;
D;195;1874519;5;20030501 12:47;V;;;;;;
B;195;1874656;6;20030501 12:47;;;11;IRVINE ST;KOOTINGAL;2352;2023;M;20030327;20030404;80000;Z;R;RESIDENCE;;ZK;;;9532942;
C;195;1874656;6;20030501 12:47;37//18807;
D;195;1874656;6;20030501 12:47;P;;;;;;
D;195;1874656;6;20030501 12:47;P;;;;;;
D;195;1874656;6;20030501 12:47;V;;;;;;
B;195;1874869;7;20030501 12:47;;;18;SUSAN ST;KOOTINGAL;2352;744;M;20030206;20030313;130000;Z;R;RESIDENCE;;ZK;;;9530784;
C;195;1874869;7;20030501 12:47;13//246595;
D;195;1874869;7;20030501 12:47;P;;;;;;
D;195;1874869;7;20030501 12:47;P;;;;;;
D;195;1874869;7;20030501 12:47;V;;;;;;
B;195;1875336;8;20030501 12:47;;;;PH NEMINGHA;TAMWORTH;2340;2.023;H;20030404;20030411;150000;R;R;RESIDENCE;;FB;;;9537381;
C;195;1875336;8;20030501 12:47;1//226801;
D;195;1875336;8;20030501 12:47;P;;;;;;
D;195;1875336;8;20030501 12:47;P;;;;;;
D;195;1875336;8;20030501 12:47;V;;;;;;
B;195;1875491;9;20030501 12:47;;;;WOODSIDE CHASE;KOOTINGAL;2352;2.006;H;20030303;20030414;195000;R;R;RESIDENCE;;FB;;;9540936;
C;195;1875491;9;20030501 12:47;24//732423;
D;195;1875491;9;20030501 12:47;P;;;;;;
D;195;1875491;9;20030501 12:47;V;;;;;;
D;195;1875491;9;20030501 12:47;V;;;;;;
B;195;1876651;10;20030501 12:47;;;;PH TURI;TAMWORTH;2340;71;H;20030129;20030317;460000;R;3;RURAL PROP;;HC;;;9517665;
C;195;1876651;10;20030501 12:47;1//807488 1//822502;
D;195;1876651;10;20030501 12:47;P;;;;;;
D;195;1876651;10;20030501 12:47;V;;;;;;
B;195;1876664;11;20030501 12:47;;;;PH TURI;TAMWORTH;2340;255;H;20020129;20030317;580000;R;R;RESIDENCE;;RA;;;9517566;
C;195;1876664;11;20030501 12:47;5//835985;
D;195;1876664;11;20030501 12:47;P;;;;;;
D;195;1876664;11;20030501 12:47;P;;;;;;
D;195;1876664;11;20030501 12:47;V;;;;;;
B;195;1877079;12;20030501 12:47;;;;STEPHENS RD;HALLSVILLE;2340;2.047;H;20030312;20030331;207000;R;R;RESIDENCE;;FW;;;9518337;
C;195;1877079;12;20030501 12:47;13//246721;
D;195;1877079;12;20030501 12:47;P;;;;;;
D;195;1877079;12;20030501 12:47;V;;;;;;
B;195;2951355;13;20030501 12:47;"DUNREATH";;;NEMINGHA-MARSDEN PARK RD;CALALA;2340;40.19;H;20020626;20020716;129000;R;V;VACANT LAND;;HC;;;9540725;
