A;232;20030516 12:02;PDANN;
B;232;2610536;1;20030516 12:02;;;;BOURKE ST;GIRILAMBONE;2831;3035.1;M;20030430;20030430;66666;Z;3;;;ZB;;;9564763;
C;232;2610536;1;20030516 12:02;1, 2/21/758441;
D;232;2610536;1;20030516 12:02;P;;;;;;
D;232;2610536;1;20030516 12:02;V;;;;;;
D;232;2610536;1;20030516 12:02;V;;;;;;
D;232;2610536;1;20030516 12:02;V;;;;;;
B;232;2611003;2;20030516 12:02;;;94;COBAR ST;NYNGAN;2825;842.9;M;20030205;20030306;35000;A;R;RESIDENCE;;XK;;;9594171;
C;232;2611003;2;20030516 12:02;1//349935;
D;232;2611003;2;20030516 12:02;P;;;;;;
D;232;2611003;2;20030516 12:02;V;;;;;;
D;232;2611003;2;20030516 12:02;V;;;;;;
B;232;2611319;3;20030516 12:02;;;64;NYMAGEE ST;NYNGAN;2825;;;20030217;20030331;110000;B;3;FORMER HOTEL;;XB;;;9579012;
C;232;2611319;3;20030516 12:02;1//33726;
D;232;2611319;3;20030516 12:02;P;;;;;;
D;232;2611319;3;20030516 12:02;V;;;;;;
D;232;2611319;3;20030516 12:02;V;;;;;;
B;232;2917791;4;20030516 12:02;;;;MITCHELL HIGHWAY;COOLABAH;2831;3887.9;H;20030205;20030327;140000;R;3;FARM/RURAL;;GA;;;9580868;
C;232;2917791;4;20030516 12:02;3, 4, 6//751345 Conditional Lease 18/2 Conditional Lease 15/17;
D;232;2917791;4;20030516 12:02;P;;;;;;
D;232;2917791;4;20030516 12:02;P;;;;;;
D;232;2917791;4;20030516 12:02;V;;;;;;
D;232;2917791;4;20030516 12:02;V;;;;;;
Z;24;4;4;14;
