A;RTSALEDATA;538;20250526 01:22;VALNET;
B;538;2691299;1;20250526 01:22;;;77;HAIG ST;TEMORA;2666;1283;M;20250417;20250522;510000;R1;R;RESIDENCE;;CNT;;0;AV83814;
C;538;2691299;1;20250526 01:22;2/263327;
D;538;2691299;1;20250526 01:22;P;;;;;;
D;538;2691299;1;20250526 01:22;P;;;;;;
D;538;2691299;1;20250526 01:22;V;;;;;;
D;538;2691299;1;20250526 01:22;V;;;;;;
B;538;3289864;2;20250526 01:22;;6;172;CROWLEY ST;TEMORA;2666;228;M;20250410;20250522;352500;MU1;R;RESIDENCE;;MXU;;0;AV82708;
C;538;3289864;2;20250526 01:22;9/285780;
D;538;3289864;2;20250526 01:22;P;;;;;;
D;538;3289864;2;20250526 01:22;V;;;;;;
D;538;3289864;2;20250526 01:22;V;;;;;;
D;538;3289864;2;20250526 01:22;V;;;;;;
D;538;3289864;2;20250526 01:22;V;;;;;;
D;538;3289864;2;20250526 01:22;V;;;;;;
B;538;4454832;3;20250526 01:22;;;11;KURRAWONG ST;TEMORA;2666;1.097;H;20250401;20250520;890000;R5;R;RESIDENCE;;LLT;;0;AV74439;
C;538;4454832;3;20250526 01:22;1/1289146;
D;538;4454832;3;20250526 01:22;P;;;;;;
D;538;4454832;3;20250526 01:22;P;;;;;;
D;538;4454832;3;20250526 01:22;V;;;;;;
Z;21;3;3;13;
