A;101;20030619 09:03;PDANN;
B;101;1053776;1;20030619 09:03;;;13;ALFRED ST;BOMADERRY;2541;676.6;M;20030211;20030318;135330;A;R;RESIDENCE;;EN;AC;0;9477656;
C;101;1053776;1;20030619 09:03;86//243302;
D;101;1053776;1;20030619 09:03;P;;;;;;
D;101;1053776;1;20030619 09:03;P;;;;;;
D;101;1053776;1;20030619 09:03;V;;;;;;
D;101;1053776;1;20030619 09:03;V;;;;;;
B;101;1054522;2;20030619 09:03;;;;ARGYLE ST;VINCENTIA;2540;1770;M;20021120;20030123;395000;Z;V;VACANT LAND;;MA;AV;0;9464052;
C;101;1054522;2;20030619 09:03;42//807870;
D;101;1054522;2;20030619 09:03;P;;;;;;
D;101;1054522;2;20030619 09:03;V;;;;;;
D;101;1054522;2;20030619 09:03;V;;;;;;
B;101;1054692;3;20030619 09:03;;;23;ASTERIA ST;WORRIGEE;2540;750.4;M;20030211;20030318;236000;A;R;RESIDENCE;;GJ;AC;0;9469923;
C;101;1054692;3;20030619 09:03;26//807159;
D;101;1054692;3;20030619 09:03;P;;;;;;
D;101;1054692;3;20030619 09:03;P;;;;;;
D;101;1054692;3;20030619 09:03;V;;;;;;
B;101;1056026;4;20030619 09:03;;;47;BEECROFT PDE;CURRARONG;2540;809.4;M;20030206;20030228;1300000;A;R;RESIDENCE;;JP;AC;0;9477245;
C;101;1056026;4;20030619 09:03;6//755903;
D;101;1056026;4;20030619 09:03;P;;;;;;
D;101;1056026;4;20030619 09:03;V;;;;;;
B;101;1056089;5;20030619 09:03;;;112;BELLS LANE;MEROO MEADOW;2540;21.99;H;20030117;20030312;790000;R;R;RESIDENCE;;QN;RR;0;9477315;
C;101;1056089;5;20030619 09:03;97//3060;
D;101;1056089;5;20030619 09:03;P;;;;;;
D;101;1056089;5;20030619 09:03;V;;;;;;
D;101;1056089;5;20030619 09:03;V;;;;;;
B;101;1056861;6;20030619 09:03;;4;12;AROO RD;ULLADULLA;2539;;;20030214;20030321;104500;;3;INDUSTRIAL;4;;XF;0;9477462;
C;101;1056861;6;20030619 09:03;4//SP 39926;
D;101;1056861;6;20030619 09:03;P;;;;;;
D;101;1056861;6;20030619 09:03;V;;;;;;
D;101;1056861;6;20030619 09:03;V;;;;;;
B;101;1057127;7;20030619 09:03;;;1180;BOLONG RD;COOLANGATTA;2535;7039;M;20030121;20030224;740000;R;R;RESIDENCE;;RX;RR;0;9463826;
C;101;1057127;7;20030619 09:03;1//657639;
D;101;1057127;7;20030619 09:03;P;;;;;;
D;101;1057127;7;20030619 09:03;V;;;;;;
D;101;1057127;7;20030619 09:03;V;;;;;;
B;101;1058050;8;20030619 09:03;;4;67;BRINAWARR ST;BOMADERRY;2541;;;20030121;20030311;174000;;3;RESIDENTUAL U;4;;XA;0;9472021;
C;101;1058050;8;20030619 09:03;4//SP 58202;
D;101;1058050;8;20030619 09:03;P;;;;;;
D;101;1058050;8;20030619 09:03;P;;;;;;
D;101;1058050;8;20030619 09:03;V;;;;;;
B;101;1058553;9;20030619 09:03;;2;12;BUCHAN ST;MOLLYMOOK;2539;;;20021105;20021210;250000;;R;RESIDENCE;2;;XA;0;9450296;
C;101;1058553;9;20030619 09:03;2//SP 12088;
D;101;1058553;9;20030619 09:03;P;;;;;;
D;101;1058553;9;20030619 09:03;V;;;;;;
D;101;1058553;9;20030619 09:03;V;;;;;;
B;101;1058836;10;20030619 09:03;;;12;BUNDEWALLAH RD;BUNDEWALLAH;2535;33.12;H;20020703;20020703;1400000;R;R;RESIDENCE;;QR;;0;9450503;
C;101;1058836;10;20030619 09:03;3//563592;
D;101;1058836;10;20030619 09:03;P;;;;;;
D;101;1058836;10;20030619 09:03;P;;;;;;
D;101;1058836;10;20030619 09:03;V;;;;;;
B;101;1059156;11;20030619 09:03;;;8;BYRON AVE;NORTH NOWRA;2541;757.9;M;20030226;20030319;223900;A;R;RESIDENCE;;FA;AC;0;9471858;
C;101;1059156;11;20030619 09:03;18//250687;
D;101;1059156;11;20030619 09:03;P;;;;;;
D;101;1059156;11;20030619 09:03;P;;;;;;
D;101;1059156;11;20030619 09:03;V;;;;;;
B;101;1059251;12;20030619 09:03;;;16;CALLALA BAY RD;CALLALA BAY;2540;684;M;20000628;20001117;345000;A;3;RES/LAND;;KA;;0;9448715;
C;101;1059251;12;20030619 09:03;103//732705;
D;101;1059251;12;20030619 09:03;P;;;;;;
D;101;1059251;12;20030619 09:03;V;;;;;;
D;101;1059251;12;20030619 09:03;V;;;;;;
B;101;1059486;13;20030619 09:03;;;40;CAMBEWARRA RD;BOMADERRY;2541;;;20030205;20030301;176000;A;R;RESIDENCE;;EX;AC;0;9477178;
C;101;1059486;13;20030619 09:03;3/5/2886;
D;101;1059486;13;20030619 09:03;P;;;;;;
D;101;1059486;13;20030619 09:03;V;;;;;;
B;101;1059750;14;20030619 09:03;;;110;CAMMARAY DR;SANCTUARY POINT;2540;704.3;M;20030212;20030319;344000;A;R;RESIDENCE;;ND;AC;0;9482737;
C;101;1059750;14;20030619 09:03;3//803714;
D;101;1059750;14;20030619 09:03;P;;;;;;
D;101;1059750;14;20030619 09:03;P;;;;;;
D;101;1059750;14;20030619 09:03;V;;;;;;
D;101;1059750;14;20030619 09:03;V;;;;;;
B;101;1060002;15;20030619 09:03;;;44;CARLTON CRES;CULBURRA BEACH;2540;638.6;M;20030131;20030310;195000;A;R;RESIDENCE;;JM;AC;0;9468886;
C;101;1060002;15;20030619 09:03;49//11892;
