A;060;20030619 08:58;PDANN;
B;060;529763;1;20030619 08:58;;;;MAIN ST;GEROGERY;2642;1024;M;20020315;20021217;51500;A;R;RESIDENCE;;BC;AC;0;9307067;
C;060;529763;1;20030619 08:58;4//913033;
D;060;529763;1;20030619 08:58;P;;;;;;
D;060;529763;1;20030619 08:58;P;;;;;;
D;060;529763;1;20030619 08:58;V;;;;;;
B;060;529888;2;20030619 08:58;;;;HOWLONG BROCKLESBY RD;BROCKLESBY;2642;532.5;H;20021017;20021022;2936109;R;3;FARM;;RB;RM;0;9304152;
C;060;529888;2;20030619 08:58;11, 12//115142 148//650333 54, 59, 147, 149, 153//753743;
D;060;529888;2;20030619 08:58;P;;;;;;
D;060;529888;2;20030619 08:58;V;;;;;;
B;060;529892;3;20030619 08:58;;;;CLOVELLY RD;BROCKLESBY;2642;129.5;H;20021017;20021022;2936109;R;3;FARM;;RD;RM;0;9304152;
C;060;529892;3;20030619 08:58;60//753743;
D;060;529892;3;20030619 08:58;P;;;;;;
D;060;529892;3;20030619 08:58;V;;;;;;
B;060;529897;4;20030619 08:58;;;;CLOVELLY RD;BROCKLESBY;2642;179.1;H;20021017;20021022;2936109;R;3;FARM;;RD;RM;0;9304152;
C;060;529897;4;20030619 08:58;114, 115, 116, 117, 118//753743 1//959250 . Enclosure Permit 14784;
D;060;529897;4;20030619 08:58;P;;;;;;
D;060;529897;4;20030619 08:58;V;;;;;;
B;060;529900;5;20030619 08:58;;;;BLOOMFIELD RD;BROCKLESBY;2642;309.1;H;20021017;20021022;2936109;R;3;FARM;;RB;RM;0;9304152;
C;060;529900;5;20030619 08:58;1//173658 105, 106, 107, 108, 109, 110, PT 164, 167, PT 168, 169, PT 1;
C;060;529900;5;20030619 08:58;70//753743 1//959251 . Enclosure Permit 14766;
D;060;529900;5;20030619 08:58;P;;;;;;
D;060;529900;5;20030619 08:58;V;;;;;;
B;060;529901;6;20030619 08:58;;;;BLOOMFIELD RD;HOWLONG;2643;81.45;H;20021017;20021022;2936109;R;3;FARM;;RD;RM;0;9304152;
C;060;529901;6;20030619 08:58;1//191767 111, 112, 113//753743 . Enclosure Permit 14770;
D;060;529901;6;20030619 08:58;P;;;;;;
D;060;529901;6;20030619 08:58;V;;;;;;
B;060;530334;7;20030619 08:58;;;127;HODDLE ST;HOWLONG;2643;2023;M;20030226;20030314;155000;A;R;RESIDENCE;;AK;;0;9476102;
C;060;530334;7;20030619 08:58;3/14/758528;
D;060;530334;7;20030619 08:58;P;;;;;;
D;060;530334;7;20030619 08:58;P;;;;;;
D;060;530334;7;20030619 08:58;V;;;;;;
D;060;530334;7;20030619 08:58;V;;;;;;
B;060;530599;8;20030619 08:58;;;41;LARMER ST;HOWLONG;2643;2023;M;20021223;20030120;123000;A;R;RESIDENCE;;AG;AC;0;9352317;
C;060;530599;8;20030619 08:58;10/13/758528;
D;060;530599;8;20030619 08:58;P;;;;;;
D;060;530599;8;20030619 08:58;V;;;;;;
B;060;530878;9;20030619 08:58;;;61;VICTORIA ST;HOWLONG;2643;2011;M;20020123;20030130;80000;A;R;RESIDENCE;;AG;AC;0;9355920;
C;060;530878;9;20030619 08:58;1/32/758528;
D;060;530878;9;20030619 08:58;P;;;;;;
D;060;530878;9;20030619 08:58;P;;;;;;
D;060;530878;9;20030619 08:58;V;;;;;;
B;060;530901;10;20030619 08:58;;;173;VICTORIA ST;HOWLONG;2643;2023;M;20021218;20030217;120000;A;R;RESIDENCE;;AL;;0;9461262;
C;060;530901;10;20030619 08:58;4/34/758528;
D;060;530901;10;20030619 08:58;P;;;;;;
D;060;530901;10;20030619 08:58;P;;;;;;
D;060;530901;10;20030619 08:58;V;;;;;;
B;060;531183;11;20030619 08:58;;;86;FALLON ST;JINDERA;2642;2023;M;20021119;20030304;199000;A;R;RESIDENCE;;AN;;0;9464710;
C;060;531183;11;20030619 08:58;4/17/758544;
D;060;531183;11;20030619 08:58;P;;;;;;
D;060;531183;11;20030619 08:58;P;;;;;;
D;060;531183;11;20030619 08:58;V;;;;;;
B;060;531185;12;20030619 08:58;;;123;CREEK ST;JINDERA;2642;1003;M;20020805;20021009;118000;A;R;RESIDENCE;;AN;AC;0;9345117;
C;060;531185;12;20030619 08:58;51//575402;
D;060;531185;12;20030619 08:58;P;;;;;;
D;060;531185;12;20030619 08:58;P;;;;;;
D;060;531185;12;20030619 08:58;V;;;;;;
D;060;531185;12;20030619 08:58;V;;;;;;
B;060;531545;13;20030619 08:58;;;;LAKEVIEW DR;TABLE TOP;2640;6915;M;20030205;20030219;272000;R;R;RESIDENCE;;HA;;0;9467475;
C;060;531545;13;20030619 08:58;9//825754;
D;060;531545;13;20030619 08:58;P;;;;;;
D;060;531545;13;20030619 08:58;P;;;;;;
D;060;531545;13;20030619 08:58;V;;;;;;
D;060;531545;13;20030619 08:58;V;;;;;;
B;060;531753;14;20030619 08:58;;;;PH JINDERA FUNKS ROAD;JINDERA;2642;2;H;20021105;20021213;320000;R;R;RESIDENCE;;HA;RR;0;9352787;
C;060;531753;14;20030619 08:58;26//800500;
D;060;531753;14;20030619 08:58;P;;;;;;
D;060;531753;14;20030619 08:58;P;;;;;;
D;060;531753;14;20030619 08:58;V;;;;;;
D;060;531753;14;20030619 08:58;V;;;;;;
B;060;532104;15;20030619 08:58;;;12;BENNETT RD;THURGOONA;2640;8081;M;20021106;20021120;315000;A;R;RESIDENCE;;BA;AC;0;9341364;
C;060;532104;15;20030619 08:58;24//738074;
D;060;532104;15;20030619 08:58;P;;;;;;
D;060;532104;15;20030619 08:58;P;;;;;;
D;060;532104;15;20030619 08:58;V;;;;;;
D;060;532104;15;20030619 08:58;V;;;;;;
B;060;532110;16;20030619 08:58;;;50;BENNETT RD;THURGOONA;2640;1.252;H;20021025;20030121;270000;A;R;RESIDENCE;;BA;AC;0;9360931;
C;060;532110;16;20030619 08:58;47//775378;
D;060;532110;16;20030619 08:58;P;;;;;;
D;060;532110;16;20030619 08:58;P;;;;;;
D;060;532110;16;20030619 08:58;V;;;;;;
B;060;532304;17;20030619 08:58;;;2;ROSBOROUGH CT;THURGOONA;2640;7658;M;20021205;20030312;415000;A;R;RESIDENCE;;BA;;0;9468063;
C;060;532304;17;20030619 08:58;97//811918;
D;060;532304;17;20030619 08:58;P;;;;;;
D;060;532304;17;20030619 08:58;P;;;;;;
D;060;532304;17;20030619 08:58;V;;;;;;
D;060;532304;17;20030619 08:58;V;;;;;;
B;060;2892166;18;20030619 08:58;;;;LOBBE RD;THURGOONA;2640;4218;M;20030203;20030218;78000;A;R;RESIDENCE;;BA;;0;9455681;
C;060;2892166;18;20030619 08:58;156//1038474;
D;060;2892166;18;20030619 08:58;P;;;;;;
D;060;2892166;18;20030619 08:58;P;;;;;;
D;060;2892166;18;20030619 08:58;V;;;;;;
B;060;2932413;19;20030619 08:58;;;54;ADAMS ST;JINDERA;2642;3390;M;20030203;20030305;56500;A;V;VACANT LAND;;AR;;0;9453002;
C;060;2932413;19;20030619 08:58;50//1044367;
D;060;2932413;19;20030619 08:58;P;;;;;;
D;060;2932413;19;20030619 08:58;P;;;;;;
D;060;2932413;19;20030619 08:58;V;;;;;;
D;060;2932413;19;20030619 08:58;V;;;;;;
B;060;2950399;20;20030619 08:58;;;;TYNAN RD;JINDERA;2642;2;H;20020719;20030304;67500;R;V;VACANT LAND;;HA;;0;9452072;
C;060;2950399;20;20030619 08:58;1//1046796;
D;060;2950399;20;20030619 08:58;P;;;;;;
D;060;2950399;20;20030619 08:58;V;;;;;;
B;060;2966537;21;20030619 08:58;;;;TOWNSEND ST;HOWLONG;2643;933;M;20030117;20030314;134150;A;R;RESIDENCE;;AA;;0;9465755;
C;060;2966537;21;20030619 08:58;2//1048623;
D;060;2966537;21;20030619 08:58;P;;;;;;
D;060;2966537;21;20030619 08:58;P;;;;;;
D;060;2966537;21;20030619 08:58;V;;;;;;
B;060;2972635;22;20030619 08:58;;;;JINDERA-WALLA WALLA RD;JINDERA;2642;2.402;H;20030107;20030313;78000;R;V;VACANT LAND;;HA;;0;9465760;
C;060;2972635;22;20030619 08:58;3//1049764;
D;060;2972635;22;20030619 08:58;P;;;;;;
D;060;2972635;22;20030619 08:58;P;;;;;;
D;060;2972635;22;20030619 08:58;V;;;;;;
D;060;2972635;22;20030619 08:58;V;;;;;;
