A;RTSALEDATA;528;20250324 01:08;VALNET;
B;528;4219163;1;20250324 01:08;;;;LAGOONS RD;BINALONG;2584;114.3;H;20250212;20250306;1270000;RU1;3;FARM;;RFA;;0;AU873432;
C;528;4219163;1;20250324 01:08;4/1250187;
D;528;4219163;1;20250324 01:08;P;;;;;;
D;528;4219163;1;20250324 01:08;V;;;;;;
B;528;4518839;2;20250324 01:08;;;15;COEN ST;YASS;2582;1133;M;20250131;20250314;335000;R1;V;VACANT LAND;;RY6;;0;AU894208;
C;528;4518839;2;20250324 01:08;398/1256519;
D;528;4518839;2;20250324 01:08;P;;;;;;
D;528;4518839;2;20250324 01:08;V;;;;;;
D;528;4518839;2;20250324 01:08;V;;;;;;
B;528;4546192;3;20250324 01:08;;;8;BLAKELYS CL;SUTTON;2620;5054;M;20250211;20250314;750000;RU5;R;RESIDENCE;;VST;;0;AU894697;
C;528;4546192;3;20250324 01:08;9/271494;
D;528;4546192;3;20250324 01:08;P;;;;;;
D;528;4546192;3;20250324 01:08;V;;;;;;
D;528;4546192;3;20250324 01:08;V;;;;;;
B;528;4345120;4;20250324 01:08;;;2 A;RAYNER PL;YASS;2582;1.94;H;20250212;20250317;1150000;R5;R;RESIDENCE;;RRY;;0;AU898297;
C;528;4345120;4;20250324 01:08;1/1270800;
D;528;4345120;4;20250324 01:08;P;;;;;;
D;528;4345120;4;20250324 01:08;P;;;;;;
D;528;4345120;4;20250324 01:08;V;;;;;;
D;528;4345120;4;20250324 01:08;V;;;;;;
Z;22;4;4;12;
