A;RTSALEDATA;061;20250217 01:06;VALNET;
B;061;4597643;1;20250217 01:06;;;;CHURCH LANE;JUNEE REEFS;2666;178.812;H;20241115;20250204;2320965;;3;FARM;;;;0;AU804383;
C;061;4597643;1;20250217 01:06;3, 30, 31/751427 13, 14, 174/751432 2/879937 2/1289829;
D;061;4597643;1;20250217 01:06;P;;;;;;
D;061;4597643;1;20250217 01:06;P;;;;;;
D;061;4597643;1;20250217 01:06;V;;;;;;
D;061;4597643;1;20250217 01:06;V;;;;;;
D;061;4597643;1;20250217 01:06;V;;;;;;
B;061;4597643;2;20250217 01:06;;;;CHURCH LANE;JUNEE REEFS;2666;178.812;H;20241115;20250204;167555;;3;FARM;;;;0;AU804384;
C;061;4597643;2;20250217 01:06;3, 30, 31/751427 13, 14, 174/751432 2/879937 2/1289829;
D;061;4597643;2;20250217 01:06;P;;;;;;
D;061;4597643;2;20250217 01:06;P;;;;;;
D;061;4597643;2;20250217 01:06;V;;;;;;
D;061;4597643;2;20250217 01:06;V;;;;;;
D;061;4597643;2;20250217 01:06;V;;;;;;
B;061;4597645;3;20250217 01:06;;;;CHURCH LANE;JUNEE REEFS;2666;300.841;H;20241115;20250204;4386583;;3;FARM;;;;0;AU804381;
C;061;4597645;3;20250217 01:06;1/235918 2, 4, 5, 135, 159/751409 13/751412 40, 41, 42, 43/751427 11, ;
C;061;4597645;3;20250217 01:06;12/751432;
D;061;4597645;3;20250217 01:06;P;;;;;;
D;061;4597645;3;20250217 01:06;P;;;;;;
D;061;4597645;3;20250217 01:06;V;;;;;;
B;061;533766;4;20250217 01:06;;;20;CASTLE ST;JUNEE;2663;897.9;M;20250211;20250211;62000;RU5;R;RESIDENCE;;JCN;;0;AU818891;
C;061;533766;4;20250217 01:06;1/197125;
D;061;533766;4;20250217 01:06;P;;;;;;
D;061;533766;4;20250217 01:06;V;;;;;;
D;061;533766;4;20250217 01:06;V;;;;;;
B;061;534034;5;20250217 01:06;;;24;ELIZABETH ST;JUNEE;2663;853.6;M;20250110;20250207;445000;RU5;R;RESIDENCE;;JCN;;0;AU811171;
C;061;534034;5;20250217 01:06;17/6/10921;
D;061;534034;5;20250217 01:06;P;;;;;;
D;061;534034;5;20250217 01:06;V;;;;;;
D;061;534034;5;20250217 01:06;V;;;;;;
B;061;4447862;6;20250217 01:06;;;37;CROWN ST;JUNEE;2663;908.3;M;20250113;20250210;200000;RU5;R;RESIDENCE;;JNS;;0;AU815524;
C;061;4447862;6;20250217 01:06;6/600632;
D;061;4447862;6;20250217 01:06;P;;;;;;
D;061;4447862;6;20250217 01:06;P;;;;;;
D;061;4447862;6;20250217 01:06;V;;;;;;
B;061;4373002;7;20250217 01:06;;;3514;OLYMPIC HWY;BETHUNGRA;2590;40.611;H;20241207;20250203;713000;RU1;3;FARM;;HOB;;0;AU799919;
C;061;4373002;7;20250217 01:06;102, 103, 104/1270787 Enclosure Permit 386638;
D;061;4373002;7;20250217 01:06;P;;;;;;
D;061;4373002;7;20250217 01:06;P;;;;;;
D;061;4373002;7;20250217 01:06;V;;;;;;
Z;42;7;8;25;
