A;RTSALEDATA;148;20250505 01:17;VALNET;
B;148;1645490;1;20250505 01:17;;3;15;JARRETT ST;BALLINA;2478;91;M;20250417;20250430;560000;;R;RESIDENCE;3;;;0;AV18899;
C;148;1645490;1;20250505 01:17;3/SP17154;
D;148;1645490;1;20250505 01:17;P;;;;;;
D;148;1645490;1;20250505 01:17;V;;;;;;
D;148;1645490;1;20250505 01:17;V;;;;;;
B;148;1656442;2;20250505 01:17;;18;19;GREEN ST;ALSTONVILLE;2477;139;M;20250318;20250429;530000;;R;RESIDENCE;18;;;0;AV13268;
C;148;1656442;2;20250505 01:17;18/SP22923;
D;148;1656442;2;20250505 01:17;P;;;;;;
D;148;1656442;2;20250505 01:17;V;;;;;;
B;148;1643249;3;20250505 01:17;;;59;BURNS POINT FERRY RD;WEST BALLINA;2478;628;M;20250404;20250429;950000;R2;R;RESIDENCE;;AAC;;0;AV14907;
C;148;1643249;3;20250505 01:17;7/847691;
D;148;1643249;3;20250505 01:17;P;;;;;;
D;148;1643249;3;20250505 01:17;V;;;;;;
D;148;1643249;3;20250505 01:17;V;;;;;;
B;148;1643532;4;20250505 01:17;;;2;CATHERINE CRES;BALLINA;2478;608;M;20250314;20250428;875000;R2;R;RESIDENCE;;AAB;;0;AV8245;
C;148;1643532;4;20250505 01:17;311/262577;
D;148;1643532;4;20250505 01:17;P;;;;;;
D;148;1643532;4;20250505 01:17;P;;;;;;
D;148;1643532;4;20250505 01:17;V;;;;;;
B;148;1643607;5;20250505 01:17;;3;68;CEDAR CRES;EAST BALLINA;2478;;;20250326;20250430;925000;;R;RESIDENCE;3;;;0;AV18075;
C;148;1643607;5;20250505 01:17;3/SP20099;
D;148;1643607;5;20250505 01:17;P;;;;;;
D;148;1643607;5;20250505 01:17;V;;;;;;
B;148;1656994;6;20250505 01:17;;;7;NELSON CH;TUCKOMBIL;2477;4754;M;20250206;20250501;1900000;RU1;R;RESIDENCE;;RHS;;0;AV21988;
C;148;1656994;6;20250505 01:17;2/849006;
D;148;1656994;6;20250505 01:17;P;;;;;;
D;148;1656994;6;20250505 01:17;V;;;;;;
D;148;1656994;6;20250505 01:17;V;;;;;;
B;148;1657133;7;20250505 01:17;;;108;PANORAMA DR;ALSTONVILLE;2477;730.2;M;20250228;20250501;1060000;R2;R;RESIDENCE;;ADR;;0;AV21985;
C;148;1657133;7;20250505 01:17;187/807736;
D;148;1657133;7;20250505 01:17;P;;;;;;
D;148;1657133;7;20250505 01:17;V;;;;;;
D;148;1657133;7;20250505 01:17;V;;;;;;
B;148;1657405;8;20250505 01:17;;;21;OPAL CRES;ALSTONVILLE;2477;803;M;20250321;20250501;900000;R2;R;RESIDENCE;;ADR;;0;AV24007;
C;148;1657405;8;20250505 01:17;61/240225;
D;148;1657405;8;20250505 01:17;P;;;;;;
D;148;1657405;8;20250505 01:17;V;;;;;;
D;148;1657405;8;20250505 01:17;V;;;;;;
B;148;1652224;9;20250505 01:17;;;5;THE GROVE;LENNOX HEAD;2478;1201;M;20250314;20250428;1400000;R2;R;RESIDENCE;;LDL;;0;AV10087;
C;148;1652224;9;20250505 01:17;23/842141;
D;148;1652224;9;20250505 01:17;P;;;;;;
D;148;1652224;9;20250505 01:17;V;;;;;;
B;148;1657505;10;20250505 01:17;;1;11;TANAMERA DR;ALSTONVILLE;2477;152;M;20250402;20250428;675000;;R;RESIDENCE;1;;;0;AV10781;
C;148;1657505;10;20250505 01:17;1/SP53773;
D;148;1657505;10;20250505 01:17;P;;;;;;
D;148;1657505;10;20250505 01:17;V;;;;;;
D;148;1657505;10;20250505 01:17;V;;;;;;
B;148;1654995;11;20250505 01:17;;;1172;BRUXNER HWY;WOLLONGBAR;2477;5089;M;20250403;20250501;860000;RU1;R;RESIDENCE;;RHS;;0;AV23475;
C;148;1654995;11;20250505 01:17;15/262721;
D;148;1654995;11;20250505 01:17;P;;;;;;
D;148;1654995;11;20250505 01:17;V;;;;;;
D;148;1654995;11;20250505 01:17;V;;;;;;
B;148;1644626;12;20250505 01:17;;;58;EYLES DR;EAST BALLINA;2478;727.3;M;20250417;20250430;1205000;R2;R;RESIDENCE;;AAE;;0;AV18951;
C;148;1644626;12;20250505 01:17;83/259864;
D;148;1644626;12;20250505 01:17;P;;;;;;
D;148;1644626;12;20250505 01:17;V;;;;;;
B;148;1652722;13;20250505 01:17;;;57;CARLISLE ST;WARDELL;2477;1000;M;20250311;20250424;895000;R3;R;RESIDENCE;;WWW;;0;AV5579;
C;148;1652722;13;20250505 01:17;1/832583;
D;148;1652722;13;20250505 01:17;P;;;;;;
D;148;1652722;13;20250505 01:17;V;;;;;;
D;148;1652722;13;20250505 01:17;V;;;;;;
B;148;1644753;14;20250505 01:17;;;6;FLINDERS PL;WEST BALLINA;2478;640;M;20250328;20250501;730000;R2;R;RESIDENCE;;AAC;;0;AV24784;
C;148;1644753;14;20250505 01:17;3/244449;
D;148;1644753;14;20250505 01:17;P;;;;;;
D;148;1644753;14;20250505 01:17;V;;;;;;
B;148;1652870;15;20250505 01:17;;;34;RICHMOND ST;WARDELL;2477;695.6;M;20250328;20250428;630000;R2;R;RESIDENCE;;ADZ;;0;AV10013;
C;148;1652870;15;20250505 01:17;A/315782;
D;148;1652870;15;20250505 01:17;P;;;;;;
D;148;1652870;15;20250505 01:17;V;;;;;;
D;148;1652870;15;20250505 01:17;V;;;;;;
B;148;1642398;16;20250505 01:17;;;7;ANTRIM ST;EAST BALLINA;2478;622.5;M;20250312;20250501;1050000;R2;R;RESIDENCE;;AAE;;0;AV24173;
C;148;1642398;16;20250505 01:17;60/259864;
D;148;1642398;16;20250505 01:17;P;;;;;;
D;148;1642398;16;20250505 01:17;V;;;;;;
D;148;1642398;16;20250505 01:17;V;;;;;;
B;148;1653143;17;20250505 01:17;;;936;WARDELL RD;MEERSCHAUM VALE;2477;398.4;M;20250314;20250501;825000;RU2;R;RESIDENCE;;RSW;;0;AV22709;
C;148;1653143;17;20250505 01:17;1/349958;
D;148;1653143;17;20250505 01:17;P;;;;;;
D;148;1653143;17;20250505 01:17;P;;;;;;
D;148;1653143;17;20250505 01:17;V;;;;;;
B;148;1656109;18;20250505 01:17;;;40;COOKE AVE;ALSTONVILLE;2477;904.2;M;20250311;20250428;915000;R2;R;RESIDENCE;;ADR;;0;AV10779;
C;148;1656109;18;20250505 01:17;94/240435;
D;148;1656109;18;20250505 01:17;P;;;;;;
D;148;1656109;18;20250505 01:17;P;;;;;;
D;148;1656109;18;20250505 01:17;V;;;;;;
B;148;1650671;19;20250505 01:17;;;49;DRESS CIRCLE DR;LENNOX HEAD;2478;556.4;M;20241121;20250430;2850000;R3;R;RESIDENCE;;LDJ;;0;AV20568;
C;148;1650671;19;20250505 01:17;47/29654;
D;148;1650671;19;20250505 01:17;P;;;;;;
D;148;1650671;19;20250505 01:17;V;;;;;;
D;148;1650671;19;20250505 01:17;V;;;;;;
B;148;3392976;20;20250505 01:17;;1;4;HIGH ST;ALSTONVILLE;2477;442;M;20250324;20250501;945000;;R;RESIDENCE;1;;;0;AV24176;
C;148;3392976;20;20250505 01:17;1/SP80839;
D;148;3392976;20;20250505 01:17;P;;;;;;
D;148;3392976;20;20250505 01:17;V;;;;;;
D;148;3392976;20;20250505 01:17;V;;;;;;
B;148;3071460;21;20250505 01:17;;5;17;ROSS ST;BALLINA;2478;228;M;20250319;20250428;820000;;R;RESIDENCE;5;;;0;AV8258;
C;148;3071460;21;20250505 01:17;5/SP72240;
D;148;3071460;21;20250505 01:17;P;;;;;;
D;148;3071460;21;20250505 01:17;V;;;;;;
B;148;3606587;22;20250505 01:17;;4;64;GIBBON ST;LENNOX HEAD;2478;;;20250214;20250428;1600000;;R;RESIDENCE;4;;;0;AV10002;
C;148;3606587;22;20250505 01:17;4/SP86041;
D;148;3606587;22;20250505 01:17;P;;;;;;
D;148;3606587;22;20250505 01:17;P;;;;;;
D;148;3606587;22;20250505 01:17;V;;;;;;
D;148;3606587;22;20250505 01:17;V;;;;;;
B;148;4120301;23;20250505 01:17;;;17;LONGBOARD ST;LENNOX HEAD;2478;714.8;M;20250214;20250501;1665000;R3;R;RESIDENCE;;LDK;;0;AV24171;
C;148;4120301;23;20250505 01:17;44/1240776;
D;148;4120301;23;20250505 01:17;P;;;;;;
D;148;4120301;23;20250505 01:17;P;;;;;;
D;148;4120301;23;20250505 01:17;V;;;;;;
D;148;4120301;23;20250505 01:17;V;;;;;;
B;148;4599065;24;20250505 01:17;;;59;CARROLL AVE;SKENNARS HEAD;2478;289;M;20220329;20250429;958846;;R;RESIDENCE;16;;;0;AV14929;
C;148;4599065;24;20250505 01:17;16/SP109453;
D;148;4599065;24;20250505 01:17;P;;;;;;
D;148;4599065;24;20250505 01:17;V;;;;;;
B;148;4599065;25;20250505 01:17;;;57;CARROLL AVE;SKENNARS HEAD;2478;278;M;20220314;20250429;1105000;;R;RESIDENCE;17;;;0;AV14938;
C;148;4599065;25;20250505 01:17;17/SP109453;
D;148;4599065;25;20250505 01:17;P;;;;;;
D;148;4599065;25;20250505 01:17;P;;;;;;
