A;127;20020102 13:52;PTHIRLWELL;
B;127;1281089;1;20020102 13:52;;;5927;SOFALA RD;SOFALA;2795;39.35;H;20010813;20010924;129500;R;R;RESIDENCE;;HG;RR;;7989014;
C;127;1281089;1;20020102 13:52;8//857673;
D;127;1281089;1;20020102 13:52;P;;;;;;
D;127;1281089;1;20020102 13:52;P;;;;;;
D;127;1281089;1;20020102 13:52;V;;;;;;
B;127;1281174;2;20020102 13:52;;;;;RYLSTONE;2849;1.119;H;20011031;20011212;241000;R;R;RESIDENCE;;HB;;;8205039;
C;127;1281174;2;20020102 13:52;150//791639;
D;127;1281174;2;20020102 13:52;P;;;;;;
D;127;1281174;2;20020102 13:52;P;;;;;;
D;127;1281174;2;20020102 13:52;V;;;;;;
B;127;1281286;3;20020102 13:52;;;;THE ELMS;RYLSTONE;2849;16.19;H;20010328;20011206;52000;R;V;VACANT LAND;;HG;;;8211210;
C;127;1281286;3;20020102 13:52;106//755432;
D;127;1281286;3;20020102 13:52;P;;;;;;
D;127;1281286;3;20020102 13:52;P;;;;;;
D;127;1281286;3;20020102 13:52;V;;;;;;
D;127;1281286;3;20020102 13:52;V;;;;;;
B;127;1281292;4;20020102 13:52;;;49;GROWEE RD;RYLSTONE;2849;19.02;H;20010328;20011206;52000;R;V;VACANT LAND;;HG;;;8211210;
C;127;1281292;4;20020102 13:52;132//755432;
D;127;1281292;4;20020102 13:52;P;;;;;;
D;127;1281292;4;20020102 13:52;P;;;;;;
D;127;1281292;4;20020102 13:52;V;;;;;;
D;127;1281292;4;20020102 13:52;V;;;;;;
B;127;1281785;5;20020102 13:52;;;;;RYLSTONE;2849;3.25;H;20010628;20010706;27500;Z;V;VACANT LAND;;BC;;;7991402;
C;127;1281785;5;20020102 13:52;300//821839;
D;127;1281785;5;20020102 13:52;P;;;;;;
D;127;1281785;5;20020102 13:52;V;;;;;;
B;127;1282079;6;20020102 13:52;;;32;DABEE RD;KANDOS;2848;1024;M;20010526;20010622;270000;Z;3;INCLUDES OTHER LANDS;;AE;AC;;7776346;
C;127;1282079;6;20020102 13:52;2C//325536;
D;127;1282079;6;20020102 13:52;P;;;;;;
D;127;1282079;6;20020102 13:52;V;;;;;;
B;127;1282083;7;20020102 13:52;;;42;DABEE RD;KANDOS;2848;872.6;M;20010526;20010622;270000;Z;3;INCLUDES OTHER LANDS;;AE;;;7776346;
C;127;1282083;7;20020102 13:52;16//36215;
D;127;1282083;7;20020102 13:52;P;;;;;;
D;127;1282083;7;20020102 13:52;V;;;;;;
B;127;1282170;8;20020102 13:52;;;28;DANGAR ST;KANDOS;2848;1012;M;20010309;20010420;78000;Z;R;RESIDENCE;;AE;AC;;7605937;
C;127;1282170;8;20020102 13:52;2A//318447;
D;127;1282170;8;20020102 13:52;P;;;;;;
D;127;1282170;8;20020102 13:52;V;;;;;;
B;127;1282199;9;20020102 13:52;;;20;DAVIES RD;KANDOS;2848;961.1;M;20010816;20010927;46000;Z;R;RESIDENCE;;AE;;;7993017;
C;127;1282199;9;20020102 13:52;1//783327;
D;127;1282199;9;20020102 13:52;P;;;;;;
D;127;1282199;9;20020102 13:52;V;;;;;;
B;127;1282459;10;20020102 13:52;;;;POMANY ST;KANDOS;2848;891.6;M;20010526;20010622;270000;Z;3;INCLUDES OTHER LANDS;;AE;AC;;7776346;
C;127;1282459;10;20020102 13:52;21//36215;
D;127;1282459;10;20020102 13:52;P;;;;;;
D;127;1282459;10;20020102 13:52;V;;;;;;
B;127;1282460;11;20020102 13:52;;;11;POMANY ST;KANDOS;2848;695.6;M;20010526;20010622;270000;Z;3;INCLUDES OTHER LANDS;;AE;AC;;7776346;
C;127;1282460;11;20020102 13:52;22//36215;
D;127;1282460;11;20020102 13:52;P;;;;;;
D;127;1282460;11;20020102 13:52;V;;;;;;
B;127;1282507;12;20020102 13:52;;;83;RODGERS ST;KANDOS;2848;1012;M;20010912;20010925;45000;Z;R;RESIDENCE;;AE;;;7985768;
C;127;1282507;12;20020102 13:52;14/15/8955;
D;127;1282507;12;20020102 13:52;P;;;;;;
D;127;1282507;12;20020102 13:52;V;;;;;;
B;127;1282546;13;20020102 13:52;;;5;ROXBURGH ST;KANDOS;2848;790.4;M;20010526;20010622;270000;Z;3;INCLUDES OTHER LANDS;;AE;;;7776346;
C;127;1282546;13;20020102 13:52;17//36215;
D;127;1282546;13;20020102 13:52;P;;;;;;
D;127;1282546;13;20020102 13:52;V;;;;;;
B;127;1282547;14;20020102 13:52;;;7;ROXBURGH ST;KANDOS;2848;822;M;20010526;20010622;270000;Z;3;INCLUDES OTHER LANDS;;AE;;;7776346;
C;127;1282547;14;20020102 13:52;18//36215;
D;127;1282547;14;20020102 13:52;P;;;;;;
D;127;1282547;14;20020102 13:52;V;;;;;;
B;127;1282549;15;20020102 13:52;;;11;ROXBURGH ST;KANDOS;2848;784.1;M;20010526;20010622;270000;Z;3;INCLUDES OTHER LANDS;;AE;;;7776346;
C;127;1282549;15;20020102 13:52;20//36215;
D;127;1282549;15;20020102 13:52;P;;;;;;
D;127;1282549;15;20020102 13:52;V;;;;;;
B;127;1282760;16;20020102 13:52;;;18;LOUEE ST;RYLSTONE;2849;847.3;M;20010821;20010929;40000;Z;R;RESIDENCE;;AB;;;8186091;
C;127;1282760;16;20020102 13:52;1//668802;
D;127;1282760;16;20020102 13:52;P;;;;;;
D;127;1282760;16;20020102 13:52;V;;;;;;
B;127;1282869;17;20020102 13:52;;;50;MUDGEE ST;RYLSTONE;2849;4047;M;20011005;20011116;139000;Z;R;RESIDENCE;;AA;;;8192746;
C;127;1282869;17;20020102 13:52;12, 13/16/758891;
D;127;1282869;17;20020102 13:52;P;;;;;;
D;127;1282869;17;20020102 13:52;P;;;;;;
D;127;1282869;17;20020102 13:52;V;;;;;;
D;127;1282869;17;20020102 13:52;V;;;;;;
B;127;1282992;18;20020102 13:52;;;;TONGBONG ST;RYLSTONE;2849;4.787;H;20010220;20010403;197000;Z;R;RESIDENCE;;AH;;;7523332;
C;127;1282992;18;20020102 13:52;1, 2//798497 1, 2, 3, 4//798498;
D;127;1282992;18;20020102 13:52;P;;;;;;
D;127;1282992;18;20020102 13:52;P;;;;;;
D;127;1282992;18;20020102 13:52;V;;;;;;
D;127;1282992;18;20020102 13:52;V;;;;;;
B;127;1283006;19;20020102 13:52;PENNY REHEOL;;4750;SOFALA RD;SOFALA;2795;564.91;H;20010427;20010712;270000;R;R;RESIDENCE;;MC;;;8142865;
C;127;1283006;19;20020102 13:52;443//755790 31, 46, 47, 48, 50//755797;
D;127;1283006;19;20020102 13:52;P;;;;;;
D;127;1283006;19;20020102 13:52;V;;;;;;
B;127;1283139;20;20020102 13:52;;;;;RYLSTONE;2849;46.27;H;20010906;20010928;185000;R;R;RESIDENCE;;HG;;;7994794;
C;127;1283139;20;20020102 13:52;4//848725;
D;127;1283139;20;20020102 13:52;P;;;;;;
D;127;1283139;20;20020102 13:52;P;;;;;;
D;127;1283139;20;20020102 13:52;V;;;;;;
B;127;1283176;21;20020102 13:52;;;6390;SOFALA RD;SOFALA;2795;632.4;H;20010815;20010926;160000;R;3;FARMLAND;;HJ;RG;;7978699;
C;127;1283176;21;20020102 13:52;4//776642;
D;127;1283176;21;20020102 13:52;P;;;;;;
D;127;1283176;21;20020102 13:52;P;;;;;;
D;127;1283176;21;20020102 13:52;V;;;;;;
B;127;2876871;22;20020102 13:52;;;411;DUNNEVILLE LOOP RD;RYLSTONE;2849;325.336;H;20010726;20011015;74500;;3;PART LOT 2/10333367 ;;;RR;;8031178;
C;127;2876871;22;20020102 13:52;26, 30, 64, 65, 67, 68//755777 2//1033367;
D;127;2876871;22;20020102 13:52;P;;;;;;
D;127;2876871;22;20020102 13:52;P;;;;;;
B;127;2876915;23;20020102 13:52;;;;;RYLSTONE;2849;121.4;H;20010828;20011009;158000;;V;VACANT LAND;;;RG;;8032072;
C;127;2876915;23;20020102 13:52;8//877978;
D;127;2876915;23;20020102 13:52;P;;;;;;
Z;105;23;23;57;
