A;118;20020102 13:11;PTHIRLWELL;
B;118;1250174;1;20020102 13:11;;;;MERIBAH RD;ERROWANBANG;2791;43.34;H;20011004;20011115;210000;R;3;FARM;;HF;;;8213137;
C;118;1250174;1;20020102 13:11;103//1002665;
D;118;1250174;1;20020102 13:11;P;;;;;;
D;118;1250174;1;20020102 13:11;V;;;;;;
D;118;1250174;1;20020102 13:11;V;;;;;;
B;118;1250383;2;20020102 13:11;;;3;ADELAIDE ST;BLAYNEY;2799;1069;M;20010924;20011026;102500;Z;V;VACANT LAND;;AA;AC;;8067460;
C;118;1250383;2;20020102 13:11;21//214252;
D;118;1250383;2;20020102 13:11;P;;;;;;
D;118;1250383;2;20020102 13:11;V;;;;;;
D;118;1250383;2;20020102 13:11;V;;;;;;
B;118;1250637;3;20020102 13:11;;;73;CARCOAR ST;BLAYNEY;2799;809.4;M;20010914;20011008;47000;Z;R;RESIDENCE;;AH;AC;;8026799;
C;118;1250637;3;20020102 13:11;12/23/1450;
D;118;1250637;3;20020102 13:11;P;;;;;;
D;118;1250637;3;20020102 13:11;V;;;;;;
B;118;1250649;4;20020102 13:11;;;60;CARCOAR ST;BLAYNEY;2799;809.4;M;20010320;20010427;92500;Z;R;RESIDENCE;;AF;AC;;7581337;
C;118;1250649;4;20020102 13:11;1//517096;
D;118;1250649;4;20020102 13:11;P;;;;;;
D;118;1250649;4;20020102 13:11;P;;;;;;
D;118;1250649;4;20020102 13:11;V;;;;;;
B;118;1250703;5;20020102 13:11;;;22;CHURCH ST;BLAYNEY;2799;836.9;M;20011010;20011205;70000;Z;R;RESIDENCE;;AF;;;8202811;
C;118;1250703;5;20020102 13:11;1//197082;
D;118;1250703;5;20020102 13:11;P;;;;;;
D;118;1250703;5;20020102 13:11;V;;;;;;
D;118;1250703;5;20020102 13:11;V;;;;;;
D;118;1250703;5;20020102 13:11;V;;;;;;
B;118;1251326;6;20020102 13:11;;;5;COOK ST;BLAYNEY;2799;3141;M;20010809;20011019;45000;Z;R;RESIDENCE;;AE;AV;;8080300;
C;118;1251326;6;20020102 13:11;13, PT 2/8/1450;
D;118;1251326;6;20020102 13:11;P;;;;;;
D;118;1251326;6;20020102 13:11;P;;;;;;
D;118;1251326;6;20020102 13:11;V;;;;;;
D;118;1251326;6;20020102 13:11;V;;;;;;
B;118;1251639;7;20020102 13:11;;;10;TUCKER ST;BLAYNEY;2799;889.9;M;20010903;20011015;141000;Z;R;RESIDENCE;;AH;AC;;8110925;
C;118;1251639;7;20020102 13:11;2/17/1450;
D;118;1251639;7;20020102 13:11;P;;;;;;
D;118;1251639;7;20020102 13:11;P;;;;;;
D;118;1251639;7;20020102 13:11;V;;;;;;
D;118;1251639;7;20020102 13:11;V;;;;;;
B;118;1252211;8;20020102 13:11;;;5;PYM ST;MILLTHORPE;2798;366.8;M;20011122;20011207;171000;Z;R;RESIDENCE;;VP;;;8210564;
C;118;1252211;8;20020102 13:11;16, 5//11941;
D;118;1252211;8;20020102 13:11;P;;;;;;
D;118;1252211;8;20020102 13:11;P;;;;;;
D;118;1252211;8;20020102 13:11;V;;;;;;
B;118;1252374;9;20020102 13:11;"KAREELA";;358;MILLTHORPE RD;BLAYNEY;2799;110.17;H;20010824;20010921;295000;R;3;RURAL LAND;;RG;RG;;8059681;
C;118;1252374;9;20020102 13:11;16//114099 PT 254, PT 255, 256, 257, 258, 34, PT 36//750390;
D;118;1252374;9;20020102 13:11;P;;;;;;
D;118;1252374;9;20020102 13:11;P;;;;;;
B;118;1252446;10;20020102 13:11;;;27;LYONS RD;LYNDHURST;2797;37.013;H;20010813;20010921;225000;R;R;RESIDENCE;;HE;RR;;8026861;
C;118;1252446;10;20020102 13:11;203//880667;
D;118;1252446;10;20020102 13:11;P;;;;;;
D;118;1252446;10;20020102 13:11;P;;;;;;
D;118;1252446;10;20020102 13:11;V;;;;;;
D;118;1252446;10;20020102 13:11;V;;;;;;
B;118;1252717;11;20020102 13:11;;;65;LOQUAT ST;MANDURAMA;2792;1012;M;20010824;20011010;60000;Z;R;RESIDENCE;;VM;;;8210982;
C;118;1252717;11;20020102 13:11;19//137333;
D;118;1252717;11;20020102 13:11;P;;;;;;
D;118;1252717;11;20020102 13:11;V;;;;;;
B;118;2864453;12;20020102 13:11;;;;;NEWBRIDGE;2795;;;20010305;20011116;450000;;R;RESIDENCE;;;RR;;8155998;
C;118;2864453;12;20020102 13:11;6//1034233;
D;118;2864453;12;20020102 13:11;P;;;;;;
D;118;2864453;12;20020102 13:11;P;;;;;;
D;118;2864453;12;20020102 13:11;V;;;;;;
Z;63;12;12;37;
