A;RTSALEDATA;103;20250428 01:17;VALNET;
B;103;1152334;1;20250428 01:17;;;19;GLEN AYRE AVE;HORSLEY;2530;726.2;M;20250207;20250422;1050000;R2;R;RESIDENCE;;ABB;;0;AU996001;
C;103;1152334;1;20250428 01:17;320/874454;
D;103;1152334;1;20250428 01:17;P;;;;;;
D;103;1152334;1;20250428 01:17;V;;;;;;
B;103;1154991;2;20250428 01:17;;;8;HEADLAND AVE;AUSTINMER;2515;531.1;M;20240909;20250423;2200000;R2;R;RESIDENCE;;AAI;;0;AV2854;
C;103;1154991;2;20250428 01:17;66/9233;
D;103;1154991;2;20250428 01:17;P;;;;;;
D;103;1154991;2;20250428 01:17;V;;;;;;
D;103;1154991;2;20250428 01:17;V;;;;;;
B;103;1168792;3;20250428 01:17;;;61;MARGARET ST;BALGOWNIE;2519;556.4;M;20250306;20250424;1335000;R2;R;RESIDENCE;;AAQ;;0;AV6882;
C;103;1168792;3;20250428 01:17;147/31133;
D;103;1168792;3;20250428 01:17;P;;;;;;
D;103;1168792;3;20250428 01:17;P;;;;;;
D;103;1168792;3;20250428 01:17;V;;;;;;
D;103;1168792;3;20250428 01:17;V;;;;;;
B;103;1152731;4;20250428 01:17;;;27;GOOLAGONG ST;AVONDALE;2530;650.2;M;20250321;20250417;830000;R2;R;RESIDENCE;;ABA;;0;AU988626;
C;103;1152731;4;20250428 01:17;171/708129;
D;103;1152731;4;20250428 01:17;P;;;;;;
D;103;1152731;4;20250428 01:17;P;;;;;;
D;103;1152731;4;20250428 01:17;V;;;;;;
D;103;1152731;4;20250428 01:17;V;;;;;;
B;103;1163584;5;20250428 01:17;;;1;KORRONGULLA CRES;PRIMBEE;2502;954.8;M;20250313;20250424;950000;R2;R;RESIDENCE;;ABD;;0;AV5932;
C;103;1163584;5;20250428 01:17;7/13707;
D;103;1163584;5;20250428 01:17;P;;;;;;
D;103;1163584;5;20250428 01:17;V;;;;;;
B;103;1168907;6;20250428 01:17;;3;10;MARKET PL;WOLLONGONG;2500;;;20250307;20250423;700000;;R;RESIDENCE;3;;;0;AV667;
C;103;1168907;6;20250428 01:17;3/SP6924;
D;103;1168907;6;20250428 01:17;P;;;;;;
D;103;1168907;6;20250428 01:17;V;;;;;;
B;103;1155888;7;20250428 01:17;;13;18;HIGH ST;WOONONA;2517;;;20250401;20250424;552000;;R;RESIDENCE;13;;;0;AV5359;
C;103;1155888;7;20250428 01:17;13/SP17444;
D;103;1155888;7;20250428 01:17;P;;;;;;
D;103;1155888;7;20250428 01:17;V;;;;;;
B;103;1167105;8;20250428 01:17;;;19;LOCH CARRON AVE;FARMBOROUGH HEIGHTS;2526;594.4;M;20250318;20250417;925000;R2;R;RESIDENCE;;AAX;;0;AU991252;
C;103;1167105;8;20250428 01:17;27/236426;
D;103;1167105;8;20250428 01:17;P;;;;;;
D;103;1167105;8;20250428 01:17;P;;;;;;
D;103;1167105;8;20250428 01:17;V;;;;;;
D;103;1167105;8;20250428 01:17;V;;;;;;
B;103;1169810;9;20250428 01:17;;;20;MAWARRA AVE;DAPTO;2530;695.6;M;20250327;20250424;870000;R2;R;RESIDENCE;;AAZ;;0;AV6804;
C;103;1169810;9;20250428 01:17;17/233592;
D;103;1169810;9;20250428 01:17;P;;;;;;
D;103;1169810;9;20250428 01:17;P;;;;;;
D;103;1169810;9;20250428 01:17;V;;;;;;
B;103;1167434;10;20250428 01:17;;;9;LONG PL;AVONDALE;2530;650.9;M;20250321;20250417;832000;R2;R;RESIDENCE;;ABA;;0;AU989751;
C;103;1167434;10;20250428 01:17;127/264601;
D;103;1167434;10;20250428 01:17;P;;;;;;
D;103;1167434;10;20250428 01:17;V;;;;;;
D;103;1167434;10;20250428 01:17;V;;;;;;
B;103;1154065;11;20250428 01:17;;;13;HABEDA AVE;HORSLEY;2530;658.8;M;20250313;20250424;860000;R2;R;RESIDENCE;;ABB;;0;AV6017;
C;103;1154065;11;20250428 01:17;306/775213;
D;103;1154065;11;20250428 01:17;P;;;;;;
D;103;1154065;11;20250428 01:17;P;;;;;;
D;103;1154065;11;20250428 01:17;V;;;;;;
D;103;1154065;11;20250428 01:17;V;;;;;;
B;103;1183323;12;20250428 01:17;;;11;RAWLINSON AVE;WOLLONGONG;2500;575.4;M;20250310;20250422;1290000;R2;R;RESIDENCE;;ABJ;;0;AU997764;
C;103;1183323;12;20250428 01:17;59/13047;
D;103;1183323;12;20250428 01:17;P;;;;;;
D;103;1183323;12;20250428 01:17;P;;;;;;
D;103;1183323;12;20250428 01:17;V;;;;;;
B;103;1186125;13;20250428 01:17;;7;9;RUSSELL ST;WOONONA;2517;;;20250313;20250424;840000;;R;RESIDENCE;7;;;0;AV7041;
C;103;1186125;13;20250428 01:17;7/SP50793;
D;103;1186125;13;20250428 01:17;P;;;;;;
D;103;1186125;13;20250428 01:17;V;;;;;;
D;103;1186125;13;20250428 01:17;V;;;;;;
B;103;1196856;14;20250428 01:17;;;193;WAPLES RD;FARMBOROUGH HEIGHTS;2526;614;M;20250226;20250423;955000;R2;R;RESIDENCE;;AAX;;0;AV493;
C;103;1196856;14;20250428 01:17;8/250205;
D;103;1196856;14;20250428 01:17;P;;;;;;
D;103;1196856;14;20250428 01:17;V;;;;;;
D;103;1196856;14;20250428 01:17;V;;;;;;
B;103;1186264;15;20250428 01:17;;;71;RUSSELL ST;BALGOWNIE;2519;828.3;M;20250312;20250423;1327000;R2;R;RESIDENCE;;AAR;;0;AV774;
C;103;1186264;15;20250428 01:17;1/533943;
D;103;1186264;15;20250428 01:17;P;;;;;;
D;103;1186264;15;20250428 01:17;V;;;;;;
B;103;1194204;16;20250428 01:17;;;41;TIMMS PL;HORSLEY;2530;554.3;M;20250314;20250424;1000000;R2;R;RESIDENCE;;ABB;;0;AV4561;
C;103;1194204;16;20250428 01:17;324/1013972;
D;103;1194204;16;20250428 01:17;P;;;;;;
D;103;1194204;16;20250428 01:17;P;;;;;;
D;103;1194204;16;20250428 01:17;V;;;;;;
D;103;1194204;16;20250428 01:17;V;;;;;;
B;103;1199701;17;20250428 01:17;;3;23 A;WOODLAWN AVE;MANGERTON;2500;;;20250131;20250424;830000;;R;RESIDENCE;3;;;0;AV6188;
C;103;1199701;17;20250428 01:17;3/SP13520;
D;103;1199701;17;20250428 01:17;P;;;;;;
D;103;1199701;17;20250428 01:17;P;;;;;;
D;103;1199701;17;20250428 01:17;V;;;;;;
B;103;1178590;18;20250428 01:17;;;39;PARSONS ST;WEST WOLLONGONG;2500;556.4;M;20250326;20250423;1215000;R2;R;RESIDENCE;;AAS;;0;AV1563;
C;103;1178590;18;20250428 01:17;A/161047;
D;103;1178590;18;20250428 01:17;P;;;;;;
D;103;1178590;18;20250428 01:17;P;;;;;;
D;103;1178590;18;20250428 01:17;V;;;;;;
D;103;1178590;18;20250428 01:17;V;;;;;;
B;103;1181015;19;20250428 01:17;;;81;MIDGLEY ST;CORRIMAL;2518;777.8;M;20250311;20250422;1800000;R2;R;RESIDENCE;;AAN;;0;AU995974;
C;103;1181015;19;20250428 01:17;4/29329;
D;103;1181015;19;20250428 01:17;P;;;;;;
D;103;1181015;19;20250428 01:17;P;;;;;;
D;103;1181015;19;20250428 01:17;V;;;;;;
D;103;1181015;19;20250428 01:17;V;;;;;;
B;103;1189106;20;20250428 01:17;;;6;SORENSEN DR;FIGTREE;2525;2130;M;20241122;20250417;2400000;R2;R;RESIDENCE;;ABU;;0;AU989107;
C;103;1189106;20;20250428 01:17;28/1015460;
D;103;1189106;20;20250428 01:17;P;;;;;;
D;103;1189106;20;20250428 01:17;P;;;;;;
D;103;1189106;20;20250428 01:17;V;;;;;;
D;103;1189106;20;20250428 01:17;V;;;;;;
B;103;1184068;21;20250428 01:17;;;33;RISLEY RD;FIGTREE;2525;562.8;M;20250228;20250424;1180000;R2;R;RESIDENCE;;AAU;;0;AV6902;
C;103;1184068;21;20250428 01:17;183/28351;
D;103;1184068;21;20250428 01:17;P;;;;;;
D;103;1184068;21;20250428 01:17;P;;;;;;
D;103;1184068;21;20250428 01:17;V;;;;;;
D;103;1184068;21;20250428 01:17;V;;;;;;
B;103;1194814;22;20250428 01:17;;;17;TRISTAN AVE;WOONONA;2517;638.2;M;20250131;20250424;1435000;R2;R;RESIDENCE;;AAJ;;0;AV7548;
C;103;1194814;22;20250428 01:17;46/260759;
D;103;1194814;22;20250428 01:17;P;;;;;;
D;103;1194814;22;20250428 01:17;P;;;;;;
D;103;1194814;22;20250428 01:17;V;;;;;;
D;103;1194814;22;20250428 01:17;V;;;;;;
B;103;1200212;23;20250428 01:17;;;3;YELDAH DR;HORSLEY;2530;375.3;M;20250326;20250417;810000;R2;R;RESIDENCE;;ABB;;0;AU991031;
C;103;1200212;23;20250428 01:17;19/834559;
D;103;1200212;23;20250428 01:17;P;;;;;;
D;103;1200212;23;20250428 01:17;P;;;;;;
D;103;1200212;23;20250428 01:17;V;;;;;;
D;103;1200212;23;20250428 01:17;V;;;;;;
B;103;1189809;24;20250428 01:17;;;23;STAFFORD RD;MOUNT KEMBLA;2526;1100;M;20250307;20250423;2125000;C4;R;RESIDENCE;;PAH;;0;AV1565;
C;103;1189809;24;20250428 01:17;38/4264;
D;103;1189809;24;20250428 01:17;P;;;;;;
D;103;1189809;24;20250428 01:17;P;;;;;;
D;103;1189809;24;20250428 01:17;V;;;;;;
B;103;1184513;25;20250428 01:17;;16;41;ROBERTSON ST;CONISTON;2500;;;20250213;20250424;710000;;R;RESIDENCE;16;;;0;AV6899;
C;103;1184513;25;20250428 01:17;16/SP51882;
D;103;1184513;25;20250428 01:17;P;;;;;;
D;103;1184513;25;20250428 01:17;V;;;;;;
D;103;1184513;25;20250428 01:17;V;;;;;;
B;103;1189886;26;20250428 01:17;;;24;STANBROOK AVE;MOUNT OUSLEY;2519;670.3;M;20250305;20250424;430000;R2;R;RESIDENCE;;AAR;;0;AV7103;
C;103;1189886;26;20250428 01:17;2/217372;
D;103;1189886;26;20250428 01:17;P;;;;;;
D;103;1189886;26;20250428 01:17;P;;;;;;
D;103;1189886;26;20250428 01:17;P;;;;;;
D;103;1189886;26;20250428 01:17;V;;;;;;
