A;076;20011109 12:47;CDIXON;
B;076;571806;1;20011109 12:47;;;;PH BURRAWANG;KYALITE;2734;2807;H;20000406;20000411;1638000;R;3;FARM;;RJ;;;7899573;
C;076;571806;1;20011109 12:47;51//756520 Enclosure Permit 16897 LEASE OVER PROPERTY;
D;076;571806;1;20011109 12:47;P;;;;;;
D;076;571806;1;20011109 12:47;P;;;;;;
D;076;571806;1;20011109 12:47;V;;;;;;
D;076;571806;1;20011109 12:47;V;;;;;;
B;076;572480;2;20011109 12:47;;;42;TALLOW ST;MOULAMEIN;2733;885.2;M;20010506;20010702;45000;Z;3;INDUSTRIAL;;ZM;;;7960621;
C;076;572480;2;20011109 12:47;16/7/758713;
D;076;572480;2;20011109 12:47;P;;;;;;
D;076;572480;2;20011109 12:47;P;;;;;;
D;076;572480;2;20011109 12:47;V;;;;;;
B;076;573025;3;20011109 12:47;;;5;GRANT ST;TOOLEYBUC;2736;1011;M;20010712;20010810;50000;Z;R;RESIDENCE;;ZT;;;7917191;
C;076;573025;3;20011109 12:47;11//607780;
D;076;573025;3;20011109 12:47;P;;;;;;
D;076;573025;3;20011109 12:47;P;;;;;;
D;076;573025;3;20011109 12:47;V;;;;;;
B;076;2854794;4;20011109 12:47;PH BURRAWANG;;;;KYALITE;2734;274.3;H;20000406;20000411;1638000;;3;FARM;;;;;7899573;
C;076;2854794;4;20011109 12:47;66//725839 61//756520 68, 69//1007190 Licence 316273;
D;076;2854794;4;20011109 12:47;P;;;;;;
D;076;2854794;4;20011109 12:47;P;;;;;;
Z;22;4;4;12;
