A;151;20030501 12:45;PBARBER;
B;151;1678771;1;20030501 12:45;;;12;ARTHUR ST;CASINO;2470;556.4;M;20030307;20030328;115000;A;R;RESIDENCE;;AB;;;9527879;
C;151;1678771;1;20030501 12:45;6//33007;
D;151;1678771;1;20030501 12:45;P;;;;;;
D;151;1678771;1;20030501 12:45;V;;;;;;
D;151;1678771;1;20030501 12:45;V;;;;;;
B;151;1679147;2;20030501 12:45;;;2;CADDIE PL;CASINO;2470;1059;M;20020605;20020705;88000;A;R;RESIDENCE;;AF;;;9552773;
C;151;1679147;2;20030501 12:45;127//805889;
D;151;1679147;2;20030501 12:45;P;;;;;;
D;151;1679147;2;20030501 12:45;P;;;;;;
D;151;1679147;2;20030501 12:45;V;;;;;;
B;151;1679206;3;20030501 12:45;;;28;CANNING DR;CASINO;2470;711.5;M;20030402;20030410;169000;A;R;RESIDENCE;;AJ;;;9534511;
C;151;1679206;3;20030501 12:45;35//855835;
D;151;1679206;3;20030501 12:45;P;;;;;;
D;151;1679206;3;20030501 12:45;P;;;;;;
D;151;1679206;3;20030501 12:46;V;;;;;;
B;151;1679415;4;20030501 12:46;;;28;CENTRE ST;CASINO;2470;;;20030303;20030404;110000;A;R;RESIDENCE;;AD;;;9547530;
C;151;1679415;4;20030501 12:46;13/3/22359;
D;151;1679415;4;20030501 12:46;P;;;;;;
D;151;1679415;4;20030501 12:46;P;;;;;;
D;151;1679415;4;20030501 12:46;V;;;;;;
B;151;1679804;5;20030501 12:46;;;33;CONVENT PDE;CASINO;2470;1012;M;20030306;20030404;195000;B;R;RESIDENCE;;CB;;;9522701;
C;151;1679804;5;20030501 12:46;1//927627;
D;151;1679804;5;20030501 12:46;P;;;;;;
D;151;1679804;5;20030501 12:46;P;;;;;;
D;151;1679804;5;20030501 12:46;V;;;;;;
B;151;1679973;6;20030501 12:46;;;84;DEAN ST;CASINO;2470;581.7;M;20030217;20030317;125000;A;R;RESIDENCE;;AC;;;9548381;
C;151;1679973;6;20030501 12:46;D//364836;
D;151;1679973;6;20030501 12:46;P;;;;;;
D;151;1679973;6;20030501 12:46;P;;;;;;
D;151;1679973;6;20030501 12:46;V;;;;;;
B;151;1680259;7;20030501 12:46;;;28;FAIRWAY DR;CASINO;2470;683;M;20030221;20030327;118000;A;R;RESIDENCE;;AF;;;9497291;
C;151;1680259;7;20030501 12:46;97//701788;
D;151;1680259;7;20030501 12:46;P;;;;;;
D;151;1680259;7;20030501 12:46;P;;;;;;
