A;150;20030619 09:10;PDANN;
B;150;1665045;1;20030619 09:10;;8;2;ARIKA AVE;OCEAN SHORES;2483;;;20030206;20030310;158000;;3;UNIT;8;;;0;9466720;
C;150;1665045;1;20030619 09:10;8//SP 19941;
D;150;1665045;1;20030619 09:10;P;;;;;;
D;150;1665045;1;20030619 09:10;V;;;;;;
D;150;1665045;1;20030619 09:10;V;;;;;;
B;150;1665058;2;20030619 09:10;;1;;ARMSTRONG ST;SUFFOLK PARK;2481;;;20030227;20030227;116670;;3;;1;;;33;9461631;
C;150;1665058;2;20030619 09:10;1//SP 13573;
D;150;1665058;2;20030619 09:10;P;;;;;;
D;150;1665058;2;20030619 09:10;P;;;;;;
D;150;1665058;2;20030619 09:10;V;;;;;;
D;150;1665058;2;20030619 09:10;V;;;;;;
D;150;1665058;2;20030619 09:10;V;;;;;;
D;150;1665058;2;20030619 09:10;V;;;;;;
B;150;1665074;3;20030619 09:10;;;41;ARMSTRONG ST;SUFFOLK PARK;2481;806.8;M;20021003;20021203;505000;A;R;RESIDENCE;;HG;AC;0;9460746;
C;150;1665074;3;20030619 09:10;9/9/11632 1//40950;
D;150;1665074;3;20030619 09:10;P;;;;;;
D;150;1665074;3;20030619 09:10;P;;;;;;
D;150;1665074;3;20030619 09:10;V;;;;;;
D;150;1665074;3;20030619 09:10;V;;;;;;
B;150;1665262;4;20030619 09:10;;;;BAILEYS RD;COOPERS SHOOT;2479;4396;M;20030120;20030321;830551;R;R;RESIDENCE;;RA;RR;0;9482459;
C;150;1665262;4;20030619 09:10;2//841485;
D;150;1665262;4;20030619 09:10;P;;;;;;
D;150;1665262;4;20030619 09:10;P;;;;;;
D;150;1665262;4;20030619 09:10;V;;;;;;
D;150;1665262;4;20030619 09:10;V;;;;;;
B;150;1665272;5;20030619 09:10;;;;BALEMO DR;OCEAN SHORES;2483;226;M;20030210;20030310;240000;A;R;RESIDENCE;;LB;AC;0;9454592;
C;150;1665272;5;20030619 09:10;12//285026;
D;150;1665272;5;20030619 09:10;P;;;;;;
D;150;1665272;5;20030619 09:10;P;;;;;;
D;150;1665272;5;20030619 09:10;V;;;;;;
