A;164;20020102 12:49;PTHIRLWELL;
B;164;1792474;1;20020102 12:49;;;;PH BOWRA;BOWRAVILLE;2449;7.086;H;20010903;20011130;272500;R;R;RESIDENCE;;TA;RR;;8165175;
C;164;1792474;1;20020102 12:49;22//615004;
D;164;1792474;1;20020102 12:49;P;;;;;;
D;164;1792474;1;20020102 12:49;P;;;;;;
D;164;1792474;1;20020102 12:49;V;;;;;;
B;164;1792897;2;20020102 12:49;;;;CONEN ST;BOWRAVILLE;2449;885.2;M;20011025;20011130;72000;Z;R;RESIDENCE;;AG;AC;;8168679;
C;164;1792897;2;20020102 12:49;1//936077;
D;164;1792897;2;20020102 12:49;P;;;;;;
D;164;1792897;2;20020102 12:49;V;;;;;;
D;164;1792897;2;20020102 12:49;V;;;;;;
D;164;1792897;2;20020102 12:49;V;;;;;;
B;164;1792939;3;20020102 12:49;;;13;GEORGE ST;BOWRAVILLE;2449;967.5;M;20010924;20010924;76000;Z;R;RESIDENCE;;AG;AC;;8008707;
C;164;1792939;3;20020102 12:49;A//302434;
D;164;1792939;3;20020102 12:49;P;;;;;;
D;164;1792939;3;20020102 12:49;P;;;;;;
D;164;1792939;3;20020102 12:49;V;;;;;;
D;164;1792939;3;20020102 12:49;V;;;;;;
B;164;1793039;4;20020102 12:49;;;;HIGH ST;BOWRAVILLE;2449;682.9;M;20010917;20011012;165000;Z;R;RESIDENCE;;CE;AC;;8029622;
C;164;1793039;4;20020102 12:49;1//330860;
D;164;1793039;4;20020102 12:49;P;;;;;;
D;164;1793039;4;20020102 12:49;V;;;;;;
B;164;1793105;5;20020102 12:49;;;;WILSONS RD;BOWRAVILLE;2449;914.8;M;20011010;20011115;115000;Z;R;RESIDENCE;;AG;;;8206094;
C;164;1793105;5;20020102 12:49;2//588533;
D;164;1793105;5;20020102 12:49;P;;;;;;
D;164;1793105;5;20020102 12:49;P;;;;;;
D;164;1793105;5;20020102 12:49;V;;;;;;
B;164;1793214;6;20020102 12:49;;;1072;BUCKRABENDINNI RD;BOWRAVILLE;2449;6.141;H;20011002;20011010;100000;R;R;RESIDENCE;;RW;RR;;8034860;
C;164;1793214;6;20020102 12:49;1072//739002;
D;164;1793214;6;20020102 12:49;P;;;;;;
D;164;1793214;6;20020102 12:49;V;;;;;;
B;164;1793342;7;20020102 12:49;;;;GUMMA RD;GUMMA;2447;1.001;H;20011123;20011214;65000;R;3;SHED;;SF;;;8214474;
C;164;1793342;7;20020102 12:49;2//848475;
D;164;1793342;7;20020102 12:49;P;;;;;;
D;164;1793342;7;20020102 12:49;P;;;;;;
D;164;1793342;7;20020102 12:49;V;;;;;;
D;164;1793342;7;20020102 12:49;V;;;;;;
B;164;1793570;8;20020102 12:49;;;;CONGARINNI RD;MACKSVILLE;2447;16.32;H;20010820;20011002;100000;R;V;VACANT LAND;;TA;RF;;8009840;
C;164;1793570;8;20020102 12:49;1//731255;
D;164;1793570;8;20020102 12:49;P;;;;;;
D;164;1793570;8;20020102 12:49;P;;;;;;
D;164;1793570;8;20020102 12:49;V;;;;;;
D;164;1793570;8;20020102 12:49;V;;;;;;
B;164;1793962;9;20020102 12:49;;;;HODGE ST;MACKSVILLE;2447;594;M;20011109;20011212;126600;A;R;RESIDENCE;;AE;;;8209624;
C;164;1793962;9;20020102 12:49;23//263869;
D;164;1793962;9;20020102 12:49;P;;;;;;
D;164;1793962;9;20020102 12:49;P;;;;;;
D;164;1793962;9;20020102 12:49;V;;;;;;
D;164;1793962;9;20020102 12:49;V;;;;;;
B;164;1794061;10;20020102 12:49;;;;KYLIE ST;MACKSVILLE;2447;1625;M;20010131;20010305;65000;I;V;VACANT LAND;;FB;IV;;8149723;
C;164;1794061;10;20020102 12:49;93//845382;
D;164;1794061;10;20020102 12:49;P;;;;;;
D;164;1794061;10;20020102 12:49;P;;;;;;
D;164;1794061;10;20020102 12:49;V;;;;;;
B;164;1794340;11;20020102 12:49;;;15;STATION ST;MACKSVILLE;2447;;;20011007;20011212;65000;A;R;RESIDENCE;;AE;;;8215626;
C;164;1794340;11;20020102 12:49;3//10113;
D;164;1794340;11;20020102 12:49;P;;;;;;
D;164;1794340;11;20020102 12:49;P;;;;;;
D;164;1794340;11;20020102 12:49;V;;;;;;
B;164;1794598;12;20020102 12:49;;;114;WALLACE ST;MACKSVILLE;2447;1265;M;20010919;20011115;92000;A;R;RESIDENCE;;AE;AC;;8159096;
C;164;1794598;12;20020102 12:49;4/4/758630;
D;164;1794598;12;20020102 12:49;P;;;;;;
D;164;1794598;12;20020102 12:49;V;;;;;;
D;164;1794598;12;20020102 12:49;V;;;;;;
D;164;1794598;12;20020102 12:49;V;;;;;;
B;164;1794655;13;20020102 12:49;;;21;WEST ST;MACKSVILLE;2447;1012;M;20010821;20010925;120000;A;R;RESIDENCE;;AE;AC;;8057601;
C;164;1794655;13;20020102 12:49;6//8420;
D;164;1794655;13;20020102 12:49;P;;;;;;
D;164;1794655;13;20020102 12:49;P;;;;;;
D;164;1794655;13;20020102 12:49;V;;;;;;
B;164;1794668;14;20020102 12:49;;;28;WEST ST;MACKSVILLE;2447;676.6;M;20010921;20011102;92500;A;R;RESIDENCE;;AE;AC;;8090006;
C;164;1794668;14;20020102 12:49;4//8420;
D;164;1794668;14;20020102 12:49;P;;;;;;
D;164;1794668;14;20020102 12:49;V;;;;;;
