A;251;20011109 15:10;CDIXON;
B;251;2673771;1;20011109 15:10;;;22;DERRIBONG ST;TRANGIE;2823;694.8;M;20010619;20010829;7000;Z;R;RESIDENCE;;AF;;;7949851;
C;251;2673771;1;20011109 15:10;3//303764;
D;251;2673771;1;20011109 15:10;P;;;;;;
D;251;2673771;1;20011109 15:10;V;;;;;;
B;251;2674919;2;20011109 15:10;;;;ELM CL;NARROMINE;2821;1372;M;20010615;20010706;22000;Z;V;VACANT LAND;;AB;;;7932304;
C;251;2674919;2;20011109 15:10;207//873411;
D;251;2674919;2;20011109 15:10;P;;;;;;
D;251;2674919;2;20011109 15:10;P;;;;;;
D;251;2674919;2;20011109 15:10;V;;;;;;
B;251;2675139;3;20011109 15:10;;;69;MANILDRA ST;NARROMINE;2821;891.8;M;20010703;20010814;71500;Z;R;RESIDENCE;;AD;;;7920611;
C;251;2675139;3;20011109 15:10;8//249367;
D;251;2675139;3;20011109 15:10;P;;;;;;
D;251;2675139;3;20011109 15:10;V;;;;;;
D;251;2675139;3;20011109 15:10;V;;;;;;
B;251;2675163;4;20011109 15:10;;;104;MAPLE CRES;NARROMINE;2821;1072;M;20010821;20010831;14500;Z;R;RESIDENCE;;AB;;;7973442;
C;251;2675163;4;20011109 15:10;105//810143;
D;251;2675163;4;20011109 15:10;P;;;;;;
D;251;2675163;4;20011109 15:10;P;;;;;;
D;251;2675163;4;20011109 15:10;V;;;;;;
D;251;2675163;4;20011109 15:10;V;;;;;;
B;251;2675472;5;20011109 15:10;;;136;MURGAH ST;NARROMINE;2821;1055;M;20010522;20010702;80000;Z;R;RESIDENCE;;AA;;;7909406;
C;251;2675472;5;20011109 15:10;14//615527;
D;251;2675472;5;20011109 15:10;P;;;;;;
D;251;2675472;5;20011109 15:10;P;;;;;;
D;251;2675472;5;20011109 15:10;V;;;;;;
B;251;2675482;6;20011109 15:10;;;114;MURGAH ST;NARROMINE;2821;1013;M;20010301;20010301;95000;Z;R;RESIDENCE;;AA;;;7916277;
C;251;2675482;6;20011109 15:10;9B//401119;
D;251;2675482;6;20011109 15:10;P;;;;;;
D;251;2675482;6;20011109 15:10;V;;;;;;
B;251;2675779;7;20011109 15:10;;;148;TERANGION ST;NARROMINE;2821;1255;M;20010727;20010907;158000;Z;R;RESIDENCE;;AA;;;7948570;
C;251;2675779;7;20011109 15:10;1//829286;
D;251;2675779;7;20011109 15:10;P;;;;;;
D;251;2675779;7;20011109 15:10;P;;;;;;
D;251;2675779;7;20011109 15:10;V;;;;;;
D;251;2675779;7;20011109 15:10;V;;;;;;
B;251;2675813;8;20011109 15:10;;;12;THIRD AVE N;NARROMINE;2821;;;20010815;20010919;165000;Z;V;VACANT LAND;;AD;;;7963121;
C;251;2675813;8;20011109 15:10;6/1/3572;
D;251;2675813;8;20011109 15:10;P;;;;;;
D;251;2675813;8;20011109 15:10;P;;;;;;
D;251;2675813;8;20011109 15:10;V;;;;;;
Z;42;8;8;24;
