A;249;20030501 13:04;PBARBER;
B;249;2662451;1;20030501 13:04;;;;PSH BELOKA PSH PORS;DALGETY;2628;4.657;H;20030227;20030410;39000;R;V;VACANT LAND;;DA;;;9534744;
C;249;2662451;1;20030501 13:04;3//812085;
D;249;2662451;1;20030501 13:04;P;;;;;;
D;249;2662451;1;20030501 13:04;V;;;;;;
B;249;2662713;2;20030501 13:04;;;26;DRUITT ST;ADAMINABY;2630;904;M;20030214;20030331;72000;A;R;RESIDENCE;;AA;;;9531886;
C;249;2662713;2;20030501 13:04;37//28078;
D;249;2662713;2;20030501 13:04;P;;;;;;
D;249;2662713;2;20030501 13:04;V;;;;;;
D;249;2662713;2;20030501 13:04;V;;;;;;
B;249;2662955;3;20030501 13:04;;;;PSH BULLENBALONG PH PORS;JINDABYNE;2627;321.4;H;20021025;20021125;240000;P;R;RESIDENCE;;PG;;;9538736;
C;249;2662955;3;20030501 13:04;60, 88, 108, 109, 194, 196, 197//756681 Road Permit 31/73 Conditional ;
C;249;2662955;3;20030501 13:04;Lease 19/8 Conditional Lease 22/7 Conditional Lease 24/12;
D;249;2662955;3;20030501 13:04;P;;;;;;
D;249;2662955;3;20030501 13:04;P;;;;;;
D;249;2662955;3;20030501 13:04;V;;;;;;
B;249;2663081;4;20030501 13:04;LAKEWOOD ESTATE;39;;SNOWGLASS DR;JINDABYNE;2627;;;20030401;20030417;389000;;R;RESIDENCE;39;;;;9549775;
C;249;2663081;4;20030501 13:04;39//SP 30123;
D;249;2663081;4;20030501 13:04;P;;;;;;
D;249;2663081;4;20030501 13:04;P;;;;;;
D;249;2663081;4;20030501 13:04;V;;;;;;
B;249;2663573;5;20030501 13:04;;;13;CANDELBARK CCT;JINDABYNE;2627;718;M;20030214;20030401;90000;A;R;RESIDENCE;;AQ;;;9541413;
C;249;2663573;5;20030501 13:04;60//262690;
D;249;2663573;5;20030501 13:04;P;;;;;;
D;249;2663573;5;20030501 13:04;P;;;;;;
D;249;2663573;5;20030501 13:04;V;;;;;;
D;249;2663573;5;20030501 13:04;V;;;;;;
B;249;2663985;6;20030501 13:04;;3;73;GIPPSLAND ST;JINDABYNE;2627;;;20030214;20030314;127000;;R;RESIDENCE;3;;;;9535136;
C;249;2663985;6;20030501 13:04;3//SP 17148;
D;249;2663985;6;20030501 13:04;P;;;;;;
D;249;2663985;6;20030501 13:04;P;;;;;;
D;249;2663985;6;20030501 13:04;V;;;;;;
B;249;2664028;7;20030501 13:04;;3;23;GIPPSLAND ST;JINDABYNE;2627;;;20030217;20030403;134000;;R;RESIDENCE;3;;;;9515721;
C;249;2664028;7;20030501 13:04;3//SP 44424;
D;249;2664028;7;20030501 13:04;P;;;;;;
D;249;2664028;7;20030501 13:04;V;;;;;;
