A;194;20030701 14:36;PDANN;
B;194;1870832;1;20030701 14:36;;;L 103;BARRY RD;NUNDLE;2340;9.106;H;20030205;20030305;165000;R;R;RESIDENCE;;HS;;0;9436211;
C;194;1870832;1;20030701 14:36;103, PT 367, PT 388//755335 , Licence 354087;
D;194;1870832;1;20030701 14:36;P;;;;;;
D;194;1870832;1;20030701 14:36;P;;;;;;
D;194;1870832;1;20030701 14:36;V;;;;;;
B;194;1870842;2;20030701 14:36;;;L 366;BARRY RD;NUNDLE;2340;8.591;H;20030217;20030314;100000;R;R;RESIDENCE;;HS;;0;9514571;
C;194;1870842;2;20030701 14:36;PT 366//755335 (BEING LOT B);
D;194;1870842;2;20030701 14:36;P;;;;;;
D;194;1870842;2;20030701 14:36;V;;;;;;
B;194;1871039;3;20030701 14:36;;;21;RUDDER ST;NUNDLE;2340;4047;M;20030210;20030210;75000;Z;R;RESIDENCE;;ZN;;0;9708660;
C;194;1871039;3;20030701 14:36;9, 10/16/758798;
D;194;1871039;3;20030701 14:36;P;;;;;;
D;194;1871039;3;20030701 14:36;P;;;;;;
D;194;1871039;3;20030701 14:36;P;;;;;;
D;194;1871039;3;20030701 14:36;P;;;;;;
D;194;1871039;3;20030701 14:36;V;;;;;;
D;194;1871039;3;20030701 14:36;V;;;;;;
B;194;1871062;4;20030701 14:36;;;;JENKINS ST;NUNDLE;2340;4047;M;20030423;20030606;22000;Z;V;VACANT LAND;;ZN;;0;9718384;
C;194;1871062;4;20030701 14:36;6, 7/20/758798;
D;194;1871062;4;20030701 14:36;P;;;;;;
D;194;1871062;4;20030701 14:36;P;;;;;;
D;194;1871062;4;20030701 14:36;P;;;;;;
D;194;1871062;4;20030701 14:36;P;;;;;;
D;194;1871062;4;20030701 14:36;V;;;;;;
B;194;1871282;5;20030701 14:36;;;;PH TAMARANG;NUNDLE;2340;445.3;H;20030423;20030604;769000;R;R;RESIDENCE;;GA;;0;9718705;
C;194;1871282;5;20030701 14:36;83//755341;
D;194;1871282;5;20030701 14:36;P;;;;;;
D;194;1871282;5;20030701 14:36;V;;;;;;
B;194;2996479;6;20030701 14:36;;;102;GILL ST;NUNDLE;2340;2200;M;20030516;20030606;70000;;R;RESIDENCE;;;;0;9705098;
C;194;2996479;6;20030701 14:36;5, 6//816986;
D;194;2996479;6;20030701 14:36;P;;;;;;
D;194;2996479;6;20030701 14:36;P;;;;;;
D;194;2996479;6;20030701 14:36;V;;;;;;
D;194;2996479;6;20030701 14:36;V;;;;;;
Z;36;6;6;22;
