A;RTSALEDATA;257;20250203 01:04;VALNET;
B;257;3379911;1;20250203 01:04;;;12;HARDMAN CL;ARMIDALE;2350;1856;M;20241220;20250124;760000;R1;R;RESIDENCE;;AAA;;0;AU778081;
C;257;3379911;1;20250203 01:04;55/1121624;
D;257;3379911;1;20250203 01:04;P;;;;;;
D;257;3379911;1;20250203 01:04;V;;;;;;
D;257;3379911;1;20250203 01:04;V;;;;;;
B;257;4242473;2;20250203 01:04;;;1546;BALDERSLEIGH RD;BALDERSLEIGH;2365;231.1;H;20241205;20250124;1362500;RU1;V;VACANT LAND;;RRN;;0;AU780364;
C;257;4242473;2;20250203 01:04;2/1217731 3/1247793;
D;257;4242473;2;20250203 01:04;P;;;;;;
D;257;4242473;2;20250203 01:04;V;;;;;;
B;257;4244668;3;20250203 01:04;;;300 A;WARRICK RD;CARRAI;2440;40.47;H;20250113;20250128;17000;RU1;V;VACANT LAND;;RRR;;0;AU783172;
C;257;4244668;3;20250203 01:04;18/756486;
D;257;4244668;3;20250203 01:04;P;;;;;;
D;257;4244668;3;20250203 01:04;P;;;;;;
D;257;4244668;3;20250203 01:04;P;;;;;;
D;257;4244668;3;20250203 01:04;V;;;;;;
D;257;4244668;3;20250203 01:04;V;;;;;;
D;257;4244668;3;20250203 01:04;V;;;;;;
B;257;4248469;4;20250203 01:04;;1;11;QUEEN ELIZABETH DR;ARMIDALE;2350;196;M;20241213;20250128;650000;;R;RESIDENCE;1;;;0;AU783099;
C;257;4248469;4;20250203 01:04;1/SP100342;
D;257;4248469;4;20250203 01:04;P;;;;;;
D;257;4248469;4;20250203 01:04;V;;;;;;
B;257;4248469;5;20250203 01:04;;2;11;QUEEN ELIZABETH DR;ARMIDALE;2350;165;M;20241213;20250128;650000;;R;RESIDENCE;2;;;0;AU783099;
C;257;4248469;5;20250203 01:04;2/SP100342;
D;257;4248469;5;20250203 01:04;P;;;;;;
D;257;4248469;5;20250203 01:04;V;;;;;;
B;257;4248469;6;20250203 01:04;;3;11;QUEEN ELIZABETH DR;ARMIDALE;2350;340;M;20241213;20250128;650000;;R;RESIDENCE;3;;;0;AU783099;
C;257;4248469;6;20250203 01:04;3/SP100342;
D;257;4248469;6;20250203 01:04;P;;;;;;
D;257;4248469;6;20250203 01:04;V;;;;;;
B;257;3027371;7;20250203 01:04;;;164;BEARDY ST;ARMIDALE;2350;582;M;20241127;20250124;1180000;E2;3;COMMERCIAL;;EAS;;0;AU778727;
C;257;3027371;7;20250203 01:04;1/123572;
D;257;3027371;7;20250203 01:04;P;;;;;;
D;257;3027371;7;20250203 01:04;V;;;;;;
B;257;4039883;8;20250203 01:04;;;6;ELAINE CL;BLACK MOUNTAIN;2365;8092;M;20241220;20250124;205000;R5;V;VACANT LAND;;RRA;;0;AU778536;
C;257;4039883;8;20250203 01:04;16/1229593;
D;257;4039883;8;20250203 01:04;P;;;;;;
D;257;4039883;8;20250203 01:04;V;;;;;;
D;257;4039883;8;20250203 01:04;V;;;;;;
B;257;1844013;9;20250203 01:04;;;14;GUNGURRU RD;ARMIDALE;2350;3.235;H;20241218;20250129;1200000;R5;R;RESIDENCE;;AEV;;0;AU787147;
C;257;1844013;9;20250203 01:04;8/812797;
D;257;1844013;9;20250203 01:04;P;;;;;;
D;257;1844013;9;20250203 01:04;P;;;;;;
D;257;1844013;9;20250203 01:04;V;;;;;;
B;257;2642908;10;20250203 01:04;;;4;LOCHABER CRES;GUYRA;2365;765.1;M;20241212;20250123;355000;R1;R;RESIDENCE;;GAA;;0;AU772920;
C;257;2642908;10;20250203 01:04;6/237379;
D;257;2642908;10;20250203 01:04;P;;;;;;
D;257;2642908;10;20250203 01:04;P;;;;;;
D;257;2642908;10;20250203 01:04;V;;;;;;
D;257;2642908;10;20250203 01:04;V;;;;;;
B;257;2643082;11;20250203 01:04;;;81;OLLERA ST;GUYRA;2365;2023;M;20241220;20250128;540000;R1;R;RESIDENCE;;GAA;;0;AU785182;
C;257;2643082;11;20250203 01:04;8/4148;
D;257;2643082;11;20250203 01:04;P;;;;;;
D;257;2643082;11;20250203 01:04;V;;;;;;
B;257;3190110;12;20250203 01:04;;;103;SANDON ST;GUYRA;2365;1012;M;20241030;20250129;549000;R1;R;RESIDENCE;;GAA;;0;AU785904;
C;257;3190110;12;20250203 01:04;4/1084146;
D;257;3190110;12;20250203 01:04;P;;;;;;
D;257;3190110;12;20250203 01:04;P;;;;;;
D;257;3190110;12;20250203 01:04;V;;;;;;
B;257;2754735;13;20250203 01:04;;;18;WADE AVE;ARMIDALE;2350;948.5;M;20250109;20250128;515000;R1;R;RESIDENCE;;AAC;;0;AU783246;
C;257;2754735;13;20250203 01:04;1/507043;
D;257;2754735;13;20250203 01:04;P;;;;;;
D;257;2754735;13;20250203 01:04;P;;;;;;
D;257;2754735;13;20250203 01:04;V;;;;;;
D;257;2754735;13;20250203 01:04;V;;;;;;
