A;018;20020102 12:34;PTHIRLWELL;
B;018;390554;1;20020102 12:34;;;;BEGA ST;BEGA;2550;4.047;H;20011107;20011205;30000;R;V;VACANT LAND;;RA;;;8190296;
C;018;390554;1;20020102 12:34;1, 2//996012;
D;018;390554;1;20020102 12:34;P;;;;;;
D;018;390554;1;20020102 12:34;V;;;;;;
B;018;390838;2;20020102 12:34;;;125;EAST ST;BEGA;2550;1429;M;20010920;20011026;132500;A;R;RESIDENCE;;QC;;;8197062;
C;018;390838;2;20020102 12:34;2, 3//376498;
D;018;390838;2;20020102 12:34;P;;;;;;
D;018;390838;2;20020102 12:34;P;;;;;;
D;018;390838;2;20020102 12:34;V;;;;;;
B;018;391352;3;20020102 12:34;;;8;LAWS DR;BEGA;2550;559.2;M;20011026;20011129;98000;A;R;RESIDENCE;;QB;;;8170670;
C;018;391352;3;20020102 12:34;65//261767;
D;018;391352;3;20020102 12:34;P;;;;;;
D;018;391352;3;20020102 12:34;P;;;;;;
D;018;391352;3;20020102 12:34;V;;;;;;
B;018;392037;4;20020102 12:34;;;2 A;UNION ST;BEGA;2550;2987;M;20011023;20011204;124000;A;R;RESIDENCE;;QC;;;8180154;
C;018;392037;4;20020102 12:34;3, 4/2/66 1//959960;
D;018;392037;4;20020102 12:34;P;;;;;;
D;018;392037;4;20020102 12:34;V;;;;;;
B;018;392069;5;20020102 12:34;;;83;UPPER ST;BEGA;2550;736;M;20011106;20011204;55000;A;3;;;QB;;;8184910;
C;018;392069;5;20020102 12:34;1, 2//986323;
D;018;392069;5;20020102 12:34;P;;;;;;
D;018;392069;5;20020102 12:34;V;;;;;;
B;018;392547;6;20020102 12:34;;;;COLUGA ST;BERMAGUI;2546;4015;M;20010823;20011126;90000;A;V;VACANT LAND;;GK;;;8176342;
C;018;392547;6;20020102 12:34;431//816818;
D;018;392547;6;20020102 12:34;P;;;;;;
D;018;392547;6;20020102 12:34;P;;;;;;
D;018;392547;6;20020102 12:34;P;;;;;;
D;018;392547;6;20020102 12:34;V;;;;;;
B;018;392900;7;20020102 12:34;;;10;MUMBULLA ST;BERMAGUI;2546;695.6;M;20011019;20011123;97500;A;R;RESIDENCE;;GG;;;8159191;
C;018;392900;7;20020102 12:34;5/3/25221;
D;018;392900;7;20020102 12:34;P;;;;;;
D;018;392900;7;20020102 12:34;P;;;;;;
D;018;392900;7;20020102 12:34;P;;;;;;
D;018;392900;7;20020102 12:34;V;;;;;;
B;018;393156;8;20020102 12:34;;;;PITT ST;BERMAGUI;2546;784;M;20011026;20011130;26600;A;V;VACANT LAND;;GE;;;8185070;
C;018;393156;8;20020102 12:34;4//22979;
D;018;393156;8;20020102 12:34;P;;;;;;
D;018;393156;8;20020102 12:34;P;;;;;;
D;018;393156;8;20020102 12:34;P;;;;;;
D;018;393156;8;20020102 12:34;V;;;;;;
D;018;393156;8;20020102 12:34;V;;;;;;
B;018;393217;9;20020102 12:34;;;10;SINCLAIR ST;BERMAGUI;2546;739.8;M;20011023;20011126;125000;A;R;RESIDENCE;;GG;;;8175727;
C;018;393217;9;20020102 12:34;26/2/25221;
D;018;393217;9;20020102 12:34;P;;;;;;
D;018;393217;9;20020102 12:34;V;;;;;;
B;018;393386;10;20020102 12:34;;;;WEST ST;BERMAGUI;2546;1.401;H;20011016;20011127;50000;A;V;VACANT LAND;;EA;;;8185863;
C;018;393386;10;20020102 12:34;551//834211;
D;018;393386;10;20020102 12:34;P;;;;;;
D;018;393386;10;20020102 12:34;V;;;;;;
B;018;393420;11;20020102 12:34;;;;BEN BOYD PDE;BOYDTOWN;2551;829.6;M;20011018;20011130;400000;A;R;RESIDENCE;;PA;;;8180834;
C;018;393420;11;20020102 12:34;36//716162;
D;018;393420;11;20020102 12:34;P;;;;;;
D;018;393420;11;20020102 12:34;P;;;;;;
D;018;393420;11;20020102 12:34;V;;;;;;
D;018;393420;11;20020102 12:34;V;;;;;;
B;018;393421;12;20020102 12:34;;;;BEN BOYD PDE;BOYDTOWN;2551;908.1;M;20011018;20011130;400000;A;R;RESIDENCE;;PA;;;8180834;
C;018;393421;12;20020102 12:34;35//716162;
D;018;393421;12;20020102 12:34;P;;;;;;
D;018;393421;12;20020102 12:34;P;;;;;;
D;018;393421;12;20020102 12:34;V;;;;;;
D;018;393421;12;20020102 12:34;V;;;;;;
B;018;393523;13;20020102 12:34;;;;GEORGIA LANE;CANDELO;2550;2694;M;20011105;20011203;12000;A;V;VACANT LAND;;PH;;;8185397;
C;018;393523;13;20020102 12:34;5//840046;
D;018;393523;13;20020102 12:34;P;;;;;;
D;018;393523;13;20020102 12:34;P;;;;;;
D;018;393523;13;20020102 12:34;V;;;;;;
B;018;393588;14;20020102 12:34;;;31;SHARPE ST;CANDELO;2550;2341;M;20010821;20011002;97000;A;V;VACANT LAND;;PH;;;8011217;
C;018;393588;14;20020102 12:34;PT 10, PT 9/6/758219;
D;018;393588;14;20020102 12:34;P;;;;;;
D;018;393588;14;20020102 12:34;V;;;;;;
B;018;393633;15;20020102 12:34;;;22;WILLIAM ST;CANDELO;2550;4047;M;20010913;20011107;90000;A;R;RESIDENCE;;PH;;;8197938;
C;018;393633;15;20020102 12:34;10, 9/19/758219;
D;018;393633;15;20020102 12:34;P;;;;;;
D;018;393633;15;20020102 12:34;V;;;;;;
B;018;393790;16;20020102 12:34;;;31;HOYER ST;COBARGO;2550;1846;M;20011025;20011127;80000;A;R;RESIDENCE;;PC;;;8165506;
C;018;393790;16;20020102 12:34;10/20/2591;
D;018;393790;16;20020102 12:34;P;;;;;;
D;018;393790;16;20020102 12:34;P;;;;;;
D;018;393790;16;20020102 12:34;P;;;;;;
D;018;393790;16;20020102 12:34;V;;;;;;
B;018;393793;17;20020102 12:34;;;;HOYER ST;COBARGO;2550;985.3;M;20011112;20011203;153000;A;R;RESIDENCE;;PC;;;8189097;
C;018;393793;17;20020102 12:34;122//828008;
D;018;393793;17;20020102 12:34;P;;;;;;
D;018;393793;17;20020102 12:34;V;;;;;;
D;018;393793;17;20020102 12:34;V;;;;;;
B;018;393812;18;20020102 12:34;;;;MOTBEY ST;COBARGO;2550;1163;M;20011003;20011107;80000;A;R;RESIDENCE;;PC;;;8170596;
C;018;393812;18;20020102 12:34;71//826623;
D;018;393812;18;20020102 12:34;P;;;;;;
D;018;393812;18;20020102 12:34;P;;;;;;
D;018;393812;18;20020102 12:34;V;;;;;;
D;018;393812;18;20020102 12:34;V;;;;;;
B;018;394036;19;20020102 12:34;;;;BELLEVUE PL;EDEN;2551;1033;M;20011015;20011129;449000;A;3;;;NK;;;8185054;
C;018;394036;19;20020102 12:34;12//834405;
D;018;394036;19;20020102 12:34;P;;;;;;
D;018;394036;19;20020102 12:34;P;;;;;;
D;018;394036;19;20020102 12:34;V;;;;;;
B;018;394038;20;20020102 12:34;;;;BELLEVUE PL;EDEN;2551;995;M;20011015;20011129;449000;A;3;;;NK;;;8185054;
C;018;394038;20;20020102 12:34;14//834405;
D;018;394038;20;20020102 12:34;P;;;;;;
D;018;394038;20;20020102 12:34;P;;;;;;
D;018;394038;20;20020102 12:34;V;;;;;;
B;018;394039;21;20020102 12:34;;;;BELLEVUE PL;EDEN;2551;819.9;M;20011015;20011129;449000;A;3;;;NK;;;8185054;
C;018;394039;21;20020102 12:34;15//834405;
D;018;394039;21;20020102 12:34;P;;;;;;
D;018;394039;21;20020102 12:34;P;;;;;;
D;018;394039;21;20020102 12:34;V;;;;;;
B;018;394040;22;20020102 12:34;;;;BELLEVUE PL;EDEN;2551;688;M;20011015;20011129;449000;A;3;;;NK;;;8185054;
C;018;394040;22;20020102 12:34;16//834405;
D;018;394040;22;20020102 12:34;P;;;;;;
D;018;394040;22;20020102 12:34;P;;;;;;
D;018;394040;22;20020102 12:34;V;;;;;;
B;018;394045;23;20020102 12:34;;;;BELLEVUE PL;EDEN;2551;922;M;20011015;20011129;449000;A;3;;;NK;;;8185054;
C;018;394045;23;20020102 12:34;21//834405;
D;018;394045;23;20020102 12:34;P;;;;;;
D;018;394045;23;20020102 12:34;P;;;;;;
D;018;394045;23;20020102 12:34;V;;;;;;
B;018;394049;24;20020102 12:34;;;;BELLEVUE PL;EDEN;2551;4812;M;20011015;20011129;449000;A;3;;;NK;;;8185054;
C;018;394049;24;20020102 12:34;25//834405;
D;018;394049;24;20020102 12:34;P;;;;;;
D;018;394049;24;20020102 12:34;P;;;;;;
D;018;394049;24;20020102 12:34;V;;;;;;
B;018;394120;25;20020102 12:34;;;11;BUNGO ST;EDEN;2551;603.3;M;20011016;20011127;100000;A;R;RESIDENCE;;NA;;;8163328;
C;018;394120;25;20020102 12:34;122//247191;
D;018;394120;25;20020102 12:34;P;;;;;;
D;018;394120;25;20020102 12:34;P;;;;;;
D;018;394120;25;20020102 12:34;V;;;;;;
D;018;394120;25;20020102 12:34;V;;;;;;
B;018;394141;26;20020102 12:34;;;65;BUNGO ST;EDEN;2551;1561;M;20010820;20011127;138000;A;R;RESIDENCE;;NC;;;8172771;
C;018;394141;26;20020102 12:34;50//879866;
D;018;394141;26;20020102 12:34;P;;;;;;
D;018;394141;26;20020102 12:34;V;;;;;;
B;018;394267;27;20020102 12:34;;1;57;CALLE CALLE ST;EDEN;2551;;;20010720;20010905;135000;;3;HOME UNIT;1;;;;8161610;
C;018;394267;27;20020102 12:34;1//SP 52149;
D;018;394267;27;20020102 12:34;P;;;;;;
D;018;394267;27;20020102 12:34;P;;;;;;
D;018;394267;27;20020102 12:34;V;;;;;;
B;018;394509;28;20020102 12:34;;;48;FLINDERS ST;EDEN;2551;896.9;M;20011024;20011116;120000;A;R;RESIDENCE;;NA;;;8181405;
C;018;394509;28;20020102 12:34;30//596057;
D;018;394509;28;20020102 12:34;P;;;;;;
D;018;394509;28;20020102 12:34;V;;;;;;
B;018;394582;29;20020102 12:34;;;;HOLLYDALE PL;EDEN;2551;631.6;M;20011016;20011130;34000;A;R;RESIDENCE;;NA;;;8192308;
C;018;394582;29;20020102 12:34;8//841832;
D;018;394582;29;20020102 12:34;P;;;;;;
D;018;394582;29;20020102 12:34;P;;;;;;
D;018;394582;29;20020102 12:34;V;;;;;;
B;018;394583;30;20020102 12:34;;;;HOLLYDALE PL;EDEN;2551;571.7;M;20010810;20011109;30000;A;V;VACANT LAND;;NA;;;8143189;
C;018;394583;30;20020102 12:34;9//841832;
D;018;394583;30;20020102 12:34;P;;;;;;
D;018;394583;30;20020102 12:34;P;;;;;;
D;018;394583;30;20020102 12:34;V;;;;;;
B;018;394626;31;20020102 12:34;;;45;IDA RODD DR;EDEN;2551;800;M;20010926;20011130;210000;A;R;RESIDENCE;;NC;;;8176874;
C;018;394626;31;20020102 12:34;51//786941;
D;018;394626;31;20020102 12:34;P;;;;;;
D;018;394626;31;20020102 12:34;P;;;;;;
D;018;394626;31;20020102 12:34;V;;;;;;
B;018;394822;32;20020102 12:34;;5;12;IRENE CRES;EDEN;2551;;;20011113;20011214;47000;;3;UNIT;5;;;;8214303;
C;018;394822;32;20020102 12:34;5//30407;
D;018;394822;32;20020102 12:34;P;;;;;;
D;018;394822;32;20020102 12:34;P;;;;;;
D;018;394822;32;20020102 12:34;V;;;;;;
B;018;395035;33;20020102 12:34;;;;PRINCES HWY;EDEN;2551;760;M;20011015;20011129;449000;A;3;;;NK;;;8185054;
C;018;395035;33;20020102 12:34;3//834405;
D;018;395035;33;20020102 12:34;P;;;;;;
D;018;395035;33;20020102 12:34;P;;;;;;
D;018;395035;33;20020102 12:34;V;;;;;;
B;018;395040;34;20020102 12:34;;;;PRINCES HWY;EDEN;2551;709.4;M;20011015;20011129;449000;A;3;;;NK;;;8185054;
C;018;395040;34;20020102 12:34;8//834405;
D;018;395040;34;20020102 12:34;P;;;;;;
D;018;395040;34;20020102 12:34;P;;;;;;
D;018;395040;34;20020102 12:34;V;;;;;;
B;018;395166;35;20020102 12:34;;;;STANLEY ST;EDEN;2551;1935;M;20011113;20011127;210000;A;R;RESIDENCE;;NB;;;8169971;
C;018;395166;35;20020102 12:34;20/19/758379;
D;018;395166;35;20020102 12:34;P;;;;;;
D;018;395166;35;20020102 12:34;V;;;;;;
B;018;395318;36;20020102 12:34;;;6;YULE ST;EDEN;2551;728.1;M;20011017;20011128;215000;R;R;RESIDENCE;;TE;;;8210639;
C;018;395318;36;20020102 12:34;22//777323;
D;018;395318;36;20020102 12:34;P;;;;;;
D;018;395318;36;20020102 12:34;V;;;;;;
B;018;395526;37;20020102 12:34;;;;BERRAMBOOL DR;MERIMBULA;2548;306.7;M;20011113;20011204;169000;A;R;RESIDENCE;;KA;;;8190377;
C;018;395526;37;20020102 12:34;562//845816;
D;018;395526;37;20020102 12:34;P;;;;;;
D;018;395526;37;20020102 12:34;P;;;;;;
D;018;395526;37;20020102 12:34;V;;;;;;
D;018;395526;37;20020102 12:34;V;;;;;;
B;018;395934;38;20020102 12:34;;;25;COLLINS ST;MERIMBULA;2548;1176;M;20010801;20010801;170000;A;R;RESIDENCE;;KF;;;8205602;
C;018;395934;38;20020102 12:34;26/15/758670;
D;018;395934;38;20020102 12:34;P;;;;;;
D;018;395934;38;20020102 12:34;V;;;;;;
D;018;395934;38;20020102 12:34;V;;;;;;
D;018;395934;38;20020102 12:34;V;;;;;;
D;018;395934;38;20020102 12:34;V;;;;;;
D;018;395934;38;20020102 12:34;V;;;;;;
D;018;395934;38;20020102 12:34;V;;;;;;
