A;252;20011109 15:19;CDIXON;
B;252;2676469;1;20011109 15:19;;;;PH KANGAROO FLAT PORS;WALCHA;2354;2088;H;20010430;20010612;1950000;R;3;;;TD;RG;;7898122;
C;252;2676469;1;20011109 15:19;2//590848 25//756485;
D;252;2676469;1;20011109 15:19;P;;;;;;
D;252;2676469;1;20011109 15:19;V;;;;;;
B;252;2676993;2;20011109 15:19;;;;APSLEY ST;WALCHA;2354;1610;M;20010428;20010601;80000;Z;R;RESIDENCE;;AA;AC;;7785061;
C;252;2676993;2;20011109 15:19;25, 26//834426;
D;252;2676993;2;20011109 15:19;P;;;;;;
D;252;2676993;2;20011109 15:19;P;;;;;;
D;252;2676993;2;20011109 15:19;V;;;;;;
B;252;2677169;3;20011109 15:19;;;45 N;DERBY ST;WALCHA;2354;1459;M;20010629;20010629;125000;Z;3;BANK PREMISES;;BB;BO;;7906530;
C;252;2677169;3;20011109 15:19;1//792054;
D;252;2677169;3;20011109 15:19;P;;;;;;
D;252;2677169;3;20011109 15:19;V;;;;;;
B;252;2677448;4;20011109 15:19;;;160 N;LAGOON ST;WALCHA;2354;795.4;M;20010705;20010827;105000;Z;R;RESIDENCE;;AA;AC;;7929487;
C;252;2677448;4;20011109 15:19;1//249195;
D;252;2677448;4;20011109 15:19;P;;;;;;
D;252;2677448;4;20011109 15:19;P;;;;;;
D;252;2677448;4;20011109 15:19;V;;;;;;
B;252;2677576;5;20011109 15:19;;;153 E;NORTH ST;WALCHA;2354;663.3;M;20010704;20010807;105000;Z;R;RESIDENCE;;AA;AC;;7926559;
C;252;2677576;5;20011109 15:19;4//249195;
D;252;2677576;5;20011109 15:19;P;;;;;;
B;252;2821398;6;20011109 15:19;;;;LAKES RD;WALCHA;2354;170.9;H;20010523;20010629;485000;R;3;GRAZING LAND;;UC;RG;;7911034;
C;252;2821398;6;20011109 15:19;51//1026921;
D;252;2821398;6;20011109 15:19;P;;;;;;
D;252;2821398;6;20011109 15:19;P;;;;;;
D;252;2821398;6;20011109 15:19;V;;;;;;
Z;28;6;6;14;
