A;058;20020603 09:54;PTHIRLWELL;
B;058;525389;1;20020603 09:54;;;;JACK MOSES AVE;GUNDAGAI;2722;1012;M;20011221;20011221;37500;Z;R;RESIDENCE;;AD;AC;;8286981;
C;058;525389;1;20020603 09:54;B//36525;
D;058;525389;1;20020603 09:54;P;;;;;;
D;058;525389;1;20020603 09:54;P;;;;;;
D;058;525389;1;20020603 09:54;V;;;;;;
B;058;525567;2;20020603 09:54;;;;O'HAGEN ST;GUNDAGAI;2722;1276;M;20020212;20020326;70000;Z;R;RESIDENCE;;AN;;;8539446;
C;058;525567;2;20020603 09:54;15//251686;
D;058;525567;2;20020603 09:54;P;;;;;;
D;058;525567;2;20020603 09:54;P;;;;;;
D;058;525567;2;20020603 09:54;V;;;;;;
B;058;525670;3;20020603 09:54;;;77;PUNCH ST;GUNDAGAI;2722;5843;M;20020409;20020501;127500;Z;R;RESIDENCE;;AL;;;8602263;
C;058;525670;3;20020603 09:54;5, 6, 7/53/758785;
D;058;525670;3;20020603 09:54;P;;;;;;
D;058;525670;3;20020603 09:54;P;;;;;;
D;058;525670;3;20020603 09:54;V;;;;;;
B;058;525788;4;20020603 09:54;;;13;RIDGE ST;GUNDAGAI;2722;3.642;H;20010919;20010919;50000;Z;3;;;AM;;;8404873;
C;058;525788;4;20020603 09:54;11/10/758915 13, 14, 15, 16, 17, 18, 19, 20/7/758915;
D;058;525788;4;20020603 09:54;P;;;;;;
B;058;525788;5;20020603 09:54;;;13;RIDGE ST;GUNDAGAI;2722;3.642;H;20010919;20010919;50000;Z;3;;;AM;AV;;4339084;
C;058;525788;5;20020603 09:54;11/10/758915 13, 14, 15, 16, 17, 18, 19, 20/7/758915;
D;058;525788;5;20020603 09:54;P;;;;;;
B;058;525790;6;20020603 09:54;;;25;RIDGE ST;GUNDAGAI;2722;1024;M;20011205;20020116;70000;Z;R;RESIDENCE;;AG;AC;;4339063;
C;058;525790;6;20020603 09:54;4//156537;
D;058;525790;6;20020603 09:54;P;;;;;;
D;058;525790;6;20020603 09:54;V;;;;;;
