A;RTSALEDATA;265;20250630 01:11;VALNET;
B;265;420129;1;20250630 01:11;;;17;RICHARDS ST;COOTAMUNDRA;2590;986.39;M;20250606;20250620;360000;R1;R;RESIDENCE;;RCY;;;AV167687;
C;265;420129;1;20250630 01:11;25/224230;
D;265;420129;1;20250630 01:11;P;;;;;;
D;265;420129;1;20250630 01:11;P;;;;;;
D;265;420129;1;20250630 01:11;V;;;;;;
D;265;420129;1;20250630 01:11;V;;;;;;
B;265;420406;2;20250630 01:11;;;23;TEMORA ST;COOTAMUNDRA;2590;550.1;M;20250523;20250620;385000;R1;R;RESIDENCE;;RCY;;;AV168192;
C;265;420406;2;20250630 01:11;4/24900;
D;265;420406;2;20250630 01:11;P;;;;;;
D;265;420406;2;20250630 01:11;P;;;;;;
D;265;420406;2;20250630 01:11;V;;;;;;
B;265;421521;3;20250630 01:11;;;12;HOSKINS ST;WALLENDBEEN;2588;2023;M;20250528;20250625;375000;RU5;R;RESIDENCE;;VWB;;;AV180991;
C;265;421521;3;20250630 01:11;2/22/759041;
D;265;421521;3;20250630 01:11;P;;;;;;
D;265;421521;3;20250630 01:11;V;;;;;;
B;265;526656;4;20250630 01:11;;;143;TABERS LANE;COOLAC;2727;1575;M;20250526;20250623;295000;RU1;R;RESIDENCE;;HPA;;;AV173985;
C;265;526656;4;20250630 01:11;32/614532;
D;265;526656;4;20250630 01:11;P;;;;;;
D;265;526656;4;20250630 01:11;V;;;;;;
Z;21;4;4;11;
