A;RTSALEDATA;100;20250623 01:07;VALNET;
B;100;3397964;1;20250623 01:07;;;27;HINCHINBROOK DR;SHELL COVE;2529;627.4;M;20250430;20250611;1750000;R2;R;RESIDENCE;;AAE;;;AV138162;
C;100;3397964;1;20250623 01:07;7403/1126990;
D;100;3397964;1;20250623 01:07;P;;;;;;
D;100;3397964;1;20250623 01:07;P;;;;;;
D;100;3397964;1;20250623 01:07;V;;;;;;
D;100;3397964;1;20250623 01:07;V;;;;;;
B;100;4136886;2;20250623 01:07;;;27;BOXWOOD AVE;CALDERWOOD;2527;300;M;20250506;20250617;900000;R1;R;RESIDENCE;;ARC;;;AV153713;
C;100;4136886;2;20250623 01:07;2211/1214797;
D;100;4136886;2;20250623 01:07;P;;;;;;
D;100;4136886;2;20250623 01:07;P;;;;;;
D;100;4136886;2;20250623 01:07;V;;;;;;
D;100;4136886;2;20250623 01:07;V;;;;;;
B;100;3070429;3;20250623 01:07;;2;57;PARKES ST;OAK FLATS;2529;;;20250509;20250619;540000;;R;RESIDENCE;2;;;;AV163523;
C;100;3070429;3;20250623 01:07;2/SP72258;
D;100;3070429;3;20250623 01:07;P;;;;;;
D;100;3070429;3;20250623 01:07;V;;;;;;
D;100;3070429;3;20250623 01:07;V;;;;;;
B;100;4124690;4;20250623 01:07;;;20;CHAPLIN PL;ALBION PARK;2527;217;M;20250527;20250617;820000;R2;R;RESIDENCE;;ABA;;;AV156211;
C;100;4124690;4;20250623 01:07;21/1243166;
D;100;4124690;4;20250623 01:07;P;;;;;;
D;100;4124690;4;20250623 01:07;V;;;;;;
B;100;4615495;5;20250623 01:07;;;22;POSTMASTER DR;CALDERWOOD;2527;350;M;20240212;20250617;447000;;V;VACANT LAND;;;;;AV153890;
C;100;4615495;5;20250623 01:07;6062/1296458;
D;100;4615495;5;20250623 01:07;P;;;;;;
D;100;4615495;5;20250623 01:07;V;;;;;;
B;100;4615496;6;20250623 01:07;;;20;POSTMASTER DR;CALDERWOOD;2527;350;M;20240213;20250617;447000;;V;VACANT LAND;;;;;AV155792;
C;100;4615496;6;20250623 01:07;6063/1296458;
D;100;4615496;6;20250623 01:07;P;;;;;;
D;100;4615496;6;20250623 01:07;V;;;;;;
B;100;4615497;7;20250623 01:07;;;18;POSTMASTER DR;CALDERWOOD;2527;425.7;M;20240214;20250617;478000;;V;VACANT LAND;;;;;AV154505;
