A;062;20011109 12:47;CDIXON;
B;062;535664;1;20011109 12:47;;;51;JERILDERIE ST;JERILDERIE;2716;781.5;M;20000630;20010630;18000;Z;3;;;ZB;;;7937267;
C;062;535664;1;20011109 12:47;1//342421 1//348408;
D;062;535664;1;20011109 12:47;P;;;;;;
D;062;535664;1;20011109 12:47;V;;;;;;
Z;6;1;1;2;
