A;RTSALEDATA;103;20250407 01:07;VALNET;
B;103;1157709;1;20250407 01:07;;;46;HUME DR;HELENSBURGH;2508;455.3;M;20250212;20250331;1100000;R2;R;RESIDENCE;;AAE;;0;AU936595;
C;103;1157709;1;20250407 01:07;851/752033;
D;103;1157709;1;20250407 01:07;P;;;;;;
D;103;1157709;1;20250407 01:07;P;;;;;;
D;103;1157709;1;20250407 01:07;V;;;;;;
D;103;1157709;1;20250407 01:07;V;;;;;;
B;103;1157840;2;20250407 01:07;;;22;HUNTLEY RD;AVONDALE;2530;650.1;M;20250112;20250331;820000;R2;R;RESIDENCE;;ABA;;0;AU938641;
C;103;1157840;2;20250407 01:07;2/259827;
D;103;1157840;2;20250407 01:07;P;;;;;;
D;103;1157840;2;20250407 01:07;V;;;;;;
D;103;1157840;2;20250407 01:07;V;;;;;;
B;103;1160499;3;20250407 01:07;;;21;WILLOW TREE AVE;KANAHOOKA;2530;206.6;M;20250108;20250402;625000;C4;R;RESIDENCE;;PAH;;0;AU944299;
C;103;1160499;3;20250407 01:07;21/285386;
D;103;1160499;3;20250407 01:07;P;;;;;;
D;103;1160499;3;20250407 01:07;V;;;;;;
D;103;1160499;3;20250407 01:07;V;;;;;;
D;103;1160499;3;20250407 01:07;V;;;;;;
B;103;1172157;4;20250407 01:07;;;155;MOUNT KEIRA RD;MOUNT KEIRA;2500;986.4;M;20250131;20250401;1330000;R2;R;RESIDENCE;;AAT;;0;AU941826;
C;103;1172157;4;20250407 01:07;44/3/4738;
D;103;1172157;4;20250407 01:07;P;;;;;;
D;103;1172157;4;20250407 01:07;P;;;;;;
D;103;1172157;4;20250407 01:07;V;;;;;;
B;103;1158777;5;20250407 01:07;;;5;IRIS AVE;CONISTON;2500;752.5;M;20250210;20250324;980000;R2;R;RESIDENCE;;ABJ;;0;AU916587;
C;103;1158777;5;20250407 01:07;18/25045;
D;103;1158777;5;20250407 01:07;P;;;;;;
D;103;1158777;5;20250407 01:07;P;;;;;;
D;103;1158777;5;20250407 01:07;V;;;;;;
B;103;1161589;6;20250407 01:07;;4;2;KEIRA ST;WOLLONGONG;2500;;;20250218;20250401;625000;;R;RESIDENCE;4;;;0;AU939935;
C;103;1161589;6;20250407 01:07;4/SP11919;
D;103;1161589;6;20250407 01:07;P;;;;;;
D;103;1161589;6;20250407 01:07;V;;;;;;
D;103;1161589;6;20250407 01:07;V;;;;;;
B;103;1161589;7;20250407 01:07;;5;2;KEIRA ST;WOLLONGONG;2500;;;20250305;20250402;675000;;R;RESIDENCE;5;;;0;AU944860;
C;103;1161589;7;20250407 01:07;5/SP11919;
D;103;1161589;7;20250407 01:07;P;;;;;;
D;103;1161589;7;20250407 01:07;P;;;;;;
D;103;1161589;7;20250407 01:07;V;;;;;;
B;103;1164434;8;20250407 01:07;;;58;LAKE PDE;EAST CORRIMAL;2518;720.9;M;20250219;20250402;2213000;R2;R;RESIDENCE;;AAO;;0;AU943592;
C;103;1164434;8;20250407 01:07;27/9943;
D;103;1164434;8;20250407 01:07;P;;;;;;
D;103;1164434;8;20250407 01:07;P;;;;;;
D;103;1164434;8;20250407 01:07;V;;;;;;
B;103;1167087;9;20250407 01:07;;;3;LISMORE ST;BELLAMBI;2518;619.7;M;20250312;20250402;400000;R2;R;RESIDENCE;;AAO;;0;AU943353;
C;103;1167087;9;20250407 01:07;1/501940;
D;103;1167087;9;20250407 01:07;P;;;;;;
D;103;1167087;9;20250407 01:07;P;;;;;;
D;103;1167087;9;20250407 01:07;V;;;;;;
D;103;1167087;9;20250407 01:07;V;;;;;;
D;103;1167087;9;20250407 01:07;V;;;;;;
B;103;1167178;10;20250407 01:07;;;13;LOCHVIEW AVE;FARMBOROUGH HEIGHTS;2526;556.4;M;20250214;20250328;987000;R2;R;RESIDENCE;;AAX;;0;AU932428;
C;103;1167178;10;20250407 01:07;14/236426;
D;103;1167178;10;20250407 01:07;P;;;;;;
D;103;1167178;10;20250407 01:07;P;;;;;;
D;103;1167178;10;20250407 01:07;V;;;;;;
D;103;1167178;10;20250407 01:07;V;;;;;;
B;103;1167315;11;20250407 01:07;;;9;LOMBARD AVE;FAIRY MEADOW;2519;607;M;20250219;20250402;1200000;R2;R;RESIDENCE;;AAR;;0;AU944232;
C;103;1167315;11;20250407 01:07;201/29635;
D;103;1167315;11;20250407 01:07;P;;;;;;
D;103;1167315;11;20250407 01:07;V;;;;;;
B;103;1170081;12;20250407 01:07;;;129;MEADOW ST;FAIRY MEADOW;2519;986.4;M;20241127;20250402;1295000;R2;R;RESIDENCE;;AAQ;;0;AU945071;
C;103;1170081;12;20250407 01:07;9/1087753;
D;103;1170081;12;20250407 01:07;P;;;;;;
D;103;1170081;12;20250407 01:07;V;;;;;;
