A;231;20110801 02:34;VALNET;
B;231;2608068;1;20110801 02:34;;;39;WOLLONGOUGH ST;UNGARIE;2669;1385;M;20110517;20110616;215000;Z;3;HOTEL;;VU;;0;AG342610;
C;231;2608068;1;20110801 02:34;1/342071 B/342073 1/1052670;
D;231;2608068;1;20110801 02:34;P;;;;;;
D;231;2608068;1;20110801 02:34;P;;;;;;
D;231;2608068;1;20110801 02:34;V;;;;;;
B;231;2608630;2;20110801 02:34;;;45;GILBERT ST;WYALONG;2671;1012;M;20110527;20110627;140000;Z;3;UNITS;;AB;;0;AG386306;
C;231;2608630;2;20110801 02:34;12/29/759123;
D;231;2608630;2;20110801 02:34;P;;;;;;
D;231;2608630;2;20110801 02:34;P;;;;;;
D;231;2608630;2;20110801 02:34;V;;;;;;
B;231;3574235;3;20110801 02:34;;;;BOLTES RD;WEST WYALONG;2671;5834;M;20110328;20110520;60000;Z;V;VACANT LAND;;AA;;0;AG372804;
C;231;3574235;3;20110801 02:34;1/1163804;
D;231;3574235;3;20110801 02:34;P;;;;;;
D;231;3574235;3;20110801 02:34;P;;;;;;
D;231;3574235;3;20110801 02:34;V;;;;;;
D;231;3574235;3;20110801 02:34;V;;;;;;
B;231;3592295;4;20110801 02:34;;;;GREEN LANE;BARMEDMAN;2668;413.2;H;20110704;20110708;625999;;3;FARM;;;;0;AG365124;
C;231;3592295;4;20110801 02:34;122/750627;
D;231;3592295;4;20110801 02:34;P;;;;;;
D;231;3592295;4;20110801 02:34;V;;;;;;
D;231;3592295;4;20110801 02:34;V;;;;;;
D;231;3592295;4;20110801 02:34;V;;;;;;
B;231;3592296;5;20110801 02:34;;;299;GREEN LANE;BARMEDMAN;2668;2828.01;H;20110704;20110708;1047666;;3;FARM;;;;0;AG365039;
C;231;3592296;5;20110801 02:34;B/101400 129/720615 3/750583 2, 10/750588 21, 22, 74, 75, 79, 82/75062;
C;231;3592296;5;20110801 02:34;2 1, 2/876762 Enclosure Permit 60082 Enclosure Permit 60146;
D;231;3592296;5;20110801 02:34;P;;;;;;
D;231;3592296;5;20110801 02:34;P;;;;;;
D;231;3592296;5;20110801 02:34;V;;;;;;
D;231;3592296;5;20110801 02:34;V;;;;;;
D;231;3592296;5;20110801 02:34;V;;;;;;
B;231;3592122;6;20110801 02:34;;;1;WOLLONGOUGH ST;UNGARIE;2669;2960;M;20110607;20110630;1000;;V;VACANT LAND;;;;0;AG350935;
C;231;3592122;6;20110801 02:34;9, 10/C/8548;
D;231;3592122;6;20110801 02:34;P;;;;;;
D;231;3592122;6;20110801 02:34;V;;;;;;
B;231;2607457;7;20110801 02:34;;;117;FOSTERS LANE;WYALONG;2671;599.6;H;20110718;20110718;777525;R;3;FARM;;RM;;0;AG381745;
C;231;2607457;7;20110801 02:34;9/654491 8, 10, 176/750615;
D;231;2607457;7;20110801 02:34;P;;;;;;
D;231;2607457;7;20110801 02:34;V;;;;;;
B;231;3180848;8;20110801 02:34;;;34;HOSPITAL RD;WEST WYALONG;2671;848.3;M;20110525;20110712;225000;Z;R;RESIDENCE;;AA;;0;AG381834;
C;231;3180848;8;20110801 02:34;4/1078541;
D;231;3180848;8;20110801 02:34;P;;;;;;
D;231;3180848;8;20110801 02:34;P;;;;;;
D;231;3180848;8;20110801 02:34;V;;;;;;
B;231;3180892;9;20110801 02:34;;;6;LADY MARY DR;WEST WYALONG;2671;830.5;M;20110525;20110712;225000;Z;R;RESIDENCE;;AA;;0;AG381637;
C;231;3180892;9;20110801 02:34;48/1078541;
D;231;3180892;9;20110801 02:34;P;;;;;;
D;231;3180892;9;20110801 02:34;P;;;;;;
D;231;3180892;9;20110801 02:34;V;;;;;;
B;231;3330787;10;20110801 02:34;;;29;CREEK ST;MIRROOL;2665;1012;M;20110608;20110706;6900;Z;V;VACANT LAND;;VM;;0;AG377378;
C;231;3330787;10;20110801 02:34;10/1/758684;
D;231;3330787;10;20110801 02:34;P;;;;;;
D;231;3330787;10;20110801 02:34;V;;;;;;
D;231;3330787;10;20110801 02:34;V;;;;;;
Z;55;10;11;32;
