A;241;20030501 13:04;PBARBER;
B;241;2639366;1;20030501 13:04;;;;BEECH CL;GLOUCESTER;2422;625.7;M;20030225;20030328;31000;A;V;VACANT LAND;;AB;;;9534162;
C;241;2639366;1;20030501 13:04;236//249569;
D;241;2639366;1;20030501 13:04;P;;;;;;
D;241;2639366;1;20030501 13:04;P;;;;;;
D;241;2639366;1;20030501 13:04;V;;;;;;
B;241;2639599;2;20030501 13:04;;;73;CHURCH ST;GLOUCESTER;2422;214.6;M;20021213;20030124;200000;B;3;SHOP;;CA;BS;;9334587;
C;241;2639599;2;20030501 13:04;PT 1//594809;
D;241;2639599;2;20030501 13:04;P;;;;;;
D;241;2639599;2;20030501 13:04;P;;;;;;
D;241;2639599;2;20030501 13:04;V;;;;;;
B;241;2639600;3;20030501 13:04;;;75;CHURCH ST;GLOUCESTER;2422;203.3;M;20021213;20030124;200000;B;3;SHOP;;CA;BS;;9334587;
C;241;2639600;3;20030501 13:04;PT 1//594809;
D;241;2639600;3;20030501 13:04;P;;;;;;
D;241;2639600;3;20030501 13:04;P;;;;;;
D;241;2639600;3;20030501 13:04;V;;;;;;
B;241;2639623;4;20030501 13:04;;;131;CHURCH ST;GLOUCESTER;2422;847.3;M;20020710;20020710;80000;B;R;RESIDENCE;;CB;AC;;4378505;
C;241;2639623;4;20030501 13:04;2//157164;
D;241;2639623;4;20030501 13:04;P;;;;;;
D;241;2639623;4;20030501 13:04;P;;;;;;
D;241;2639623;4;20030501 13:04;V;;;;;;
B;241;2639629;5;20030501 13:04;;;;CLARKE CL;GLOUCESTER;2422;2066;M;20030215;20030404;37000;A;V;VACANT LAND;;AB;;;9546247;
C;241;2639629;5;20030501 13:04;42//876221;
D;241;2639629;5;20030501 13:04;P;;;;;;
D;241;2639629;5;20030501 13:04;P;;;;;;
D;241;2639629;5;20030501 13:04;V;;;;;;
B;241;2639962;6;20030501 13:04;;;11;GREGSON ST;GLOUCESTER;2422;;;20020812;20030117;70000;A;R;RESIDENCE;;AA;AC;;9329846;
C;241;2639962;6;20030501 13:04;6/22/192505;
D;241;2639962;6;20030501 13:04;P;;;;;;
D;241;2639962;6;20030501 13:04;V;;;;;;
B;241;2639994;7;20030501 13:04;;;;HENDERSON ST;GLOUCESTER;2422;844.6;M;20030305;20030417;28500;A;V;VACANT LAND;;AF;;;9552534;
C;241;2639994;7;20030501 13:04;92//861914;
D;241;2639994;7;20030501 13:04;P;;;;;;
D;241;2639994;7;20030501 13:04;P;;;;;;
D;241;2639994;7;20030501 13:04;V;;;;;;
B;241;2639997;8;20030501 13:04;;;;HENDERSON ST;GLOUCESTER;2422;827.2;M;20030221;20030404;27500;A;V;VACANT LAND;;AF;;;9518455;
C;241;2639997;8;20030501 13:04;87//861914;
D;241;2639997;8;20030501 13:04;P;;;;;;
D;241;2639997;8;20030501 13:04;V;;;;;;
B;241;2639998;9;20030501 13:04;;;;HENDERSON ST;GLOUCESTER;2422;793.4;M;20030221;20030404;27500;A;V;VACANT LAND;;AF;;;9546536;
C;241;2639998;9;20030501 13:04;86//861914;
D;241;2639998;9;20030501 13:04;P;;;;;;
D;241;2639998;9;20030501 13:04;P;;;;;;
D;241;2639998;9;20030501 13:04;V;;;;;;
B;241;2640016;10;20030501 13:04;;;;HIGGINS CL;GLOUCESTER;2422;779.7;M;20030305;20030417;24500;A;V;VACANT LAND;;AF;;;9552546;
C;241;2640016;10;20030501 13:04;90//861914;
D;241;2640016;10;20030501 13:04;P;;;;;;
D;241;2640016;10;20030501 13:04;V;;;;;;
B;241;2640027;11;20030501 13:04;;;;HIGGINS CL;GLOUCESTER;2422;881.2;M;20030218;20030401;28500;A;V;VACANT LAND;;AF;;;9514983;
C;241;2640027;11;20030501 13:04;93//861914;
D;241;2640027;11;20030501 13:04;P;;;;;;
