A;242;20110801 02:34;VALNET;
B;242;3579108;1;20110801 02:34;;;1;SWIMMING POOL RD;TINGHA;2369;5047.1;M;20100716;20100723;1763;A;V;VACANT LAND;;AT;;0;AF935403;
C;242;3579108;1;20110801 02:34;62/753678 1, 2/1156783;
D;242;3579108;1;20110801 02:34;P;;;;;;
D;242;3579108;1;20110801 02:34;P;;;;;;
D;242;3579108;1;20110801 02:34;V;;;;;;
D;242;3579108;1;20110801 02:34;V;;;;;;
D;242;3579108;1;20110801 02:34;V;;;;;;
B;242;3592067;2;20110801 02:34;VENTURA;;440;ASTON RD;STANBOROUGH;2360;734.1;H;20110401;20110531;650000;;R;RESIDENCE;;;;0;AG300012;
C;242;3592067;2;20110801 02:34;26, 27/704032 183/705150 31, 32/726329 7/753637 130/753664;
D;242;3592067;2;20110801 02:34;P;;;;;;
D;242;3592067;2;20110801 02:34;V;;;;;;
D;242;3592067;2;20110801 02:34;V;;;;;;
B;242;3592069;3;20110801 02:34;;;;HOLYWELL RD;BLACK MOUNTAIN;2365;2;H;20110505;20110609;110000;;V;VACANT LAND;;;;0;AG320608;
C;242;3592069;3;20110801 02:34;1/1131344;
D;242;3592069;3;20110801 02:34;P;;;;;;
D;242;3592069;3;20110801 02:34;P;;;;;;
D;242;3592069;3;20110801 02:34;V;;;;;;
D;242;3592069;3;20110801 02:34;V;;;;;;
B;242;3592072;4;20110801 02:34;;;19 B;TOMS GULLY RD;BLACK MOUNTAIN;2365;2.024;H;20110517;20110621;114000;;V;VACANT LAND;;;;0;AG368659;
C;242;3592072;4;20110801 02:34;1, 2/981192;
D;242;3592072;4;20110801 02:34;P;;;;;;
D;242;3592072;4;20110801 02:34;V;;;;;;
D;242;3592072;4;20110801 02:34;V;;;;;;
B;242;3592506;5;20110801 02:34;;;27;ALBION FLAT RD;TINGHA;2369;2011;M;20110513;20110526;2500;;V;VACANT LAND;;;;0;AG343687;
C;242;3592506;5;20110801 02:34;143/753678;
D;242;3592506;5;20110801 02:34;P;;;;;;
D;242;3592506;5;20110801 02:34;V;;;;;;
B;242;3592512;6;20110801 02:34;;;;PORT OAKEY;GUYRA;2365;1152;H;20100316;20100316;213345;;3;FARM;;;;0;AG263153;
C;242;3592512;6;20110801 02:34;12, 19/751464;
D;242;3592512;6;20110801 02:34;P;;;;;;
D;242;3592512;6;20110801 02:34;V;;;;;;
B;242;2642871;7;20110801 02:34;;;64;LLANGOTHLIN ST;GUYRA;2365;2023;M;20110609;20110629;170000;A;R;RESIDENCE;;AA;;0;AG389541;
C;242;2642871;7;20110801 02:34;6/6060;
D;242;2642871;7;20110801 02:34;P;;;;;;
D;242;2642871;7;20110801 02:34;P;;;;;;
D;242;2642871;7;20110801 02:34;V;;;;;;
D;242;2642871;7;20110801 02:34;V;;;;;;
Z;39;7;7;23;
