A;244;20030801 12:38;PDANN;
B;244;2647866;1;20030801 12:38;;;51;LORNE ST;LAKE CARGELLIGO;2672;1012;M;20030702;20030709;50000;Z;R;RESIDENCE;;LA;;0;9790642;
C;244;2647866;1;20030801 12:38;9B//319421;
D;244;2647866;1;20030801 12:38;P;;;;;;
D;244;2647866;1;20030801 12:38;V;;;;;;
D;244;2647866;1;20030801 12:38;V;;;;;;
B;244;2647880;2;20030801 12:38;;;95;LORNE ST;LAKE CARGELLIGO;2672;1282;M;20030402;20030516;125100;Z;3;FLATS;;LA;;0;9792618;
C;244;2647880;2;20030801 12:38;8/17/758595;
D;244;2647880;2;20030801 12:38;P;;;;;;
D;244;2647880;2;20030801 12:38;P;;;;;;
D;244;2647880;2;20030801 12:38;V;;;;;;
B;244;2649119;3;20030801 12:38;;;51;BATHURST ST;CONDOBOLIN;2877;2023;M;20030619;20030627;260000;Z;R;RESIDENCE;;CJ;;0;9824066;
C;244;2649119;3;20030801 12:38;9/9/758271;
D;244;2649119;3;20030801 12:38;P;;;;;;
D;244;2649119;3;20030801 12:38;V;;;;;;
D;244;2649119;3;20030801 12:38;V;;;;;;
B;244;2650235;4;20030801 12:38;;;3;OXLEY ST;CONDOBOLIN;2877;724.3;M;20030624;20030718;50000;Z;R;RESIDENCE;;CA;;0;9818621;
C;244;2650235;4;20030801 12:38;B//102127;
D;244;2650235;4;20030801 12:38;P;;;;;;
D;244;2650235;4;20030801 12:38;V;;;;;;
B;244;2650520;5;20030801 12:38;;;;BONNIE DOON;CONDOBOLIN;2877;49.53;H;20030402;20030704;140000;R;3;FARM LAND;;CR;;0;9801690;
C;244;2650520;5;20030801 12:38;2//251946 116//752080;
D;244;2650520;5;20030801 12:38;P;;;;;;
D;244;2650520;5;20030801 12:38;P;;;;;;
D;244;2650520;5;20030801 12:38;V;;;;;;
B;244;3011836;6;20030801 12:38;;;;KIACATOO RD;CONDOBOLIN;2877;8.094;H;20030604;20030616;40000;;V;VACANT LAND;;;;0;9717698;
C;244;3011836;6;20030801 12:38;127//752080;
D;244;3011836;6;20030801 12:38;P;;;;;;
D;244;3011836;6;20030801 12:38;P;;;;;;
D;244;3011836;6;20030801 12:38;V;;;;;;
D;244;3011836;6;20030801 12:38;V;;;;;;
B;244;3012944;7;20030801 12:38;;;;"WYOMING";TULLIBIGEAL;2669;682.5;H;20030619;20030619;506000;;3;FARM;;;;0;9761647;
C;244;3012944;7;20030801 12:38;31, 32, 33//753133;
D;244;3012944;7;20030801 12:38;P;;;;;;
D;244;3012944;7;20030801 12:38;V;;;;;;
Z;36;7;7;20;
