A;151;20110801 02:21;VALNET;
B;151;1685704;1;20110801 02:21;;;37;RIVER ST;WOODBURN;2472;2023;M;20110316;20110517;32000;A;V;VACANT LAND;;DJ;;0;AG374671;
C;151;1685704;1;20110801 02:21;41/828607;
D;151;1685704;1;20110801 02:21;P;;;;;;
D;151;1685704;1;20110801 02:21;V;;;;;;
D;151;1685704;1;20110801 02:21;V;;;;;;
D;151;1685704;1;20110801 02:21;V;;;;;;
B;151;1686265;2;20110801 02:21;;;1275;SWAN BAY-NEW ITALY RD;NEW ITALY;2472;6;H;20110526;20110624;305000;R;R;RESIDENCE;;RU;;0;AG377085;
C;151;1686265;2;20110801 02:21;8/262921;
D;151;1686265;2;20110801 02:21;P;;;;;;
D;151;1686265;2;20110801 02:21;V;;;;;;
B;151;1686850;3;20110801 02:21;;;;THE SUMMERLAND WAY;MYRTLE CREEK;2469;29.34;H;20110602;20110630;149000;R;V;VACANT LAND;;RD;;0;AG380702;
C;151;1686850;3;20110801 02:21;69/755620;
D;151;1686850;3;20110801 02:21;P;;;;;;
D;151;1686850;3;20110801 02:21;V;;;;;;
D;151;1686850;3;20110801 02:21;V;;;;;;
B;151;1684835;4;20110801 02:21;;;23;OCEAN DR;SOUTH EVANS HEAD;2473;607;M;20110406;20110707;375000;A;R;RESIDENCE;;DD;;0;AG382159;
C;151;1684835;4;20110801 02:21;1/249266;
D;151;1684835;4;20110801 02:21;P;;;;;;
D;151;1684835;4;20110801 02:21;V;;;;;;
Z;21;4;4;11;
