A;195;20030619 09:13;PDANN;
B;195;1871842;1;20030619 09:13;;;;PH ATTUNGA;MOORE;2340;2.169;H;20030122;20030211;165000;R;3;HOBBY FARM;;FW;;0;9466673;
C;195;1871842;1;20030619 09:13;9//246680;
D;195;1871842;1;20030619 09:13;P;;;;;;
D;195;1871842;1;20030619 09:13;P;;;;;;
D;195;1871842;1;20030619 09:13;V;;;;;;
B;195;1872166;2;20030619 09:13;;;;PH BUBBOGULLION;TAMWORTH;2340;151;H;20021118;20030214;505000;R;3;FARM;;RW;RM;0;9420968;
C;195;1872166;2;20030619 09:13;174//753833 BLOCK F , WB 142365;
D;195;1872166;2;20030619 09:13;P;;;;;;
D;195;1872166;2;20030619 09:13;P;;;;;;
D;195;1872166;2;20030619 09:13;V;;;;;;
B;195;1872660;3;20030619 09:13;;;;PH CLIFT;WERRIS CREEK;2341;803.61;H;20021016;20021129;1325000;R;3;FARM;;RA;RM;0;9185987;
C;195;1872660;3;20030619 09:13;4/A/29984 1, 5, 9//245965 51//555945 312//619009;
D;195;1872660;3;20030619 09:13;P;;;;;;
D;195;1872660;3;20030619 09:13;P;;;;;;
D;195;1872660;3;20030619 09:13;P;;;;;;
D;195;1872660;3;20030619 09:13;V;;;;;;
B;195;1872676;4;20030619 09:13;"ATHBURN";;;BARNBROOK RD;WERRIS CREEK;2341;39.34;H;20021104;20021209;250000;R;R;RESIDENCE;;HW;RF;0;9268148;
C;195;1872676;4;20030619 09:13;1//718512;
D;195;1872676;4;20030619 09:13;P;;;;;;
D;195;1872676;4;20030619 09:13;P;;;;;;
D;195;1872676;4;20030619 09:13;V;;;;;;
B;195;1872972;5;20030619 09:13;;;84;HENRY ST;WERRIS CREEK;2341;1016;M;20021113;20021129;40000;Z;R;RESIDENCE;;ZW;ACO;0;9344696;
C;195;1872972;5;20030619 09:13;PT 2/4/1109;
D;195;1872972;5;20030619 09:13;P;;;;;;
D;195;1872972;5;20030619 09:13;V;;;;;;
D;195;1872972;5;20030619 09:13;V;;;;;;
B;195;1872973;6;20030619 09:13;;;86;HENRY ST;WERRIS CREEK;2341;1012;M;20021113;20021129;40000;Z;R;RESIDENCE;;ZW;ACO;0;9344696;
C;195;1872973;6;20030619 09:13;1//667263;
D;195;1872973;6;20030619 09:13;P;;;;;;
D;195;1872973;6;20030619 09:13;V;;;;;;
B;195;1873038;7;20030619 09:13;;;97;HENRY ST;WERRIS CREEK;2341;796.7;M;20030221;20030314;55000;Z;R;RESIDENCE;;ZW;AC;0;9468056;
C;195;1873038;7;20030619 09:13;C//333769;
D;195;1873038;7;20030619 09:13;P;;;;;;
D;195;1873038;7;20030619 09:13;V;;;;;;
B;195;1873105;8;20030619 09:13;;;37;KURRARA ST;WERRIS CREEK;2341;1036;M;20030129;20030217;190000;Z;R;RESIDENCE;;ZW;AC;0;9472729;
C;195;1873105;8;20030619 09:13;15//261918;
D;195;1873105;8;20030619 09:13;P;;;;;;
D;195;1873105;8;20030619 09:13;P;;;;;;
D;195;1873105;8;20030619 09:13;V;;;;;;
D;195;1873105;8;20030619 09:13;V;;;;;;
B;195;1873429;9;20030619 09:13;;;;PH CURRABUBULA;CURRABUBULA;2342;84.98;H;20021213;20030224;70000;R;3;;;HW;RF;0;9400269;
C;195;1873429;9;20030619 09:13;125, 136, 138, 302//751011 . . WS 037890 WB 120278;
D;195;1873429;9;20030619 09:13;P;;;;;;
D;195;1873429;9;20030619 09:13;V;;;;;;
B;195;1873470;10;20030619 09:13;;;;PH CURRABUBULA;CURRABUBULA;2342;5.387;H;20030203;20030306;173000;R;R;RESIDENCE;;FC;RR;0;9445046;
C;195;1873470;10;20030619 09:13;371//751011;
D;195;1873470;10;20030619 09:13;P;;;;;;
D;195;1873470;10;20030619 09:13;P;;;;;;
D;195;1873470;10;20030619 09:13;V;;;;;;
B;195;1873698;11;20030619 09:13;;;RMB546;'WUNGUM';GOWRIE NSW;2340;9.851;H;20030123;20030221;265000;R;R;RESIDENCE;;FC;RR;0;9418121;
C;195;1873698;11;20030619 09:13;41//774863;
D;195;1873698;11;20030619 09:13;P;;;;;;
D;195;1873698;11;20030619 09:13;P;;;;;;
D;195;1873698;11;20030619 09:13;V;;;;;;
B;195;1874019;12;20030619 09:13;"ORANA";;;NEW ENGLAND GULLY RD;MOONBI;2353;21.14;H;20030116;20030205;225000;R;3;HOBBY FARM;;HT;RF;0;9423627;
C;195;1874019;12;20030619 09:13;PT 115//753841 Licence 309078;
D;195;1874019;12;20030619 09:13;P;;;;;;
D;195;1874019;12;20030619 09:13;P;;;;;;
D;195;1874019;12;20030619 09:13;V;;;;;;
B;195;1874189;13;20030619 09:13;;;;PH MOONBI;MOONBI;2353;4.07;H;20030212;20030324;200000;R;R;RESIDENCE;;FT;RR;0;9480924;
C;195;1874189;13;20030619 09:13;1//607312;
D;195;1874189;13;20030619 09:13;P;;;;;;
D;195;1874189;13;20030619 09:13;V;;;;;;
B;195;1874528;14;20030619 09:13;;;;DENMAN AVE;KOOTINGAL;2352;897.9;M;20030110;20030224;10000;Z;V;VACANT LAND;;ZK;AV;0;9474921;
C;195;1874528;14;20030619 09:13;17//24908;
D;195;1874528;14;20030619 09:13;P;;;;;;
D;195;1874528;14;20030619 09:13;P;;;;;;
D;195;1874528;14;20030619 09:13;V;;;;;;
B;195;1875620;15;20030619 09:13;;;;PH PERRY;MOONBI;2353;40.57;H;20030117;20030228;211000;R;3;FARM;;HB;RF;0;9459039;
C;195;1875620;15;20030619 09:13;3//258775;
D;195;1875620;15;20030619 09:13;P;;;;;;
D;195;1875620;15;20030619 09:13;V;;;;;;
B;195;1875770;16;20030619 09:13;;;;"CURRABUBULA STATION";CURRABUBULA;2342;2148;H;20021220;20030115;3000000;R;R;RESIDENCE;;RM;RMO;0;9366775;
C;195;1875770;16;20030619 09:13;;
D;195;1875770;16;20030619 09:13;P;;;;;;
D;195;1875770;16;20030619 09:13;P;;;;;;
D;195;1875770;16;20030619 09:13;V;;;;;;
B;195;1876370;17;20030619 09:13;;;;PH TIMBUMBURI;LOOMBERAH;2340;280;H;20021109;20021220;955000;R;3;HOUSE & FARM;;RA;RM;0;9276772;
C;195;1876370;17;20030619 09:13;58//755343;
