A;RTSALEDATA;223;20250203 01:03;VALNET;
B;223;2485470;1;20250203 01:03;;;5;COONONG ST;BUSBY;2168;575.4;M;20241207;20250129;910000;R3;R;RESIDENCE;;LMM;;0;AU786672;
C;223;2485470;1;20250203 01:03;441/222642;
D;223;2485470;1;20250203 01:03;P;;;;;;
D;223;2485470;1;20250203 01:03;V;;;;;;
D;223;2485470;1;20250203 01:03;V;;;;;;
B;223;2480822;2;20250203 01:03;;;12;BUCKLAND RD;CASULA;2170;556.4;M;20241213;20250124;1040000;R2;R;RESIDENCE;;LFF;;0;AU779079;
C;223;2480822;2;20250203 01:03;654/244365;
D;223;2480822;2;20250203 01:03;P;;;;;;
D;223;2480822;2;20250203 01:03;V;;;;;;
D;223;2480822;2;20250203 01:03;V;;;;;;
B;223;2476053;3;20250203 01:03;;;31;ATKINSON ST;LIVERPOOL;2170;557;M;20241203;20250124;2120000;R4;R;RESIDENCE;;HDB;;0;AU777572;
C;223;2476053;3;20250203 01:03;27/975958;
D;223;2476053;3;20250203 01:03;P;;;;;;
D;223;2476053;3;20250203 01:03;P;;;;;;
D;223;2476053;3;20250203 01:03;V;;;;;;
B;223;2476054;4;20250203 01:03;;;33;ATKINSON ST;LIVERPOOL;2170;557;M;20241203;20250124;2120000;R4;R;RESIDENCE;;HDB;;0;AU777572;
C;223;2476054;4;20250203 01:03;26/975958;
D;223;2476054;4;20250203 01:03;P;;;;;;
D;223;2476054;4;20250203 01:03;P;;;;;;
D;223;2476054;4;20250203 01:03;V;;;;;;
B;223;2476186;5;20250203 01:03;;;28;AUGUSTA ST;CASULA;2170;607;M;20241216;20250128;1300000;R2;R;RESIDENCE;;LFF;;0;AU782669;
C;223;2476186;5;20250203 01:03;615/244365;
D;223;2476186;5;20250203 01:03;P;;;;;;
D;223;2476186;5;20250203 01:03;P;;;;;;
D;223;2476186;5;20250203 01:03;V;;;;;;
D;223;2476186;5;20250203 01:03;V;;;;;;
