A;085;20030501 12:40;PBARBER;
B;085;720968;1;20030501 12:40;;142;25;BEST ST;LANE COVE;2066;;;20030321;20030416;455000;;R;RESIDENCE;142;;;;9551825;
C;085;720968;1;20030501 12:40;142//SP 33227;
D;085;720968;1;20030501 12:40;P;;;;;;
D;085;720968;1;20030501 12:40;P;;;;;;
D;085;720968;1;20030501 12:40;V;;;;;;
B;085;721639;2;20030501 12:40;;5;300 A;BURNS BAY RD;LANE COVE;2066;;;20030203;20030314;473000;;R;RESIDENCE;5;;;;9526129;
C;085;721639;2;20030501 12:40;5//SP 6522;
D;085;721639;2;20030501 12:40;P;;;;;;
D;085;721639;2;20030501 12:40;V;;;;;;
D;085;721639;2;20030501 12:40;V;;;;;;
B;085;721937;3;20030501 12:40;;4;278;BURNS BAY RD;LANE COVE;2066;;;20030203;20030402;740000;;R;RESIDENCE;4;;;;9521485;
C;085;721937;3;20030501 12:40;4//SP 54813;
D;085;721937;3;20030501 12:40;P;;;;;;
D;085;721937;3;20030501 12:40;P;;;;;;
D;085;721937;3;20030501 12:40;V;;;;;;
D;085;721937;3;20030501 12:40;V;;;;;;
B;085;722512;4;20030501 12:40;;6;83;BURNS BAY RD;LANE COVE;2066;;;20030218;20030318;355000;;R;RESIDENCE;6;;;;9517528;
C;085;722512;4;20030501 12:40;6//SP 11873;
D;085;722512;4;20030501 12:40;P;;;;;;
D;085;722512;4;20030501 12:40;V;;;;;;
D;085;722512;4;20030501 12:40;V;;;;;;
B;085;723769;5;20030501 12:40;;;4;COONAH PDE;RIVERVIEW;2066;575.4;M;20030318;20030414;1400000;A;R;RESIDENCE;;EB;;;9539167;
C;085;723769;5;20030501 12:40;107//225718;
D;085;723769;5;20030501 12:40;P;;;;;;
D;085;723769;5;20030501 12:40;V;;;;;;
B;085;725268;6;20030501 12:40;;10;57;GARLING ST;LANE COVE WEST;2066;;;20030311;20030416;582000;;R;RESIDENCE;10;;;;9547168;
C;085;725268;6;20030501 12:40;10//SP 48660;
D;085;725268;6;20030501 12:40;P;;;;;;
D;085;725268;6;20030501 12:40;P;;;;;;
D;085;725268;6;20030501 12:40;V;;;;;;
B;085;725285;7;20030501 12:40;;;28;GARLING ST;LANE COVE WEST;2066;701.2;M;20030307;20030421;645000;A;V;VACANT LAND;;EL;;;9552577;
C;085;725285;7;20030501 12:40;2//1010504;
D;085;725285;7;20030501 12:40;P;;;;;;
D;085;725285;7;20030501 12:40;P;;;;;;
D;085;725285;7;20030501 12:40;V;;;;;;
D;085;725285;7;20030501 12:40;V;;;;;;
B;085;726572;8;20030501 12:40;;3;10;HELEN ST;LANE COVE WEST;2066;;;20030307;20030411;310000;;R;RESIDENCE;3;;;;9535825;
C;085;726572;8;20030501 12:40;3//SP 9742;
D;085;726572;8;20030501 12:40;P;;;;;;
D;085;726572;8;20030501 12:40;V;;;;;;
B;085;726751;9;20030501 12:40;;;39;HOWELL AVE;LANE COVE;2066;762.5;M;20030222;20030408;882000;A;R;RESIDENCE;;EF;;;9535413;
C;085;726751;9;20030501 12:40;63//10084;
D;085;726751;9;20030501 12:40;P;;;;;;
D;085;726751;9;20030501 12:40;P;;;;;;
D;085;726751;9;20030501 12:40;V;;;;;;
B;085;727390;10;20030501 12:40;;;94;KENNETH ST;LANE COVE;2066;651.3;M;20030226;20030319;1650000;A;R;RESIDENCE;;EC;;;9520857;
C;085;727390;10;20030501 12:40;C//29484;
D;085;727390;10;20030501 12:40;P;;;;;;
D;085;727390;10;20030501 12:40;P;;;;;;
D;085;727390;10;20030501 12:40;V;;;;;;
B;085;728257;11;20030501 12:40;;20;11 A;LITTLE ST;LANE COVE;2066;;;20030224;20030417;400000;;R;RESIDENCE;20;;;;9552139;
C;085;728257;11;20030501 12:40;20//SP 4455;
D;085;728257;11;20030501 12:40;P;;;;;;
D;085;728257;11;20030501 12:40;P;;;;;;
D;085;728257;11;20030501 12:40;V;;;;;;
B;085;729511;12;20030501 12:40;;;31;MORRICE ST;LANE COVE;2066;335.1;M;20030220;20030403;645000;A;R;RESIDENCE;;EF;;;9529616;
C;085;729511;12;20030501 12:40;2//231729;
D;085;729511;12;20030501 12:40;P;;;;;;
D;085;729511;12;20030501 12:40;P;;;;;;
D;085;729511;12;20030501 12:40;V;;;;;;
D;085;729511;12;20030501 12:40;V;;;;;;
B;085;730290;13;20030501 12:40;;7;19;MURRAY ST;LANE COVE;2066;;;20030206;20030327;347500;;R;RESIDENCE;7;;;;9541846;
C;085;730290;13;20030501 12:40;7//SP 6048;
D;085;730290;13;20030501 12:40;P;;;;;;
D;085;730290;13;20030501 12:40;P;;;;;;
B;085;730290;14;20030501 12:40;;22;19;MURRAY ST;LANE COVE;2066;;;20030226;20030410;360000;;R;RESIDENCE;22;;;;9553750;
C;085;730290;14;20030501 12:40;22//SP 6048;
D;085;730290;14;20030501 12:40;P;;;;;;
D;085;730290;14;20030501 12:40;P;;;;;;
D;085;730290;14;20030501 12:40;V;;;;;;
B;085;730987;15;20030501 12:40;;48;450;PACIFIC HWY;ARTARMON;2064;;;20030214;20030403;162500;;R;RESIDENCE;48;;;;9522525;
C;085;730987;15;20030501 12:40;48//SP 48216;
D;085;730987;15;20030501 12:40;P;;;;;;
D;085;730987;15;20030501 12:40;V;;;;;;
B;085;731186;16;20030501 12:40;;25;446;PACIFIC HWY;ARTARMON;2064;;;20030218;20030404;291000;;R;RESIDENCE;25;;;;9518747;
C;085;731186;16;20030501 12:40;25//SP 14846;
D;085;731186;16;20030501 12:40;P;;;;;;
D;085;731186;16;20030501 12:40;V;;;;;;
B;085;734145;17;20030501 12:40;;;15;WILLIAM EDWARD ST;LONGUEVILLE;2066;703.8;M;20030117;20030320;80000;A;R;RESIDENCE;;ED;;;9553121;
C;085;734145;17;20030501 12:40;301//10679;
D;085;734145;17;20030501 12:40;P;;;;;;
D;085;734145;17;20030501 12:40;V;;;;;;
D;085;734145;17;20030501 12:40;V;;;;;;
Z;85;17;17;49;
