A;081;20011109 09:17;CDIXON;
B;081;573690;1;20011109 09:17;;;53;ACRES RD;KELLYVILLE;2155;698.1;M;20010512;20010625;370000;A;R;RESIDENCE;;AR;;;7735319;
C;081;573690;1;20011109 09:17;8//244951;
D;081;573690;1;20011109 09:17;P;;;;;;
D;081;573690;1;20011109 09:17;P;;;;;;
D;081;573690;1;20011109 09:17;V;;;;;;
D;081;573690;1;20011109 09:17;V;;;;;;
B;081;573830;2;20011109 09:17;;;1;ADELPHI ST;ROUSE HILL;2155;790.5;M;20010530;20010714;170000;A;3;NULL;;AT;;;7775796;
C;081;573830;2;20011109 09:17;52//1009490;
D;081;573830;2;20011109 09:17;P;;;;;;
D;081;573830;2;20011109 09:17;V;;;;;;
B;081;574369;3;20011109 09:17;;;16;ALEXANDRA PL;CARLINGFORD;2118;929.5;M;20010524;20010627;437000;A;R;RESIDENCE;;AA;;;7745023;
C;081;574369;3;20011109 09:17;55//225370;
D;081;574369;3;20011109 09:17;P;;;;;;
D;081;574369;3;20011109 09:17;P;;;;;;
D;081;574369;3;20011109 09:17;V;;;;;;
B;081;574419;4;20011109 09:17;;;10;ALLANDALE DR;BAULKHAM HILLS;2153;750;M;20010526;20010712;390000;A;R;RESIDENCE;;AQ;;;7780253;
C;081;574419;4;20011109 09:17;115//263700;
D;081;574419;4;20011109 09:17;P;;;;;;
D;081;574419;4;20011109 09:17;P;;;;;;
D;081;574419;4;20011109 09:17;V;;;;;;
B;081;574569;5;20011109 09:17;;;17;ALYSSE CL;BAULKHAM HILLS;2153;701.3;M;20010605;20010724;585000;A;R;RESIDENCE;;AQ;;;7812597;
C;081;574569;5;20011109 09:17;52//778775;
D;081;574569;5;20011109 09:17;P;;;;;;
D;081;574569;5;20011109 09:17;P;;;;;;
D;081;574569;5;20011109 09:17;V;;;;;;
B;081;574606;6;20011109 09:17;;;;AMAROO PARK DR;ANNANGROVE;2156;2.106;H;20010504;20010718;575000;R;V;VACANT LAND;;RD;;;7796092;
C;081;574606;6;20011109 09:17;216//1006018;
D;081;574606;6;20011109 09:17;P;;;;;;
D;081;574606;6;20011109 09:17;P;;;;;;
D;081;574606;6;20011109 09:17;P;;;;;;
D;081;574606;6;20011109 09:17;V;;;;;;
B;081;574688;7;20011109 09:17;;;3;AMELIA GODBEE AVE;GLENHAVEN;2156;1010;M;20010605;20010627;438000;A;R;RESIDENCE;;AE;;;7751694;
C;081;574688;7;20011109 09:17;11//740117;
D;081;574688;7;20011109 09:17;P;;;;;;
D;081;574688;7;20011109 09:17;P;;;;;;
D;081;574688;7;20011109 09:17;V;;;;;;
B;081;574808;8;20011109 09:17;;;;AMY HAWKINS CCT;KELLYVILLE;2155;569.4;M;20010712;20010712;540000;A;R;RESIDENCE;;AT;;;7776679;
C;081;574808;8;20011109 09:17;156//1007387;
D;081;574808;8;20011109 09:17;P;;;;;;
D;081;574808;8;20011109 09:17;P;;;;;;
D;081;574808;8;20011109 09:17;V;;;;;;
D;081;574808;8;20011109 09:17;V;;;;;;
B;081;575126;9;20011109 09:17;;;81;ANNANGROVE RD;ANNANGROVE;2156;2.023;H;20010518;20010627;820000;R;R;RESIDENCE;;RD;;;7759738;
C;081;575126;9;20011109 09:17;2//31199;
D;081;575126;9;20011109 09:17;P;;;;;;
D;081;575126;9;20011109 09:17;P;;;;;;
D;081;575126;9;20011109 09:17;V;;;;;;
