A;014;20020301 13:35;CDIXON;
B;014;330905;1;20020301 13:35;;;13;AGATHA AVE;LAKE MUNMORAH;2259;695.6;M;20010817;20010927;242000;A;R;RESIDENCE;;CQ;;;8379383;
C;014;330905;1;20020301 13:35;67//221815;
D;014;330905;1;20020301 13:35;P;;;;;;
D;014;330905;1;20020301 13:35;P;;;;;;
D;014;330905;1;20020301 13:35;V;;;;;;
D;014;330905;1;20020301 13:35;V;;;;;;
B;014;330921;2;20020301 13:35;;;24;AHINA AVE;HALEKULANI;2262;556.4;M;20011128;20020111;190000;A;R;RESIDENCE;;CE;AC;;8314232;
C;014;330921;2;20020301 13:35;1537//24650;
D;014;330921;2;20020301 13:35;P;;;;;;
D;014;330921;2;20020301 13:35;V;;;;;;
D;014;330921;2;20020301 13:35;V;;;;;;
B;014;331022;3;20020301 13:35;;;3;ALBATROSS RD;BERKELEY VALE;2261;581.7;M;20010713;20010824;162000;A;R;RESIDENCE;;CB;AC;;8331840;
C;014;331022;3;20020301 13:35;50//218003;
D;014;331022;3;20020301 13:35;P;;;;;;
D;014;331022;3;20020301 13:35;V;;;;;;
B;014;331085;4;20020301 13:35;;28;10;ALBERT ST;OURIMBAH;2258;;;20020111;20020201;170000;;R;RESIDENCE;28;;;;8341828;
C;014;331085;4;20020301 13:35;28//SP 58690;
D;014;331085;4;20020301 13:35;P;;;;;;
D;014;331085;4;20020301 13:35;V;;;;;;
B;014;331237;5;20020301 13:35;;;9;ALEWA AVE;HALEKULANI;2262;556.4;M;20011211;20020118;187000;A;R;RESIDENCE;;CE;;;8373324;
C;014;331237;5;20020301 13:35;1522//24650;
D;014;331237;5;20020301 13:35;P;;;;;;
D;014;331237;5;20020301 13:35;V;;;;;;
D;014;331237;5;20020301 13:35;V;;;;;;
B;014;331240;6;20020301 13:35;;;15;ALEWA AVE;HALEKULANI;2262;556.4;M;20011115;20011213;125000;A;R;RESIDENCE;;CE;AC;;8310411;
C;014;331240;6;20020301 13:35;1519//24650;
D;014;331240;6;20020301 13:35;P;;;;;;
D;014;331240;6;20020301 13:35;V;;;;;;
B;014;331283;7;20020301 13:35;;12;16;ALEX CL;OURIMBAH;2258;;;20011205;20020123;160000;;R;RESIDENCE;12;;;;8350899;
C;014;331283;7;20020301 13:35;12//SP 40364;
D;014;331283;7;20020301 13:35;P;;;;;;
D;014;331283;7;20020301 13:35;P;;;;;;
B;014;331498;8;20020301 13:35;;;60 A;ALISON RD;WYONG;2259;358.1;M;20011221;20020201;142000;A;R;RESIDENCE;;DF;;;8352017;
C;014;331498;8;20020301 13:35;42//1009593;
D;014;331498;8;20020301 13:35;P;;;;;;
D;014;331498;8;20020301 13:35;V;;;;;;
B;014;331817;9;20020301 13:35;;;16;AMBROSIUS CT;TUGGERAH;2259;375.6;M;20011211;20020130;204100;A;R;RESIDENCE;;DX;;;8366015;
C;014;331817;9;20020301 13:35;151//851996;
D;014;331817;9;20020301 13:35;P;;;;;;
D;014;331817;9;20020301 13:35;P;;;;;;
D;014;331817;9;20020301 13:35;V;;;;;;
D;014;331817;9;20020301 13:35;V;;;;;;
B;014;331888;10;20020301 13:35;;;;ANDERSON RD;GLENNING VALLEY;2261;5.02;H;20011102;20011212;805000;P;R;RESIDENCE;;PB;;;8358250;
C;014;331888;10;20020301 13:35;1//263306;
D;014;331888;10;20020301 13:35;P;;;;;;
D;014;331888;10;20020301 13:35;V;;;;;;
B;014;332204;11;20020301 13:35;;;15;ANNABEL AVE;LAKE MUNMORAH;2259;581.7;M;20011109;20020122;259000;A;R;RESIDENCE;;CQ;;;8369489;
C;014;332204;11;20020301 13:35;176//25687;
D;014;332204;11;20020301 13:35;P;;;;;;
D;014;332204;11;20020301 13:35;P;;;;;;
D;014;332204;11;20020301 13:35;V;;;;;;
D;014;332204;11;20020301 13:35;V;;;;;;
B;014;332359;12;20020301 13:35;;;23;ANZAC RD;LONG JETTY;2261;676.6;M;20020107;20020214;350000;A;R;RESIDENCE;;CC;;;8365000;
C;014;332359;12;20020301 13:35;1//524650;
D;014;332359;12;20020301 13:35;P;;;;;;
D;014;332359;12;20020301 13:35;V;;;;;;
B;014;332956;13;20020301 13:35;;;11 A;ASHWOOD CL;GLENNING VALLEY;2261;1256;M;20011106;20020129;385000;A;R;RESIDENCE;;DZ;;;8362432;
C;014;332956;13;20020301 13:35;4025//834675;
D;014;332956;13;20020301 13:35;P;;;;;;
D;014;332956;13;20020301 13:35;P;;;;;;
D;014;332956;13;20020301 13:35;V;;;;;;
D;014;332956;13;20020301 13:35;V;;;;;;
B;014;333491;14;20020301 13:35;;;53;BALMORAL DR;GOROKAN;2263;505.9;M;20011203;20020109;183000;A;R;RESIDENCE;;CM;;;8369985;
C;014;333491;14;20020301 13:35;23//28881;
D;014;333491;14;20020301 13:35;P;;;;;;
D;014;333491;14;20020301 13:35;P;;;;;;
D;014;333491;14;20020301 13:35;V;;;;;;
B;014;333516;15;20020301 13:35;;;20;BALMORAL DR;GOROKAN;2263;537.4;M;20011203;20020114;228000;A;3;TOWNHOUSE;;CM;AC;;8319927;
C;014;333516;15;20020301 13:35;512//535327;
D;014;333516;15;20020301 13:35;P;;;;;;
D;014;333516;15;20020301 13:35;P;;;;;;
D;014;333516;15;20020301 13:35;V;;;;;;
B;014;333890;16;20020301 13:35;;;8;BARRAGOOLA RD;BLUE HAVEN;2262;387.2;M;20011128;20011220;185000;A;R;RESIDENCE;;CD;;;8355531;
C;014;333890;16;20020301 13:35;2079//849946;
D;014;333890;16;20020301 13:35;P;;;;;;
D;014;333890;16;20020301 13:35;V;;;;;;
B;014;334003;17;20020301 13:35;;;32;BARTON RD;DOYALSON;2262;841;M;20011221;20011221;140000;A;R;RESIDENCE;;CJ;;;8345407;
C;014;334003;17;20020301 13:35;55//215875;
D;014;334003;17;20020301 13:35;P;;;;;;
D;014;334003;17;20020301 13:35;P;;;;;;
D;014;334003;17;20020301 13:35;V;;;;;;
B;014;334060;18;20020301 13:35;;;36;BASS AVE;KILLARNEY VALE;2261;600.7;M;20011203;20020111;249000;A;R;RESIDENCE;;CP;;;8369145;
C;014;334060;18;20020301 13:35;164//27040;
D;014;334060;18;20020301 13:35;P;;;;;;
D;014;334060;18;20020301 13:35;P;;;;;;
D;014;334060;18;20020301 13:35;P;;;;;;
D;014;334060;18;20020301 13:35;V;;;;;;
B;014;334224;19;20020301 13:35;;;177;BATEAU BAY RD;BATEAU BAY;2261;708.2;M;20011021;20020114;330000;A;R;RESIDENCE;;CA;;;8338856;
C;014;334224;19;20020301 13:35;18//24139;
D;014;334224;19;20020301 13:35;P;;;;;;
D;014;334224;19;20020301 13:35;P;;;;;;
D;014;334224;19;20020301 13:35;V;;;;;;
D;014;334224;19;20020301 13:35;V;;;;;;
D;014;334224;19;20020301 13:35;V;;;;;;
B;014;334258;20;20020301 13:35;;;72;BATEAU BAY RD;BATEAU BAY;2261;638.6;M;20011130;20020112;210000;A;R;RESIDENCE;;CA;;;8357984;
C;014;334258;20;20020301 13:35;9//24621;
D;014;334258;20;20020301 13:35;P;;;;;;
D;014;334258;20;20020301 13:35;P;;;;;;
D;014;334258;20;20020301 13:35;V;;;;;;
B;014;334267;21;20020301 13:35;;;56;BATEAU BAY RD;BATEAU BAY;2261;562.7;M;20011022;20011203;380000;A;R;RESIDENCE;;CA;AC;;8319631;
