A;218;20110801 02:30;VALNET;
B;218;2929802;1;20110801 02:30;;;2;MUNDARDA PL;ST HELENS PARK;2560;369.4;M;20110610;20110722;343000;A;R;RESIDENCE;;AG;;0;AG386638;
C;218;2929802;1;20110801 02:30;3/1043076;
D;218;2929802;1;20110801 02:30;P;;;;;;
D;218;2929802;1;20110801 02:30;V;;;;;;
B;218;3468233;2;20110801 02:30;;;17;JOSEPH WHITEHOUSE CL;MINTO;2566;4185;M;20110421;20110620;399000;P;V;VACANT LAND;;PF;;0;AG342394;
C;218;3468233;2;20110801 02:30;79/1127194;
D;218;3468233;2;20110801 02:30;P;;;;;;
D;218;3468233;2;20110801 02:30;P;;;;;;
D;218;3468233;2;20110801 02:30;V;;;;;;
B;218;3515518;3;20110801 02:30;;;9;PERCIVAL AVE;INGLEBURN;2565;500.4;M;20110617;20110713;185000;A;V;VACANT LAND;;EE;;0;AG377318;
C;218;3515518;3;20110801 02:30;23/1096807;
D;218;3515518;3;20110801 02:30;P;;;;;;
D;218;3515518;3;20110801 02:30;P;;;;;;
D;218;3515518;3;20110801 02:30;V;;;;;;
B;218;3584095;4;20110801 02:30;;;4;MACEDON ST;MINTO;2566;483.3;M;20110512;20110711;182000;A;V;VACANT LAND;;EM;;0;AG371966;
C;218;3584095;4;20110801 02:30;409/1162524;
D;218;3584095;4;20110801 02:30;P;;;;;;
D;218;3584095;4;20110801 02:30;P;;;;;;
D;218;3584095;4;20110801 02:30;V;;;;;;
B;218;3584096;5;20110801 02:30;;;6;MACEDON ST;MINTO;2566;483.8;M;20110513;20110712;185000;A;V;VACANT LAND;;EM;;0;AG372139;
C;218;3584096;5;20110801 02:30;410/1162524;
D;218;3584096;5;20110801 02:30;P;;;;;;
D;218;3584096;5;20110801 02:30;P;;;;;;
D;218;3584096;5;20110801 02:30;V;;;;;;
B;218;3586299;6;20110801 02:30;;;67;NORTHAMPTON DR;GLENFIELD;2167;307.1;M;20100806;20110602;438000;A;R;RESIDENCE;;EU;;0;AG362574;
C;218;3586299;6;20110801 02:30;88/270660;
D;218;3586299;6;20110801 02:30;P;;;;;;
D;218;3586299;6;20110801 02:30;P;;;;;;
D;218;3586299;6;20110801 02:30;V;;;;;;
B;218;2296463;7;20110801 02:30;;7;6;ALLARD PL;INGLEBURN;2565;;;20110607;20110719;255000;;3;VILLA;7;;;0;AG376972;
C;218;2296463;7;20110801 02:30;7/SP35429;
D;218;2296463;7;20110801 02:30;P;;;;;;
D;218;2296463;7;20110801 02:30;P;;;;;;
D;218;2296463;7;20110801 02:30;V;;;;;;
B;218;2304584;8;20110801 02:30;;1;6;CARY GR;MINTO;2566;;;20110630;20110630;350000;;3;FACTORY UNIT;1;;;0;AG371314;
C;218;2304584;8;20110801 02:30;1/SP63218;
D;218;2304584;8;20110801 02:30;P;;;;;;
D;218;2304584;8;20110801 02:30;V;;;;;;
D;218;2304584;8;20110801 02:30;V;;;;;;
B;218;2296774;9;20110801 02:30;;;7;AMBER PL;EAGLE VALE;2558;576.3;M;20110602;20110715;312500;A;R;RESIDENCE;;EH;;0;AG382950;
C;218;2296774;9;20110801 02:30;8025/262640;
D;218;2296774;9;20110801 02:30;P;;;;;;
D;218;2296774;9;20110801 02:30;P;;;;;;
D;218;2296774;9;20110801 02:30;V;;;;;;
D;218;2296774;9;20110801 02:30;V;;;;;;
B;218;2304933;10;20110801 02:30;;;55;CHAMBERLAIN ST;CAMPBELLTOWN;2560;919.89;M;20110411;20110530;415000;A;R;RESIDENCE;;AD;;0;AG375369;
C;218;2304933;10;20110801 02:30;91/7496;
D;218;2304933;10;20110801 02:30;P;;;;;;
D;218;2304933;10;20110801 02:30;V;;;;;;
D;218;2304933;10;20110801 02:30;V;;;;;;
B;218;2307710;11;20110801 02:30;;;7;CORUNDUM CL;EAGLE VALE;2558;654.8;M;20110610;20110711;478000;A;R;RESIDENCE;;EH;;0;AG374034;
C;218;2307710;11;20110801 02:30;101/793277;
D;218;2307710;11;20110801 02:30;P;;;;;;
D;218;2307710;11;20110801 02:30;V;;;;;;
D;218;2307710;11;20110801 02:30;V;;;;;;
B;218;2310606;12;20110801 02:30;;;1;DONALBAIN CCT;ROSEMEADOW;2560;813.1;M;20110518;20110714;415000;A;R;RESIDENCE;;ER;;0;AG378090;
C;218;2310606;12;20110801 02:30;5/776453;
D;218;2310606;12;20110801 02:30;P;;;;;;
D;218;2310606;12;20110801 02:30;P;;;;;;
D;218;2310606;12;20110801 02:30;V;;;;;;
B;218;2313710;13;20110801 02:30;;;53;FENTON CRES;MINTO;2566;613.2;M;20110614;20110719;365000;A;R;RESIDENCE;;EM;;0;AG384915;
C;218;2313710;13;20110801 02:30;19/774373;
D;218;2313710;13;20110801 02:30;P;;;;;;
D;218;2313710;13;20110801 02:30;P;;;;;;
D;218;2313710;13;20110801 02:30;V;;;;;;
D;218;2313710;13;20110801 02:30;V;;;;;;
B;218;2313769;14;20110801 02:30;;;11;FERN AVE;BRADBURY;2560;556.4;M;20110314;20110715;305000;A;R;RESIDENCE;;AD;;0;AG384158;
C;218;2313769;14;20110801 02:30;101/225278;
D;218;2313769;14;20110801 02:30;P;;;;;;
D;218;2313769;14;20110801 02:30;V;;;;;;
B;218;2306003;15;20110801 02:30;;;76;CLEOPATRA DR;ROSEMEADOW;2560;660.5;M;20110617;20110720;272000;A;R;RESIDENCE;;ER;;0;AG392456;
C;218;2306003;15;20110801 02:30;1031/262847;
D;218;2306003;15;20110801 02:30;P;;;;;;
D;218;2306003;15;20110801 02:30;V;;;;;;
B;218;2298195;16;20110801 02:30;;;3;AVOCA PL;WOODBINE;2560;628.4;M;20110517;20110628;285000;A;R;RESIDENCE;;ES;;0;AG369112;
C;218;2298195;16;20110801 02:30;45/255288;
D;218;2298195;16;20110801 02:30;P;;;;;;
D;218;2298195;16;20110801 02:30;P;;;;;;
D;218;2298195;16;20110801 02:30;V;;;;;;
B;218;2300953;17;20110801 02:30;;;12;BOBUCK PL;ST HELENS PARK;2560;573.3;M;20110530;20110630;330000;A;R;RESIDENCE;;AG;;0;AG380235;
C;218;2300953;17;20110801 02:30;5/264345;
D;218;2300953;17;20110801 02:30;P;;;;;;
D;218;2300953;17;20110801 02:30;V;;;;;;
D;218;2300953;17;20110801 02:30;V;;;;;;
B;218;2309239;18;20110801 02:30;;;28;DANDENONG CRES;RUSE;2560;561;M;20110602;20110715;315000;A;R;RESIDENCE;;EN;;0;AG378751;
C;218;2309239;18;20110801 02:30;32/255611;
D;218;2309239;18;20110801 02:30;P;;;;;;
D;218;2309239;18;20110801 02:30;P;;;;;;
D;218;2309239;18;20110801 02:30;V;;;;;;
