A;RTSALEDATA;269;20250623 01:11;VALNET;
B;269;4234752;1;20250623 01:11;;;17;MAYFLOWER DR;MOAMA;2731;608;M;20250516;20250616;750000;R1;R;RESIDENCE;;ZA1;;;AV149695;
C;269;4234752;1;20250623 01:11;92/1256111;
D;269;4234752;1;20250623 01:11;P;;;;;;
D;269;4234752;1;20250623 01:11;P;;;;;;
D;269;4234752;1;20250623 01:11;V;;;;;;
B;269;4234755;2;20250623 01:11;;;38;MAYFLOWER DR;MOAMA;2731;630;M;20250423;20250618;800000;R1;R;RESIDENCE;;ZA1;;;AV157266;
C;269;4234755;2;20250623 01:11;95/1256111;
D;269;4234755;2;20250623 01:11;P;;;;;;
D;269;4234755;2;20250623 01:11;P;;;;;;
D;269;4234755;2;20250623 01:11;V;;;;;;
B;269;546709;3;20250623 01:11;NO.6 MURRAY RIVER RESORT;;314;PERRICOOTA RD;MOAMA;2731;105;M;20250611;20250619;137000;;R;RESIDENCE;49;;;;AV162108;
C;269;546709;3;20250623 01:11;49/SP71795;
D;269;546709;3;20250623 01:11;P;;;;;;
D;269;546709;3;20250623 01:11;P;;;;;;
D;269;546709;3;20250623 01:11;V;;;;;;
B;269;4073779;4;20250623 01:11;;;1725;PERRICOOTA RD;MOAMA;2731;2.82;H;20250315;20250613;610000;RU1;R;RESIDENCE;;RM1;;;AV144497;
C;269;4073779;4;20250623 01:11;9/270580;
D;269;4073779;4;20250623 01:11;P;;;;;;
D;269;4073779;4;20250623 01:11;P;;;;;;
D;269;4073779;4;20250623 01:11;V;;;;;;
B;269;4609629;5;20250623 01:11;;;;ARMSTRONG DR;BARHAM;2732;1097;M;20220711;20250618;165000;R1;V;VACANT LAND;;BR;;;AV161140;
C;269;4609629;5;20250623 01:11;4/1309193;
D;269;4609629;5;20250623 01:11;P;;;;;;
D;269;4609629;5;20250623 01:11;P;;;;;;
D;269;4609629;5;20250623 01:11;V;;;;;;
B;269;544683;6;20250623 01:11;;;3;ARGYLE CT;MOAMA;2731;630;M;20250412;20250611;480000;R1;R;RESIDENCE;;ZA1;;;AV138883;
C;269;544683;6;20250623 01:11;28/877708;
D;269;544683;6;20250623 01:11;P;;;;;;
D;269;544683;6;20250623 01:11;V;;;;;;
B;269;546081;7;20250623 01:11;;2;2;WAR ST;MOAMA;2731;;;20250516;20250616;296000;;R;RESIDENCE;2;;;;AV148699;
C;269;546081;7;20250623 01:11;2/SP12728;
D;269;546081;7;20250623 01:11;P;;;;;;
D;269;546081;7;20250623 01:11;V;;;;;;
B;269;570988;8;20250623 01:11;;;59;FOREST ST;BARHAM;2732;1012;M;20250325;20250616;500000;R1;R;RESIDENCE;;BR;;;AV152038;
C;269;570988;8;20250623 01:11;15/19/758053;
D;269;570988;8;20250623 01:11;P;;;;;;
D;269;570988;8;20250623 01:11;P;;;;;;
D;269;570988;8;20250623 01:11;V;;;;;;
B;269;572507;9;20250623 01:11;;;28;SAINSBERY ST;MOULAMEIN;2733;2023;M;20250520;20250619;190000;RU5;R;RESIDENCE;;VM;;;AV163891;
C;269;572507;9;20250623 01:11;6/35/758713;
D;269;572507;9;20250623 01:11;P;;;;;;
D;269;572507;9;20250623 01:11;V;;;;;;
B;269;3624080;10;20250623 01:11;;;;LAWSON ST;BURRABOI;2732;1239;M;20250430;20250611;20000;RU1;V;VACANT LAND;;RX1;;;AV136275;
C;269;3624080;10;20250623 01:11;17/3/758195;
D;269;3624080;10;20250623 01:11;P;;;;;;
D;269;3624080;10;20250623 01:11;P;;;;;;
D;269;3624080;10;20250623 01:11;V;;;;;;
B;269;2773871;11;20250623 01:11;;;;PERRICOOTA RD PH BENARCA;MOAMA;2731;158.6;M;20250304;20250619;100000;W2;3;MARINE BERTH;;RWT;;;AV162208;
C;269;2773871;11;20250623 01:11;12/285249;
D;269;2773871;11;20250623 01:11;P;;;;;;
D;269;2773871;11;20250623 01:11;P;;;;;;
D;269;2773871;11;20250623 01:11;V;;;;;;
B;269;4436383;12;20250623 01:11;;;32;EMMYLOU PL;MOAMA;2731;734;M;20250602;20250618;220000;R1;V;VACANT LAND;;ZA1;;;AV157270;
C;269;4436383;12;20250623 01:11;149/1273283;
D;269;4436383;12;20250623 01:11;P;;;;;;
D;269;4436383;12;20250623 01:11;V;;;;;;
D;269;4436383;12;20250623 01:11;V;;;;;;
B;269;4498862;13;20250623 01:11;;;25;CURRAWONG CCT;MOAMA;2731;1000;M;20250602;20250617;272000;R1;V;VACANT LAND;;ZA1;;;AV154651;
C;269;4498862;13;20250623 01:11;138/1292920;
D;269;4498862;13;20250623 01:11;P;;;;;;
D;269;4498862;13;20250623 01:11;P;;;;;;
D;269;4498862;13;20250623 01:11;V;;;;;;
D;269;4498862;13;20250623 01:11;V;;;;;;
B;269;4450090;14;20250623 01:11;;;22;THE RANGE BVD;MOAMA;2731;1417;M;20250414;20250613;330000;R1;V;VACANT LAND;;ZA1;;;AV144092;
C;269;4450090;14;20250623 01:11;17/1264637;
