A;101;20011109 13:14;CDIXON;
B;101;1053205;1;20011109 13:14;;;24;ACACIA ST;FISHERMANS PARADISE;2539;695.6;M;20010803;20010820;150000;Z;R;RESIDENCE;;WA;;;7896792;
C;101;1053205;1;20011109 13:14;147//26974;
D;101;1053205;1;20011109 13:14;P;;;;;;
D;101;1053205;1;20011109 13:14;P;;;;;;
D;101;1053205;1;20011109 13:14;V;;;;;;
D;101;1053205;1;20011109 13:14;V;;;;;;
B;101;1053209;2;20011109 13:14;;;16;ACACIA ST;FISHERMANS PARADISE;2539;;;20010713;20010810;25000;Z;V;VACANT LAND;;WA;;;7943539;
C;101;1053209;2;20011109 13:14;151//26974;
D;101;1053209;2;20011109 13:14;P;;;;;;
D;101;1053209;2;20011109 13:14;V;;;;;;
B;101;1053354;3;20011109 13:14;;;59;ADELAIDE ST;GREENWELL POINT;2540;613.4;M;20010702;20010824;312000;A;R;RESIDENCE;;KT;;;7920369;
C;101;1053354;3;20011109 13:14;32/1/24007;
D;101;1053354;3;20011109 13:14;P;;;;;;
D;101;1053354;3;20011109 13:14;P;;;;;;
D;101;1053354;3;20011109 13:14;V;;;;;;
D;101;1053354;3;20011109 13:14;V;;;;;;
B;101;1053452;4;20011109 13:14;;;391;AGARS LANE;BERRY;2535;39.25;H;20000325;20001001;415000;R;R;RESIDENCE;;QR;;;7955594;
C;101;1053452;4;20011109 13:14;5//773907;
D;101;1053452;4;20011109 13:14;P;;;;;;
D;101;1053452;4;20011109 13:14;P;;;;;;
D;101;1053452;4;20011109 13:14;V;;;;;;
D;101;1053452;4;20011109 13:14;V;;;;;;
B;101;1053976;5;20011109 13:14;;;31;ALLISON AVE;EAST NOWRA;2541;771.4;M;20010716;20010817;132000;A;R;RESIDENCE;;GV;;;7917545;
C;101;1053976;5;20011109 13:14;125//243305;
D;101;1053976;5;20011109 13:14;P;;;;;;
D;101;1053976;5;20011109 13:14;V;;;;;;
B;101;1054302;6;20011109 13:14;;;82;ANGLERS PDE;FISHERMANS PARADISE;2539;885.2;M;20010704;20010815;70000;Z;R;RESIDENCE;;WU;;;7896639;
C;101;1054302;6;20011109 13:14;245//26974;
D;101;1054302;6;20011109 13:14;P;;;;;;
D;101;1054302;6;20011109 13:14;P;;;;;;
D;101;1054302;6;20011109 13:14;V;;;;;;
B;101;1054359;7;20011109 13:14;;;16;ANKER AVE;MOLLYMOOK;2539;840.9;M;20010518;20010622;125000;A;R;RESIDENCE;;YA;;;7928880;
C;101;1054359;7;20011109 13:14;540//253217;
D;101;1054359;7;20011109 13:14;P;;;;;;
D;101;1054359;7;20011109 13:14;P;;;;;;
D;101;1054359;7;20011109 13:14;V;;;;;;
D;101;1054359;7;20011109 13:14;V;;;;;;
B;101;1054771;8;20011109 13:14;;;24;AUDREY AVE;BASIN VIEW;2540;569.1;M;20010806;20010910;107000;A;R;RESIDENCE;;PE;;;7963156;
C;101;1054771;8;20011109 13:14;419//222827;
D;101;1054771;8;20011109 13:14;P;;;;;;
D;101;1054771;8;20011109 13:14;V;;;;;;
B;101;1055037;9;20011109 13:14;;;7;BAILEY AVE;GREENWELL POINT;2540;767.1;M;20010720;20010831;77000;A;V;VACANT LAND;;KX;;;7968598;
C;101;1055037;9;20011109 13:14;62//245804;
D;101;1055037;9;20011109 13:14;P;;;;;;
D;101;1055037;9;20011109 13:14;P;;;;;;
