A;158;20031117 13:57;PDANN;
B;158;1739484;1;20031117 13:57;;;976;DUCK CREEK RD;OLD BONALBO;2469;5.676;H;20030918;20031016;138000;R;3;FARM RURAL;;RW;;0;AA93444;
C;158;1739484;1;20031117 13:57;1//747578;
D;158;1739484;1;20031117 13:57;P;;;;;;
D;158;1739484;1;20031117 13:57;V;;;;;;
B;158;1739800;2;20031117 13:57;;;34;RICHMOND ST;WOODENBONG;2476;1012;M;20030929;20031017;85000;Z;R;RESIDENCE;;VK;;0;AA104760;
C;158;1739800;2;20031117 13:57;15/8/759111;
D;158;1739800;2;20031117 13:57;P;;;;;;
D;158;1739800;2;20031117 13:57;P;;;;;;
D;158;1739800;2;20031117 13:57;V;;;;;;
D;158;1739800;2;20031117 13:57;V;;;;;;
B;158;1740318;3;20031117 13:57;;;;FAWCETTS PLAINS RD;KYOGLE;2474;230.4;H;20030704;20031010;960000;R;3;FARM;;RE;;0;AA109250;
C;158;1740318;3;20031117 13:57;1//179418 1//529272 2//578336 1//781578 1//781669 1//1005177;
D;158;1740318;3;20031117 13:57;P;;;;;;
D;158;1740318;3;20031117 13:57;P;;;;;;
D;158;1740318;3;20031117 13:57;V;;;;;;
B;158;1740722;4;20031117 13:57;;;22;FAWCETT ST;KYOGLE;2474;1147;M;20030704;20030801;80000;Z;R;RESIDENCE;;AD;;0;AA106944;
C;158;1740722;4;20031117 13:57;4, 5//17712;
D;158;1740722;4;20031117 13:57;P;;;;;;
D;158;1740722;4;20031117 13:57;V;;;;;;
D;158;1740722;4;20031117 13:57;V;;;;;;
D;158;1740722;4;20031117 13:57;V;;;;;;
B;158;1740827;5;20031117 13:57;;;8;GROOM ST;KYOGLE;2474;828.3;M;20030901;20030929;105000;Z;R;RESIDENCE;;AA;;0;AA103803;
C;158;1740827;5;20031117 13:57;18//227275;
D;158;1740827;5;20031117 13:57;P;;;;;;
D;158;1740827;5;20031117 13:57;P;;;;;;
D;158;1740827;5;20031117 13:57;V;;;;;;
B;158;1740836;6;20031117 13:57;;;36;GROOM ST;KYOGLE;2474;708.2;M;20030107;20030707;100000;Z;R;RESIDENCE;;AA;;0;AA113571;
C;158;1740836;6;20031117 13:57;91//783910;
D;158;1740836;6;20031117 13:57;P;;;;;;
D;158;1740836;6;20031117 13:57;V;;;;;;
D;158;1740836;6;20031117 13:57;V;;;;;;
B;158;1741155;7;20031117 13:57;;;8;MOORE ST;KYOGLE;2474;822;M;20030829;20030926;92500;Z;R;RESIDENCE;;AA;;0;AA89925;
C;158;1741155;7;20031117 13:57;51//12117;
D;158;1741155;7;20031117 13:57;P;;;;;;
D;158;1741155;7;20031117 13:57;P;;;;;;
D;158;1741155;7;20031117 13:57;V;;;;;;
D;158;1741155;7;20031117 13:57;V;;;;;;
B;158;1741762;8;20031117 13:57;;;31;MARWICK ST;GENEVA;2474;777;M;20030926;20031024;205000;Z;R;RESIDENCE;;AB;;0;AA114716;
C;158;1741762;8;20031117 13:57;202//251768;
D;158;1741762;8;20031117 13:57;P;;;;;;
D;158;1741762;8;20031117 13:57;P;;;;;;
D;158;1741762;8;20031117 13:57;V;;;;;;
B;158;1742119;9;20031117 13:57;;;;WILLIAMS RD;KYOGLE;2474;40.69;H;20030411;20030701;212000;R;R;RESIDENCE;;RC;;0;AA132640;
C;158;1742119;9;20031117 13:57;11//1001787;
D;158;1742119;9;20031117 13:57;P;;;;;;
D;158;1742119;9;20031117 13:57;V;;;;;;
B;158;1742121;10;20031117 13:57;;;;WILLIAMS RD;KYOGLE;2474;4.486;H;20030730;20030828;100000;R;V;VACANT LAND;;RA;;0;AA124650;
C;158;1742121;10;20031117 13:57;8//836191;
D;158;1742121;10;20031117 13:57;P;;;;;;
D;158;1742121;10;20031117 13:57;V;;;;;;
B;158;1743093;11;20031117 13:57;;;;PH RUNNYMEDE DP 4948;KYOGLE;2474;7596;M;20030825;20030919;177500;R;V;VACANT LAND;;RB;;0;AA106807;
C;158;1743093;11;20031117 13:57;1//562031;
D;158;1743093;11;20031117 13:57;P;;;;;;
D;158;1743093;11;20031117 13:57;P;;;;;;
D;158;1743093;11;20031117 13:57;V;;;;;;
D;158;1743093;11;20031117 13:57;V;;;;;;
B;158;1743948;12;20031117 13:57;;;171;WYNDHAM RD;WYNEDEN;2474;59.51;H;20030912;20031023;250000;R;R;RESIDENCE;;RG;;0;AA119388;
C;158;1743948;12;20031117 13:57;16//609970;
D;158;1743948;12;20031117 13:57;P;;;;;;
D;158;1743948;12;20031117 13:57;P;;;;;;
D;158;1743948;12;20031117 13:57;V;;;;;;
D;158;1743948;12;20031117 13:57;V;;;;;;
B;158;2952812;13;20031117 13:57;;;;WIANGAREE BACK RD;WIANGAREE;2474;5.387;H;20030725;20031024;250000;R;R;RESIDENCE;;RB;;0;AA121798;
C;158;2952812;13;20031117 13:57;122//812532;
D;158;2952812;13;20031117 13:57;P;;;;;;
D;158;2952812;13;20031117 13:57;V;;;;;;
Z;68;13;13;40;
