A;051;20020603 09:53;PTHIRLWELL;
B;051;504302;1;20020603 09:53;;;;PLATYPUS DR;BAROOGA;3644;20.22;H;20010626;20011130;440000;R;R;RESIDENCE;;VH;;;8217919;
C;051;504302;1;20020603 09:53;4//253590;
D;051;504302;1;20020603 09:53;P;;;;;;
D;051;504302;1;20020603 09:53;P;;;;;;
D;051;504302;1;20020603 09:53;V;;;;;;
B;051;504320;2;20020603 09:53;;;28;AMAROO AVE;BAROOGA;3644;1012;M;20020313;20020405;124000;Z;R;RESIDENCE;;VB;;;8575942;
C;051;504320;2;20020603 09:53;12//536517;
D;051;504320;2;20020603 09:53;P;;;;;;
D;051;504320;2;20020603 09:53;P;;;;;;
D;051;504320;2;20020603 09:53;V;;;;;;
B;051;504409;3;20020603 09:53;;;57;BARINYA ST;BAROOGA;3644;756.9;M;20020228;20020322;22500;Z;V;VACANT LAND;;VB;;;8569304;
C;051;504409;3;20020603 09:53;11//42493;
D;051;504409;3;20020603 09:53;P;;;;;;
D;051;504409;3;20020603 09:53;V;;;;;;
B;051;504423;4;20020603 09:53;;;15;BARINYA ST;BAROOGA;3644;437.6;M;20001221;20010118;115000;Z;R;RESIDENCE;;VB;;;8628483;
C;051;504423;4;20020603 09:53;12//831564;
D;051;504423;4;20020603 09:53;P;;;;;;
D;051;504423;4;20020603 09:53;P;;;;;;
D;051;504423;4;20020603 09:53;V;;;;;;
D;051;504423;4;20020603 09:53;V;;;;;;
B;051;504438;5;20020603 09:53;;;40;NANGUNIA ST;BAROOGA;3644;819.8;M;20020312;20020328;129000;Z;R;RESIDENCE;;VB;;;8632062;
C;051;504438;5;20020603 09:53;7//248756;
D;051;504438;5;20020603 09:53;P;;;;;;
D;051;504438;5;20020603 09:53;V;;;;;;
D;051;504438;5;20020603 09:53;V;;;;;;
B;051;504488;6;20020603 09:53;;5;30;COLLIE ST;BAROOGA;3644;;;20020320;20020516;115000;;R;RESIDENCE;5;;;;8623616;
C;051;504488;6;20020603 09:53;5//46016;
D;051;504488;6;20020603 09:53;P;;;;;;
D;051;504488;6;20020603 09:53;P;;;;;;
D;051;504488;6;20020603 09:53;V;;;;;;
B;051;504692;7;20020603 09:53;;;49;KAMAROOKA ST;BAROOGA;3644;904.3;M;20011226;20020222;65000;Z;R;RESIDENCE;;VB;;;8623236;
C;051;504692;7;20020603 09:53;1//236533;
D;051;504692;7;20020603 09:53;P;;;;;;
D;051;504692;7;20020603 09:53;V;;;;;;
D;051;504692;7;20020603 09:53;V;;;;;;
B;051;504707;8;20020603 09:53;;;8;KARJEN CT;BAROOGA;3644;863;M;20011115;20011115;58000;Z;R;RESIDENCE;;VB;;;8537964;
C;051;504707;8;20020603 09:53;12//252193;
D;051;504707;8;20020603 09:53;P;;;;;;
B;051;504718;9;20020603 09:53;;;8;KEAMY CT;BAROOGA;3644;843.4;M;20020327;20020506;144000;Z;R;RESIDENCE;;VB;;;8602547;
C;051;504718;9;20020603 09:53;23//803483;
D;051;504718;9;20020603 09:53;P;;;;;;
D;051;504718;9;20020603 09:53;P;;;;;;
D;051;504718;9;20020603 09:53;V;;;;;;
B;051;505076;10;20020603 09:53;;;;ENNALS RD;BAROOGA;3644;129.5;H;20010625;20010701;113000;R;R;RESIDENCE;;RV;;;8545690;
C;051;505076;10;20020603 09:53;63//752280;
D;051;505076;10;20020603 09:53;P;;;;;;
D;051;505076;10;20020603 09:53;V;;;;;;
D;051;505076;10;20020603 09:53;V;;;;;;
D;051;505076;10;20020603 09:53;V;;;;;;
B;051;505836;11;20020603 09:53;;;295;MURRAY ST;FINLEY;2713;3345;M;20001109;20011109;330000;Z;3;SERVICE STATI;;FC;;;8198042;
C;051;505836;11;20020603 09:53;6, 7, 8//29248 12//546361;
D;051;505836;11;20020603 09:53;P;;;;;;
D;051;505836;11;20020603 09:53;P;;;;;;
D;051;505836;11;20020603 09:53;V;;;;;;
