A;199;20011109 12:07;CDIXON;
B;199;1881112;1;20011109 12:07;;;;;URALLA;2358;48.56;H;20010614;20010731;255000;R;3;FARM;;AX;RF;;7879599;
C;199;1881112;1;20011109 12:07;29, 50, 53//755829;
D;199;1881112;1;20011109 12:07;P;;;;;;
D;199;1881112;1;20011109 12:07;P;;;;;;
D;199;1881112;1;20011109 12:07;V;;;;;;
B;199;1881116;2;20011109 12:07;;;;;URALLA;2358;26.81;H;20010614;20010731;255000;R;3;FARM;;RE;RF;;7879599;
C;199;1881116;2;20011109 12:07;85//755829;
D;199;1881116;2;20011109 12:07;P;;;;;;
D;199;1881116;2;20011109 12:07;P;;;;;;
D;199;1881116;2;20011109 12:07;V;;;;;;
B;199;1881374;3;20011109 12:07;;;;;URALLA;2358;1012;M;20010712;20010809;85500;R;R;RESIDENCE;;RE;RR;;7852806;
C;199;1881374;3;20011109 12:07;5//755838;
D;199;1881374;3;20011109 12:07;P;;;;;;
D;199;1881374;3;20011109 12:07;V;;;;;;
B;199;1881887;4;20011109 12:07;;;26;DUKE ST;URALLA;2358;;;20000630;20010720;30000;A;R;RESIDENCE;;LD;AC;;7880713;
C;199;1881887;4;20011109 12:07;5/37/759022;
D;199;1881887;4;20011109 12:07;P;;;;;;
D;199;1881887;4;20011109 12:07;V;;;;;;
B;199;1882270;5;20011109 12:07;;;12;MAITLAND ST;URALLA;2358;894.8;M;20010625;20010730;80000;A;R;RESIDENCE;;LE;AC;;7856212;
C;199;1882270;5;20011109 12:07;10//590217;
D;199;1882270;5;20011109 12:07;P;;;;;;
D;199;1882270;5;20011109 12:07;P;;;;;;
D;199;1882270;5;20011109 12:07;V;;;;;;
B;199;2840544;6;20011109 12:07;;;;THUNDERBOLTS WAY;SALISBURY PLAINS;2358;485.7;H;20001208;20010726;731978;R;3;FARM;;AZ;RG;;7834802;
C;199;2840544;6;20011109 12:07;2//1030870;
D;199;2840544;6;20011109 12:07;P;;;;;;
D;199;2840544;6;20011109 12:07;V;;;;;;
D;199;2840544;6;20011109 12:07;V;;;;;;
B;199;2850528;7;20011109 12:07;;;;ROCKLEA RD;INVERGOWRIE;2350;3.762;H;20010328;20010525;38000;R;V;VACANT LAND;;RC;RV;;7813685;
C;199;2850528;7;20011109 12:07;1//1028033;
D;199;2850528;7;20011109 12:07;P;;;;;;
D;199;2850528;7;20011109 12:07;P;;;;;;
Z;34;7;7;18;
