A;256;20030619 09:38;PDANN;
B;256;2688180;1;20030619 09:38;ROCKWELL;;;PH ABERCROMBIE;WARIALDA;2402;3856;H;20020926;20020926;902;R;3;VACANT LAND-LOT 1 & ;;GT;PR;0;9189534;
C;256;2688180;1;20030619 09:38;95//721414 1//721930 1, 2, 6, 11, 12, 13, 32, 44, 71, 97, 99, 117, 118;
C;256;2688180;1;20030619 09:38;, 143//751084 PT 7, 8, PT 14, 15, 16, 17, PT 18, 20, 21, 22, 23, 24, P;
C;256;2688180;1;20030619 09:38;T 25, PT 26, PT 27, PT 28, PT 30, 33, 34, PT 35, PT 36, 37, PT 38, 40,;
C;256;2688180;1;20030619 09:38; 41, PT 44, 45, PT 48, 63, 65, 66, 67, 68, 70, 71, 72, 73, 93, 141//75;
C;256;2688180;1;20030619 09:38;1098 76, 77, 78, 79, 84//751101 , Permissive Occupancy 79/12;
D;256;2688180;1;20030619 09:38;P;;;;;;
D;256;2688180;1;20030619 09:38;V;;;;;;
B;256;2688282;2;20030619 09:38;;;;RAILWAY ST;CROPPA CREEK;2411;2023;M;20000410;20030228;60000;Z;3;SEED GRADING;;CC;IFO;0;9453133;
C;256;2688282;2;20030619 09:38;6/2/758309;
D;256;2688282;2;20030619 09:38;P;;;;;;
D;256;2688282;2;20030619 09:38;P;;;;;;
D;256;2688282;2;20030619 09:38;V;;;;;;
B;256;2688283;3;20030619 09:38;;;;RAILWAY ST;CROPPA CREEK;2411;2023;M;20000410;20030228;60000;Z;3;SEED GRADING;;CC;IFO;0;9453133;
C;256;2688283;3;20030619 09:38;7/2/758309;
D;256;2688283;3;20030619 09:38;P;;;;;;
D;256;2688283;3;20030619 09:38;P;;;;;;
D;256;2688283;3;20030619 09:38;V;;;;;;
B;256;2689424;4;20030619 09:38;;;89;HIGH ST;WARIALDA;2402;1492;M;20030110;20030207;88000;Z;R;RESIDENCE;;GE;AC;0;9453704;
C;256;2689424;4;20030619 09:38;11/24/759052;
D;256;2689424;4;20030619 09:38;P;;;;;;
D;256;2689424;4;20030619 09:38;P;;;;;;
D;256;2689424;4;20030619 09:38;V;;;;;;
Z;25;4;8;11;
