A;RTSALEDATA;102;20250331 01:07;VALNET;
B;102;2909963;1;20250331 01:07;;;42;HODDLE ST;ROBERTSON;2577;445.31;M;20250207;20250321;1500000;E1;R;RESIDENCE;;EAR;;0;AU910838;
C;102;2909963;1;20250331 01:07;8/16/14974 1, 4/14974;
D;102;2909963;1;20250331 01:07;P;;;;;;
D;102;2909963;1;20250331 01:07;V;;;;;;
D;102;2909963;1;20250331 01:07;V;;;;;;
B;102;2968607;2;20250331 01:07;;;430;BARRALLIER RD;GOODMANS FORD;2575;97.528;H;20250218;20250320;525000;C3;R;RESIDENCE;;LZM;;0;AU907148;
C;102;2968607;2;20250331 01:07;96/751256;
D;102;2968607;2;20250331 01:07;P;;;;;;
D;102;2968607;2;20250331 01:07;P;;;;;;
D;102;2968607;2;20250331 01:07;V;;;;;;
B;102;2976264;3;20250331 01:07;;;898;NOWRA RD;FITZROY FALLS;2577;1.437;H;20250214;20250325;2500000;C3;R;RESIDENCE;;DEM;;0;AU920162;
C;102;2976264;3;20250331 01:07;1/1050654;
D;102;2976264;3;20250331 01:07;P;;;;;;
D;102;2976264;3;20250331 01:07;P;;;;;;
D;102;2976264;3;20250331 01:07;V;;;;;;
B;102;4154495;4;20250331 01:07;;;30;CURROCKBILLY ST;WELBY;2575;1299;M;20250213;20250326;945000;R2;R;RESIDENCE;;DNA;;0;AU923474;
C;102;4154495;4;20250331 01:07;62/1242389;
D;102;4154495;4;20250331 01:07;P;;;;;;
D;102;4154495;4;20250331 01:07;P;;;;;;
D;102;4154495;4;20250331 01:07;V;;;;;;
D;102;4154495;4;20250331 01:07;V;;;;;;
B;102;3099402;5;20250331 01:07;;;73 E;BURRADOO RD;BURRADOO;2576;3280;M;20250214;20250325;2575000;R5;R;RESIDENCE;;NQA;;0;AU920170;
C;102;3099402;5;20250331 01:07;101/1068618;
D;102;3099402;5;20250331 01:07;P;;;;;;
D;102;3099402;5;20250331 01:07;P;;;;;;
D;102;3099402;5;20250331 01:07;V;;;;;;
D;102;3099402;5;20250331 01:07;V;;;;;;
B;102;4604324;6;20250331 01:07;;;11;APPENINE RD;YERRINBOOL;2575;834.7;M;20250205;20250319;400000;;V;VACANT LAND;;;;0;AU905133;
C;102;4604324;6;20250331 01:07;139/9882;
D;102;4604324;6;20250331 01:07;P;;;;;;
D;102;4604324;6;20250331 01:07;P;;;;;;
D;102;4604324;6;20250331 01:07;V;;;;;;
D;102;4604324;6;20250331 01:07;V;;;;;;
B;102;4604325;7;20250331 01:07;;;13;APPENINE RD;YERRINBOOL;2575;834.7;M;20250204;20250318;435000;;V;VACANT LAND;;;;0;AU900756;
C;102;4604325;7;20250331 01:07;140/9882;
D;102;4604325;7;20250331 01:07;P;;;;;;
D;102;4604325;7;20250331 01:07;P;;;;;;
D;102;4604325;7;20250331 01:07;V;;;;;;
D;102;4604325;7;20250331 01:07;V;;;;;;
B;102;4540873;8;20250331 01:07;;;16 A;WILLOW ST;WILLOW VALE;2575;801.8;M;20250209;20250321;1290000;R2;R;RESIDENCE;;DHA;;0;AU910651;
C;102;4540873;8;20250331 01:07;21/1299959;
D;102;4540873;8;20250331 01:07;P;;;;;;
D;102;4540873;8;20250331 01:07;P;;;;;;
D;102;4540873;8;20250331 01:07;V;;;;;;
B;102;3732425;9;20250331 01:07;;31;3;VICTORIA ST;BOWRAL;2576;;;20250221;20250326;830000;;R;RESIDENCE;31;;;0;AU922873;
C;102;3732425;9;20250331 01:07;31/SP88855;
D;102;3732425;9;20250331 01:07;P;;;;;;
D;102;3732425;9;20250331 01:07;P;;;;;;
D;102;3732425;9;20250331 01:07;V;;;;;;
B;102;1108357;10;20250331 01:07;;;15;BORONIA ST;BOWRAL;2576;3235;M;20250206;20250321;1920000;R5;R;RESIDENCE;;NFA;;0;AU910310;
C;102;1108357;10;20250331 01:07;1/849503;
D;102;1108357;10;20250331 01:07;P;;;;;;
D;102;1108357;10;20250331 01:07;V;;;;;;
B;102;1106045;11;20250331 01:07;WISTERIA PINES;;13;AMY ST;BUNDANOON;2578;739.8;M;20250207;20250321;795000;R3;R;RESIDENCE;;BMD;;0;AU911068;
C;102;1106045;11;20250331 01:07;14/1/1510;
D;102;1106045;11;20250331 01:07;P;;;;;;
D;102;1106045;11;20250331 01:07;V;;;;;;
B;102;1106056;12;20250331 01:07;;;23;ANEMBO ST;MOSS VALE;2577;702;M;20250210;20250321;805000;R2;R;RESIDENCE;;ECA;;0;AU911550;
C;102;1106056;12;20250331 01:07;124/263356;
D;102;1106056;12;20250331 01:07;P;;;;;;
D;102;1106056;12;20250331 01:07;P;;;;;;
D;102;1106056;12;20250331 01:07;V;;;;;;
D;102;1106056;12;20250331 01:07;V;;;;;;
B;102;1122338;13;20250331 01:07;;;13;STANLEY ST;HILL TOP;2575;1107;M;20250206;20250320;705000;R2;R;RESIDENCE;;CGA;;0;AU906778;
C;102;1122338;13;20250331 01:07;12/5/6221;
D;102;1122338;13;20250331 01:07;P;;;;;;
D;102;1122338;13;20250331 01:07;P;;;;;;
D;102;1122338;13;20250331 01:07;V;;;;;;
D;102;1122338;13;20250331 01:07;V;;;;;;
B;102;1122493;14;20250331 01:07;;;18;STIRLING DR;BOWRAL;2576;800;M;20250307;20250321;1096000;R2;R;RESIDENCE;;NAA;;0;AU910512;
C;102;1122493;14;20250331 01:07;527/1012296;
D;102;1122493;14;20250331 01:07;P;;;;;;
D;102;1122493;14;20250331 01:07;P;;;;;;
D;102;1122493;14;20250331 01:07;V;;;;;;
D;102;1122493;14;20250331 01:07;V;;;;;;
B;102;1122516;15;20250331 01:07;;;10;STRATFORD WAY;BURRADOO;2576;3446;M;20250212;20250326;2452000;R5;R;RESIDENCE;;NQA;;0;AU924386;
C;102;1122516;15;20250331 01:07;5/865333;
D;102;1122516;15;20250331 01:07;P;;;;;;
D;102;1122516;15;20250331 01:07;P;;;;;;
D;102;1122516;15;20250331 01:07;V;;;;;;
B;102;1109600;16;20250331 01:07;;5;2;CARRINGTON ST;BOWRAL;2576;;;20250207;20250321;725000;;R;RESIDENCE;5;;;0;AU911783;
C;102;1109600;16;20250331 01:07;5/SP45867;
D;102;1109600;16;20250331 01:07;P;;;;;;
D;102;1109600;16;20250331 01:07;V;;;;;;
B;102;1115021;17;20250331 01:07;;;11;KENT ST;YERRINBOOL;2575;7879;M;20250117;20250321;2450000;R2;R;RESIDENCE;;CDA;;0;AU910898;
C;102;1115021;17;20250331 01:07;23/20659;
D;102;1115021;17;20250331 01:07;P;;;;;;
D;102;1115021;17;20250331 01:07;P;;;;;;
D;102;1115021;17;20250331 01:07;V;;;;;;
D;102;1115021;17;20250331 01:07;V;;;;;;
B;102;1115480;18;20250331 01:07;;;28;LAURA ST;HILL TOP;2575;663.9;M;20250211;20250311;750000;R2;R;RESIDENCE;;CHA;;0;AU883940;
C;102;1115480;18;20250331 01:07;12, 13, 14/30/1262;
D;102;1115480;18;20250331 01:07;P;;;;;;
D;102;1115480;18;20250331 01:07;P;;;;;;
D;102;1115480;18;20250331 01:07;V;;;;;;
D;102;1115480;18;20250331 01:07;V;;;;;;
B;102;1110350;19;20250331 01:07;;;11;COATES RD;HILL TOP;2575;2.002;H;20250123;20250320;1660000;RU4;R;RESIDENCE;;CSS;;0;AU907194;
C;102;1110350;19;20250331 01:07;11/833854;
D;102;1110350;19;20250331 01:07;P;;;;;;
D;102;1110350;19;20250331 01:07;P;;;;;;
D;102;1110350;19;20250331 01:07;V;;;;;;
B;102;1113107;20;20250331 01:07;;;10 A;HAROLD ST;HILL TOP;2575;1000;M;20250226;20250321;1136000;R2;R;RESIDENCE;;CGA;;0;AU910822;
C;102;1113107;20;20250331 01:07;31/802813;
D;102;1113107;20;20250331 01:07;P;;;;;;
D;102;1113107;20;20250331 01:07;P;;;;;;
D;102;1113107;20;20250331 01:07;V;;;;;;
B;102;1123869;21;20250331 01:07;;;1072;TUGALONG RD;CANYONLEIGH;2577;313.798;H;20250211;20250320;2150000;C3;3;FARM;;KZM;;0;AU906460;
C;102;1123869;21;20250331 01:07;1, 2/136359 2/505311 132/751286 Enclosure Permit 653291;
D;102;1123869;21;20250331 01:07;P;;;;;;
D;102;1123869;21;20250331 01:07;P;;;;;;
D;102;1123869;21;20250331 01:07;V;;;;;;
B;102;1118491;22;20250331 01:07;;;25;OLD HUME HWY;MITTAGONG;2575;1031;M;20250207;20250321;1500000;R2;R;RESIDENCE;;LHA;;0;AU912420;
C;102;1118491;22;20250331 01:07;2/500920;
D;102;1118491;22;20250331 01:07;P;;;;;;
D;102;1118491;22;20250331 01:07;V;;;;;;
B;102;1121406;23;20250331 01:07;;;4;ROWLAND RD;BOWRAL;2576;1629;M;20250221;20250321;1600000;R2;R;RESIDENCE;;NAA;;0;AU912084;
C;102;1121406;23;20250331 01:07;36/884015;
D;102;1121406;23;20250331 01:07;P;;;;;;
D;102;1121406;23;20250331 01:07;V;;;;;;
D;102;1121406;23;20250331 01:07;V;;;;;;
B;102;1113472;24;20250331 01:07;;;36;HOLLY RD;BURRADOO;2576;4047;M;20250212;20250326;2550000;R5;R;RESIDENCE;;NPA;;0;AU922923;
C;102;1113472;24;20250331 01:07;3/505098;
D;102;1113472;24;20250331 01:07;P;;;;;;
D;102;1113472;24;20250331 01:07;V;;;;;;
B;102;1118750;25;20250331 01:07;;;124;OLD SOUTH RD;BOWRAL;2576;951;M;20250220;20250320;1135000;R2;R;RESIDENCE;;NBA;;0;AU906648;
C;102;1118750;25;20250331 01:07;12/251105;
D;102;1118750;25;20250331 01:07;P;;;;;;
D;102;1118750;25;20250331 01:07;P;;;;;;
D;102;1118750;25;20250331 01:07;V;;;;;;
B;102;1124189;26;20250331 01:07;;;4;VANESSA PL;MOSS VALE;2577;1021;M;20250226;20250321;840000;R2;R;RESIDENCE;;EBA;;0;AU911344;
C;102;1124189;26;20250331 01:07;50/800631;
D;102;1124189;26;20250331 01:07;P;;;;;;
D;102;1124189;26;20250331 01:07;P;;;;;;
D;102;1124189;26;20250331 01:07;V;;;;;;
B;102;1113519;27;20250331 01:07;;;17;HOLLY ST;BOWRAL;2576;638.6;M;20240214;20250321;1975000;R2;R;RESIDENCE;;NCA;;0;AU910776;
C;102;1113519;27;20250331 01:07;151/998296;
D;102;1113519;27;20250331 01:07;P;;;;;;
D;102;1113519;27;20250331 01:07;V;;;;;;
B;102;1111166;28;20250331 01:07;;;4;DEVONSHIRE RD;ROBERTSON;2577;1485;M;20250214;20250326;1000000;R2;R;RESIDENCE;;DUA;;0;AU922870;
C;102;1111166;28;20250331 01:07;4/808343;
D;102;1111166;28;20250331 01:07;P;;;;;;
D;102;1111166;28;20250331 01:07;P;;;;;;
D;102;1111166;28;20250331 01:07;V;;;;;;
D;102;1111166;28;20250331 01:07;V;;;;;;
B;102;1111448;29;20250331 01:07;;;7;EDITH CT;BOWRAL;2576;897.2;M;20250128;20250325;1515000;R2;R;RESIDENCE;;NAA;;0;AU921324;
C;102;1111448;29;20250331 01:07;12/792830;
D;102;1111448;29;20250331 01:07;P;;;;;;
D;102;1111448;29;20250331 01:07;P;;;;;;
D;102;1111448;29;20250331 01:07;V;;;;;;
B;102;2778219;30;20250331 01:07;;;31;HOWARD ST;NEW BERRIMA;2577;695.6;M;20250207;20250320;682000;R2;R;RESIDENCE;;DRA;;0;AU907574;
C;102;2778219;30;20250331 01:07;53/15995;
D;102;2778219;30;20250331 01:07;P;;;;;;
D;102;2778219;30;20250331 01:07;P;;;;;;
D;102;2778219;30;20250331 01:07;V;;;;;;
B;102;2778328;31;20250331 01:07;;;49;ISABELLA WAY;BOWRAL;2576;1221;M;20250212;20250326;1235000;R2;R;RESIDENCE;;NAA;;0;AU924248;
C;102;2778328;31;20250331 01:07;609/1018446;
D;102;2778328;31;20250331 01:07;P;;;;;;
D;102;2778328;31;20250331 01:07;P;;;;;;
D;102;2778328;31;20250331 01:07;V;;;;;;
B;102;3325777;32;20250331 01:07;;;44;BIGGERA ST;BRAEMAR;2575;1113;M;20250218;20250325;1150000;R2;R;RESIDENCE;;DKA;;0;AU922014;
C;102;3325777;32;20250331 01:07;9/2/792;
D;102;3325777;32;20250331 01:07;P;;;;;;
D;102;3325777;32;20250331 01:07;P;;;;;;
D;102;3325777;32;20250331 01:07;V;;;;;;
B;102;4494114;33;20250331 01:07;;;20;ELLA ST;BUNDANOON;2578;809.4;M;20250207;20250320;922000;R2;R;RESIDENCE;;QAA;;0;AU906892;
C;102;4494114;33;20250331 01:07;20/1136;
D;102;4494114;33;20250331 01:07;P;;;;;;
D;102;4494114;33;20250331 01:07;V;;;;;;
B;102;3949708;34;20250331 01:07;;;41;OXLEY DR;MITTAGONG;2575;766.2;M;20250214;20250326;1800000;R2;R;RESIDENCE;;LGA;;0;AU922920;
C;102;3949708;34;20250331 01:07;11/1214567;
D;102;3949708;34;20250331 01:07;P;;;;;;
D;102;3949708;34;20250331 01:07;V;;;;;;
D;102;3949708;34;20250331 01:07;V;;;;;;
B;102;4352709;35;20250331 01:07;;;16;ELIZA ST;MOSS VALE;2577;829.1;M;20241220;20250320;590000;R2;R;RESIDENCE;;ECA;;0;AU908038;
C;102;4352709;35;20250331 01:07;5301/1271907;
D;102;4352709;35;20250331 01:07;P;;;;;;
D;102;4352709;35;20250331 01:07;P;;;;;;
D;102;4352709;35;20250331 01:07;V;;;;;;
Z;180;35;35;108;
