A;220;20030619 09:35;PDANN;
B;220;2372345;1;20030619 09:36;;;26;ALAMEIN RD;BOSSLEY PARK;2176;648.3;M;20020822;20021017;349000;A;R;RESIDENCE;;HA;AC;0;9062995;
C;220;2372345;1;20030619 09:36;30//717665;
D;220;2372345;1;20030619 09:36;P;;;;;;
D;220;2372345;1;20030619 09:36;P;;;;;;
D;220;2372345;1;20030619 09:36;V;;;;;;
D;220;2372345;1;20030619 09:36;V;;;;;;
B;220;2372801;2;20030619 09:36;;;9;ALLOWRIE RD;VILLAWOOD;2163;581.7;M;20021123;20030303;290000;A;R;RESIDENCE;;KA;;0;9475247;
C;220;2372801;2;20030619 09:36;6//35265;
D;220;2372801;2;20030619 09:36;P;;;;;;
D;220;2372801;2;20030619 09:36;V;;;;;;
B;220;2373484;3;20030619 09:36;;;15;APLIN RD;BONNYRIGG;2177;555.7;M;20020607;20020719;301500;A;R;RESIDENCE;;JF;AC;0;9050049;
C;220;2373484;3;20030619 09:36;6//730235;
D;220;2373484;3;20030619 09:36;P;;;;;;
D;220;2373484;3;20030619 09:36;P;;;;;;
D;220;2373484;3;20030619 09:36;V;;;;;;
D;220;2373484;3;20030619 09:36;V;;;;;;
B;220;2374701;4;20030619 09:36;;;21;BANNISTER PL;MOUNT PRITCHARD;2170;608.3;M;20020514;20020920;380000;A;R;RESIDENCE;;GD;AC;0;9058338;
C;220;2374701;4;20030619 09:36;4//259136;
D;220;2374701;4;20030619 09:36;P;;;;;;
D;220;2374701;4;20030619 09:36;P;;;;;;
D;220;2374701;4;20030619 09:36;V;;;;;;
D;220;2374701;4;20030619 09:36;V;;;;;;
B;220;2375961;5;20030619 09:36;;;6;BELVEDERE ST;MOUNT PRITCHARD;2170;569.1;M;20030110;20030307;270000;A;R;RESIDENCE;;GD;;0;9451170;
C;220;2375961;5;20030619 09:36;124//222589;
D;220;2375961;5;20030619 09:36;P;;;;;;
D;220;2375961;5;20030619 09:36;V;;;;;;
B;220;2376987;6;20030619 09:36;;;24;BOLD ST;CABRAMATTA;2166;607;M;20030117;20030318;350000;A;R;RESIDENCE;;GD;;0;9463151;
C;220;2376987;6;20030619 09:36;106, 107/3/1553;
D;220;2376987;6;20030619 09:36;P;;;;;;
D;220;2376987;6;20030619 09:36;V;;;;;;
B;220;2377613;7;20030619 09:36;;;26;BOURKE ST;SMITHFIELD;2164;;;20030226;20030226;117500;A;R;RESIDENCE;;GT;;0;9466225;
C;220;2377613;7;20030619 09:36;5/6/939908;
D;220;2377613;7;20030619 09:36;P;;;;;;
D;220;2377613;7;20030619 09:36;P;;;;;;
D;220;2377613;7;20030619 09:36;P;;;;;;
D;220;2377613;7;20030619 09:36;P;;;;;;
D;220;2377613;7;20030619 09:36;V;;;;;;
D;220;2377613;7;20030619 09:36;V;;;;;;
D;220;2377613;7;20030619 09:36;V;;;;;;
D;220;2377613;7;20030619 09:36;V;;;;;;
B;220;2379457;8;20030619 09:36;;;41;BULLS RD;WAKELEY;2176;561.5;M;20030125;20030214;415000;A;R;RESIDENCE;;GL;;0;9454235;
C;220;2379457;8;20030619 09:36;422//258055;
D;220;2379457;8;20030619 09:36;P;;;;;;
D;220;2379457;8;20030619 09:36;P;;;;;;
D;220;2379457;8;20030619 09:36;V;;;;;;
D;220;2379457;8;20030619 09:36;V;;;;;;
B;220;2379953;9;20030619 09:36;;;69;CABRAMATTA RD E;CABRAMATTA;2166;1214;M;20030214;20030320;495000;A;R;RESIDENCE;;GW;;0;9467678;
C;220;2379953;9;20030619 09:36;16//8466;
D;220;2379953;9;20030619 09:36;P;;;;;;
D;220;2379953;9;20030619 09:36;V;;;;;;
B;220;2380132;10;20030619 09:36;;;557;CABRAMATTA RD W;CABRAMATTA;2166;701.9;M;20021205;20030314;280000;A;R;RESIDENCE;;GD;;0;9465677;
C;220;2380132;10;20030619 09:36;2//208262;
D;220;2380132;10;20030619 09:36;P;;;;;;
D;220;2380132;10;20030619 09:36;V;;;;;;
D;220;2380132;10;20030619 09:36;V;;;;;;
B;220;2380642;11;20030619 09:36;;;67;CAMBRIDGE ST;CANLEY HEIGHTS;2166;1012;M;20021223;20030303;410000;A;R;RESIDENCE;;GD;;0;9460329;
C;220;2380642;11;20030619 09:36;185//7225;
D;220;2380642;11;20030619 09:36;P;;;;;;
D;220;2380642;11;20030619 09:36;P;;;;;;
D;220;2380642;11;20030619 09:36;V;;;;;;
D;220;2380642;11;20030619 09:36;V;;;;;;
B;220;2380648;12;20030619 09:36;;7;79;CAMBRIDGE ST;CANLEY HEIGHTS;2166;;;20030115;20030227;270000;;R;RESIDENCE;7;;;0;9463518;
C;220;2380648;12;20030619 09:36;7//SP 46403;
D;220;2380648;12;20030619 09:36;P;;;;;;
D;220;2380648;12;20030619 09:36;P;;;;;;
D;220;2380648;12;20030619 09:36;V;;;;;;
D;220;2380648;12;20030619 09:36;V;;;;;;
B;220;2380970;13;20030619 09:36;;;29;CANDLEWOOD ST;BOSSLEY PARK;2176;562.5;M;20021110;20030217;510000;A;R;RESIDENCE;;HA;;0;9467936;
C;220;2380970;13;20030619 09:36;12//263091;
D;220;2380970;13;20030619 09:36;P;;;;;;
D;220;2380970;13;20030619 09:36;V;;;;;;
B;220;2381438;14;20030619 09:36;;;14;CANVA ST;CANLEY VALE;2166;670.3;M;20030130;20030312;295000;A;R;RESIDENCE;;KA;;0;9451018;
C;220;2381438;14;20030619 09:36;12//218880;
D;220;2381438;14;20030619 09:36;P;;;;;;
D;220;2381438;14;20030619 09:36;V;;;;;;
D;220;2381438;14;20030619 09:36;V;;;;;;
D;220;2381438;14;20030619 09:36;V;;;;;;
B;220;2381793;15;20030619 09:36;;2;43;CARTIER ST;BONNYRIGG;2177;;;20030120;20030307;280000;;R;RESIDENCE;2;;;0;9467554;
C;220;2381793;15;20030619 09:36;2//SP 58385;
D;220;2381793;15;20030619 09:36;P;;;;;;
D;220;2381793;15;20030619 09:36;V;;;;;;
D;220;2381793;15;20030619 09:36;V;;;;;;
B;220;2384252;16;20030619 09:36;;;47;CONDELLO CRES;EDENSOR PARK;2176;571.8;M;20020826;20021015;360000;A;R;RESIDENCE;;HV;AC;0;9057219;
C;220;2384252;16;20030619 09:36;319//708226;
D;220;2384252;16;20030619 09:36;P;;;;;;
D;220;2384252;16;20030619 09:36;P;;;;;;
D;220;2384252;16;20030619 09:36;P;;;;;;
D;220;2384252;16;20030619 09:36;V;;;;;;
B;220;2384679;17;20030619 09:36;;;23;CORINDA ST;ST JOHNS PARK;2176;566.6;M;20030126;20030307;350000;A;R;RESIDENCE;;GL;;0;9468452;
C;220;2384679;17;20030619 09:36;303//262678;
D;220;2384679;17;20030619 09:36;P;;;;;;
D;220;2384679;17;20030619 09:36;V;;;;;;
D;220;2384679;17;20030619 09:36;V;;;;;;
B;220;2385026;18;20030619 09:36;;;51;COVENTRY RD;CABRAMATTA;2166;;;20030228;20030228;150000;A;R;RESIDENCE;;GW;;0;9456167;
C;220;2385026;18;20030619 09:36;13//12831;
D;220;2385026;18;20030619 09:36;P;;;;;;
D;220;2385026;18;20030619 09:36;V;;;;;;
D;220;2385026;18;20030619 09:36;V;;;;;;
B;220;2385032;19;20030619 09:36;;;6;COWAN PL;FAIRFIELD;2165;557.4;M;20020814;20021003;371000;A;R;RESIDENCE;;GR;AC;0;9064347;
C;220;2385032;19;20030619 09:36;28//251045;
D;220;2385032;19;20030619 09:36;P;;;;;;
D;220;2385032;19;20030619 09:36;P;;;;;;
D;220;2385032;19;20030619 09:36;V;;;;;;
D;220;2385032;19;20030619 09:36;V;;;;;;
B;220;2385073;20;20030619 09:36;;6;;COWPASTURE RD HOUSE NO: LOT 101;BOSSLEY PARK;2176;;;20030121;20030319;360000;;R;RESIDENCE;6;;;0;9467747;
C;220;2385073;20;20030619 09:36;6//SP 40152;
D;220;2385073;20;20030619 09:36;P;;;;;;
D;220;2385073;20;20030619 09:36;P;;;;;;
D;220;2385073;20;20030619 09:36;P;;;;;;
D;220;2385073;20;20030619 09:36;V;;;;;;
B;220;2385200;21;20030619 09:36;;;3;CRABB PL;CABRAMATTA;2166;739.8;M;20030122;20030319;348500;A;R;RESIDENCE;;GW;;0;9483999;
C;220;2385200;21;20030619 09:36;4//239710;
D;220;2385200;21;20030619 09:36;P;;;;;;
D;220;2385200;21;20030619 09:36;P;;;;;;
D;220;2385200;21;20030619 09:36;V;;;;;;
D;220;2385200;21;20030619 09:36;V;;;;;;
B;220;2385245;22;20030619 09:36;;;3;CRAIGSLEA PL;CANLEY VALE;2166;518.5;M;20030130;20030307;288000;A;R;RESIDENCE;;GD;;0;9471934;
C;220;2385245;22;20030619 09:36;22//236396;
D;220;2385245;22;20030619 09:36;P;;;;;;
D;220;2385245;22;20030619 09:36;V;;;;;;
D;220;2385245;22;20030619 09:36;V;;;;;;
B;220;2385293;23;20030619 09:36;;;36;CRAWFORD ST;GUILDFORD;2161;621;M;20020814;20021004;330000;A;R;RESIDENCE;;KA;AC;0;9069991;
C;220;2385293;23;20030619 09:36;1//567059;
D;220;2385293;23;20030619 09:36;P;;;;;;
D;220;2385293;23;20030619 09:36;V;;;;;;
B;220;2385820;24;20030619 09:36;;;15;CUMMINGS CRES;LANSVALE;2166;607;M;20021214;20030211;441000;A;3;;;AF;;0;9456482;
C;220;2385820;24;20030619 09:36;10//30402;
D;220;2385820;24;20030619 09:36;P;;;;;;
D;220;2385820;24;20030619 09:36;P;;;;;;
D;220;2385820;24;20030619 09:36;P;;;;;;
D;220;2385820;24;20030619 09:36;P;;;;;;
D;220;2385820;24;20030619 09:36;V;;;;;;
B;220;2386587;25;20030619 09:36;;;;DARVELL ST;BONNYRIGG;2177;462;M;20030110;20030304;615000;A;R;RESIDENCE;;JF;;0;9481345;
C;220;2386587;25;20030619 09:36;1//881200;
D;220;2386587;25;20030619 09:36;P;;;;;;
D;220;2386587;25;20030619 09:36;P;;;;;;
D;220;2386587;25;20030619 09:36;V;;;;;;
D;220;2386587;25;20030619 09:36;V;;;;;;
D;220;2386587;25;20030619 09:36;V;;;;;;
D;220;2386587;25;20030619 09:36;V;;;;;;
B;220;2386947;26;20030619 09:36;;;34;DELAMERE ST;CANLEY VALE;2166;588.1;M;20030218;20030311;325000;A;R;RESIDENCE;;JK;;0;9458720;
C;220;2386947;26;20030619 09:36;50, 51/3/1059;
D;220;2386947;26;20030619 09:36;P;;;;;;
