A;171;20030619 09:12;PDANN;
B;171;1803614;1;20030619 09:12;;2;20;ALBATROSS CCT;TWEED HEADS WEST;2485;;;20030120;20030313;100000;;R;RESIDENCE;2;;;0;9481959;
C;171;1803614;1;20030619 09:12;2//SP 64870;
D;171;1803614;1;20030619 09:12;P;;;;;;
D;171;1803614;1;20030619 09:12;P;;;;;;
D;171;1803614;1;20030619 09:12;V;;;;;;
D;171;1803614;1;20030619 09:12;V;;;;;;
D;171;1803614;1;20030619 09:12;V;;;;;;
D;171;1803614;1;20030619 09:12;V;;;;;;
D;171;1803614;1;20030619 09:12;V;;;;;;
D;171;1803614;1;20030619 09:12;V;;;;;;
B;171;1804720;2;20030619 09:12;;;6;BALMORAL ST;POTTSVILLE;2489;747.2;M;20030206;20030225;265200;A;R;RESIDENCE;;JK;AC;0;9464786;
C;171;1804720;2;20030619 09:12;192//806528;
D;171;1804720;2;20030619 09:12;P;;;;;;
D;171;1804720;2;20030619 09:12;P;;;;;;
D;171;1804720;2;20030619 09:12;V;;;;;;
B;171;1805070;3;20030619 09:12;;2;29;BANORA HILLS DR;BANORA POINT;2486;;;20030221;20030313;188167;;3;UNIT;2;;;0;9472536;
C;171;1805070;3;20030619 09:12;2//SP 46600;
D;171;1805070;3;20030619 09:12;P;;;;;;
D;171;1805070;3;20030619 09:12;V;;;;;;
D;171;1805070;3;20030619 09:12;V;;;;;;
B;171;1805153;4;20030619 09:12;;;7;BARNBY ST;MURWILLUMBAH;2484;796.7;M;20030129;20030226;100000;A;R;RESIDENCE;;JM;AC;0;9450197;
C;171;1805153;4;20030619 09:12;87//26085;
D;171;1805153;4;20030619 09:12;P;;;;;;
D;171;1805153;4;20030619 09:12;V;;;;;;
B;171;1805780;5;20030619 09:12;;;2;BENT ST;MURWILLUMBAH;2484;699;M;20030130;20030310;315000;A;R;RESIDENCE;;JM;AC;0;9453063;
C;171;1805780;5;20030619 09:12;3//634677;
D;171;1805780;5;20030619 09:12;P;;;;;;
D;171;1805780;5;20030619 09:12;P;;;;;;
D;171;1805780;5;20030619 09:12;V;;;;;;
D;171;1805780;5;20030619 09:12;V;;;;;;
B;171;1806150;6;20030619 09:12;;;237;BLAKENEYS RD;STOKERS SIDING;2484;3.187;H;20021212;20030108;369000;R;R;RESIDENCE;;RB;RR;0;9462265;
C;171;1806150;6;20030619 09:12;12//864563;
D;171;1806150;6;20030619 09:12;P;;;;;;
D;171;1806150;6;20030619 09:12;P;;;;;;
D;171;1806150;6;20030619 09:12;V;;;;;;
B;171;1806699;7;20030619 09:12;;2;11;BOSUN BVD;BANORA POINT;2486;;;20030306;20030306;95000;;R;RESIDENCE;2;;;50;9448755;
C;171;1806699;7;20030619 09:12;2//SP 44556;
D;171;1806699;7;20030619 09:12;P;;;;;;
D;171;1806699;7;20030619 09:12;V;;;;;;
B;171;1807304;8;20030619 09:12;;5;18;BRETT ST;TWEED HEADS;2485;;;20030205;20030307;208500;;R;RESIDENCE;5;;;0;9474189;
C;171;1807304;8;20030619 09:12;5//SP 12129;
D;171;1807304;8;20030619 09:12;P;;;;;;
D;171;1807304;8;20030619 09:12;P;;;;;;
D;171;1807304;8;20030619 09:12;V;;;;;;
B;171;1807479;9;20030619 09:12;;;20;BROADWATER ESP;BILAMBIL HEIGHTS;2486;613.3;M;20030214;20030307;245000;A;R;RESIDENCE;;NF;AC;0;9458376;
C;171;1807479;9;20030619 09:12;337//31041;
D;171;1807479;9;20030619 09:12;P;;;;;;
D;171;1807479;9;20030619 09:12;P;;;;;;
D;171;1807479;9;20030619 09:12;V;;;;;;
B;171;1807555;10;20030619 09:12;;;12;BROOKERS RD;UPPER CRYSTAL CREEK;2484;6779;M;20021219;20030220;270000;R;R;RESIDENCE;;RH;RR;0;9452366;
C;171;1807555;10;20030619 09:12;155//551150;
D;171;1807555;10;20030619 09:12;P;;;;;;
D;171;1807555;10;20030619 09:12;P;;;;;;
D;171;1807555;10;20030619 09:12;V;;;;;;
D;171;1807555;10;20030619 09:12;V;;;;;;
B;171;1807615;11;20030619 09:12;;5;4;BUCHAN AVE;TWEED HEADS;2485;;;20030211;20030314;182500;;3;HOME UNIT;5;;;0;9476255;
C;171;1807615;11;20030619 09:12;5//SP 17050;
D;171;1807615;11;20030619 09:12;P;;;;;;
D;171;1807615;11;20030619 09:12;V;;;;;;
D;171;1807615;11;20030619 09:12;V;;;;;;
B;171;1807652;12;20030619 09:12;;9;10;BUCHAN AVE;TWEED HEADS;2485;;;20030304;20030321;190000;;3;UNIT;9;;;0;9479555;
C;171;1807652;12;20030619 09:12;9//SP 15735;
D;171;1807652;12;20030619 09:12;P;;;;;;
D;171;1807652;12;20030619 09:12;P;;;;;;
D;171;1807652;12;20030619 09:12;V;;;;;;
D;171;1807652;12;20030619 09:12;V;;;;;;
B;171;1808285;13;20030619 09:12;;2;65;CABARITA RD;BOGANGAR;2488;;;20030206;20030312;153000;;R;RESIDENCE;2;;;0;9465875;
C;171;1808285;13;20030619 09:12;2//SP 16888;
D;171;1808285;13;20030619 09:12;P;;;;;;
D;171;1808285;13;20030619 09:12;V;;;;;;
D;171;1808285;13;20030619 09:12;V;;;;;;
B;171;1809421;14;20030619 09:12;;;;CHEVELL PL;SMITHS CREEK;2460;18.17;H;20030131;20030314;210000;R;V;VACANT LAND;;TC;RV;0;9466931;
C;171;1809421;14;20030619 09:12;24//827765;
D;171;1809421;14;20030619 09:12;P;;;;;;
D;171;1809421;14;20030619 09:12;V;;;;;;
B;171;1809511;15;20030619 09:12;;;6;CHITTICKS LANE;FINGAL HEAD;2487;992.7;M;20021205;20021218;767500;A;R;RESIDENCE;;KU;AC;0;9454527;
