A;243;20030501 13:04;PBARBER;
B;243;2645768;1;20030501 13:04;;;;PINE ST;HAY;2711;1588;M;20030312;20030410;138000;Z;R;RESIDENCE;;AA;;;9547662;
C;243;2645768;1;20030501 13:04;11//850674;
D;243;2645768;1;20030501 13:04;P;;;;;;
D;243;2645768;1;20030501 13:04;P;;;;;;
D;243;2645768;1;20030501 13:04;V;;;;;;
D;243;2645768;1;20030501 13:04;V;;;;;;
B;243;2645784;2;20030501 13:04;;;221;PINE ST;HAY;2711;996.2;M;20030220;20030403;126000;Z;3;FLATS;;AA;;;9536773;
C;243;2645784;2;20030501 13:04;21//575740;
D;243;2645784;2;20030501 13:04;P;;;;;;
D;243;2645784;2;20030501 13:04;P;;;;;;
D;243;2645784;2;20030501 13:04;V;;;;;;
B;243;2938581;3;20030501 13:04;;;;GEORGE ST;HAY;2711;2349;M;20030313;20030401;20000;Z;R;RESIDENCE;;AA;;;9541757;
C;243;2938581;3;20030501 13:04;31, 32, 33, 34//1883 5, 7//605353 1//702419;
D;243;2938581;3;20030501 13:04;P;;;;;;
D;243;2938581;3;20030501 13:04;P;;;;;;
D;243;2938581;3;20030501 13:04;V;;;;;;
Z;18;3;3;10;
