A;151;20030619 09:10;PDANN;
B;151;1679291;1;20030619 09:10;;;164;CANTERBURY ST;CASINO;2470;1012;M;20030205;20030310;180000;B;R;RESIDENCE;;CB;;0;9475819;
C;151;1679291;1;20030619 09:10;2//528364;
D;151;1679291;1;20030619 09:10;P;;;;;;
D;151;1679291;1;20030619 09:10;V;;;;;;
B;151;1679427;2;20030619 09:10;;;52;CENTRE ST;CASINO;2470;;;20030218;20030318;79000;A;3;;;AD;;0;9482200;
C;151;1679427;2;20030619 09:10;11/1/22359;
D;151;1679427;2;20030619 09:10;P;;;;;;
D;151;1679427;2;20030619 09:10;P;;;;;;
D;151;1679427;2;20030619 09:10;V;;;;;;
D;151;1679427;2;20030619 09:10;V;;;;;;
B;151;1679440;3;20030619 09:10;;;74;CENTRE ST;CASINO;2470;304.7;M;20020322;20020419;117000;A;3;SHOP;;AE;;0;9121784;
C;151;1679440;3;20030619 09:10;1//712307;
D;151;1679440;3;20030619 09:10;P;;;;;;
D;151;1679440;3;20030619 09:10;P;;;;;;
D;151;1679440;3;20030619 09:10;V;;;;;;
B;151;1679558;4;20030619 09:10;;;33;CENTRE ST;CASINO;2470;729.7;M;20030228;20030318;122000;A;R;RESIDENCE;;AD;;0;9474389;
C;151;1679558;4;20030619 09:10;101//833941;
D;151;1679558;4;20030619 09:10;P;;;;;;
D;151;1679558;4;20030619 09:10;V;;;;;;
B;151;1679583;5;20030619 09:10;;;;CHAROLAIS AVE;CASINO;2470;6290;M;20030207;20030305;40000;R;3;;;RE;;0;9474829;
C;151;1679583;5;20030619 09:10;7//868425;
D;151;1679583;5;20030619 09:10;P;;;;;;
D;151;1679583;5;20030619 09:10;P;;;;;;
D;151;1679583;5;20030619 09:10;V;;;;;;
B;151;1679709;6;20030619 09:10;;;78;COLCHES ST;CASINO;2470;1012;M;20030123;20030220;149950;A;R;RESIDENCE;;AB;;0;9460194;
C;151;1679709;6;20030619 09:10;23//841543;
D;151;1679709;6;20030619 09:10;P;;;;;;
D;151;1679709;6;20030619 09:10;V;;;;;;
B;151;1679838;7;20030619 09:10;;;34;CONVENT PDE;CASINO;2470;885.2;M;20030128;20030225;100000;A;R;RESIDENCE;;AC;AC;0;9419955;
C;151;1679838;7;20030619 09:10;B//369360;
D;151;1679838;7;20030619 09:10;P;;;;;;
D;151;1679838;7;20030619 09:10;P;;;;;;
D;151;1679838;7;20030619 09:10;V;;;;;;
B;151;1680155;8;20030619 09:10;;3;22;EAST ST;CASINO;2470;;;20030214;20030317;67000;;R;RESIDENCE;3;;;0;9462584;
C;151;1680155;8;20030619 09:10;3//SP 30384;
D;151;1680155;8;20030619 09:10;P;;;;;;
D;151;1680155;8;20030619 09:10;P;;;;;;
D;151;1680155;8;20030619 09:10;V;;;;;;
B;151;1680321;9;20030619 09:10;;;38;FARLEY ST;CASINO;2470;574.1;M;20030205;20030307;79000;A;R;RESIDENCE;;AC;;0;9464865;
C;151;1680321;9;20030619 09:10;11//865541;
D;151;1680321;9;20030619 09:10;P;;;;;;
D;151;1680321;9;20030619 09:10;P;;;;;;
D;151;1680321;9;20030619 09:10;V;;;;;;
B;151;1680491;10;20030619 09:10;;;2;FIGTREE DR;CASINO;2470;1147;M;20030113;20030220;480000;A;V;VACANT LAND;;AZ;;0;9458670;
C;151;1680491;10;20030619 09:10;39//263433;
D;151;1680491;10;20030619 09:10;P;;;;;;
D;151;1680491;10;20030619 09:10;P;;;;;;
D;151;1680491;10;20030619 09:10;V;;;;;;
B;151;1680533;11;20030619 09:10;;;43;FRANCES ST;CASINO;2470;818.3;M;20030212;20030311;33000;A;V;VACANT LAND;;AA;;0;9449701;
C;151;1680533;11;20030619 09:10;151//834821;
D;151;1680533;11;20030619 09:10;P;;;;;;
D;151;1680533;11;20030619 09:10;P;;;;;;
D;151;1680533;11;20030619 09:10;V;;;;;;
B;151;1680608;12;20030619 09:10;;;14;GITANA ST;CASINO;2470;558.9;M;20030307;20030321;100000;A;R;RESIDENCE;;AB;;0;9476335;
C;151;1680608;12;20030619 09:10;3//33007;
D;151;1680608;12;20030619 09:10;P;;;;;;
D;151;1680608;12;20030619 09:10;V;;;;;;
D;151;1680608;12;20030619 09:10;V;;;;;;
B;151;1680792;13;20030619 09:10;;2;3;HARTLEY ST;CASINO;2470;;;20030205;20030305;117000;;R;RESIDENCE;2;;;0;9479414;
C;151;1680792;13;20030619 09:10;2//SP 42400;
D;151;1680792;13;20030619 09:10;P;;;;;;
D;151;1680792;13;20030619 09:10;P;;;;;;
D;151;1680792;13;20030619 09:10;V;;;;;;
B;151;1680800;14;20030619 09:10;;;16;HICKEY ST;CASINO;2470;796.7;M;20030130;20030307;110000;A;R;RESIDENCE;;AD;;0;9448941;
C;151;1680800;14;20030619 09:10;1//21195;
D;151;1680800;14;20030619 09:10;P;;;;;;
D;151;1680800;14;20030619 09:10;P;;;;;;
D;151;1680800;14;20030619 09:10;V;;;;;;
B;151;1681006;15;20030619 09:10;;;124;HOTHAM ST;CASINO;2470;613.4;M;19700731;20001206;9700;A;R;RESIDENCE;;AG;;0;9475836;
C;151;1681006;15;20030619 09:10;23//236721;
D;151;1681006;15;20030619 09:10;P;;;;;;
D;151;1681006;15;20030619 09:10;P;;;;;;
D;151;1681006;15;20030619 09:10;V;;;;;;
B;151;1681300;16;20030619 09:10;;;2;KALINDA PL;CASINO;2470;880;M;20030219;20030307;139000;A;R;RESIDENCE;;AZ;;0;9452517;
C;151;1681300;16;20030619 09:10;13//858978;
D;151;1681300;16;20030619 09:10;P;;;;;;
D;151;1681300;16;20030619 09:10;P;;;;;;
D;151;1681300;16;20030619 09:10;V;;;;;;
B;151;1681342;17;20030619 09:10;;;1;LABURNUM AVE;CASINO;2470;651.3;M;20030212;20030312;109000;A;V;VACANT LAND;;AG;;0;9477875;
C;151;1681342;17;20030619 09:10;6//229619;
D;151;1681342;17;20030619 09:10;P;;;;;;
D;151;1681342;17;20030619 09:10;V;;;;;;
B;151;1681362;18;20030619 09:10;;;9;LAKESIDE DR;CASINO;2470;1000;M;20030218;20030318;46000;A;V;VACANT LAND;;AZ;;0;9475015;
C;151;1681362;18;20030619 09:10;104//852590;
D;151;1681362;18;20030619 09:10;P;;;;;;
D;151;1681362;18;20030619 09:10;P;;;;;;
D;151;1681362;18;20030619 09:10;V;;;;;;
B;151;1681640;19;20030619 09:10;;;1;LITTLE ST;CASINO;2470;576.4;M;20030205;20030307;80000;A;R;RESIDENCE;;AB;;0;9457274;
C;151;1681640;19;20030619 09:10;B//375215;
D;151;1681640;19;20030619 09:10;P;;;;;;
D;151;1681640;19;20030619 09:10;P;;;;;;
D;151;1681640;19;20030619 09:10;V;;;;;;
D;151;1681640;19;20030619 09:10;V;;;;;;
D;151;1681640;19;20030619 09:10;V;;;;;;
B;151;1681954;20;20030619 09:10;;;19;OAK AVE;CASINO;2470;930.1;M;20030212;20030312;30000;A;R;RESIDENCE;;AG;;0;9457947;
C;151;1681954;20;20030619 09:10;10//255633;
D;151;1681954;20;20030619 09:10;P;;;;;;
D;151;1681954;20;20030619 09:10;V;;;;;;
B;151;1682223;21;20030619 09:10;;;12;RICHMOND ST;CASINO;2470;777.8;M;20030212;20030307;70000;A;R;RESIDENCE;;AB;;0;9457273;
C;151;1682223;21;20030619 09:10;C//374236;
D;151;1682223;21;20030619 09:10;P;;;;;;
D;151;1682223;21;20030619 09:10;P;;;;;;
D;151;1682223;21;20030619 09:10;V;;;;;;
D;151;1682223;21;20030619 09:10;V;;;;;;
D;151;1682223;21;20030619 09:10;V;;;;;;
B;151;1682453;22;20030619 09:10;;;174;SEXTONVILLE RD;CASINO;2470;3510;M;20030201;20030303;250000;R;R;RESIDENCE;;RE;;0;9475535;
C;151;1682453;22;20030619 09:10;113//816399;
D;151;1682453;22;20030619 09:10;P;;;;;;
D;151;1682453;22;20030619 09:10;P;;;;;;
D;151;1682453;22;20030619 09:10;V;;;;;;
B;151;1682597;23;20030619 09:10;;;39;SIMPSON PDE;CASINO;2470;993;M;20030211;20030313;60000;A;R;RESIDENCE;;AC;;0;9455772;
C;151;1682597;23;20030619 09:10;B//368322;
D;151;1682597;23;20030619 09:10;P;;;;;;
D;151;1682597;23;20030619 09:10;V;;;;;;
B;151;1682637;24;20030619 09:10;;;4;SIMPSON PDE;CASINO;2470;;;20030213;20030313;253000;A;3;;;AB;;0;9471910;
C;151;1682637;24;20030619 09:10;B//371983;
D;151;1682637;24;20030619 09:10;P;;;;;;
D;151;1682637;24;20030619 09:10;V;;;;;;
D;151;1682637;24;20030619 09:10;V;;;;;;
D;151;1682637;24;20030619 09:10;V;;;;;;
D;151;1682637;24;20030619 09:10;V;;;;;;
