A;RTSALEDATA;265;20250310 01:09;VALNET;
B;265;420180;1;20250310 01:09;;;6;SUTTON ST;COOTAMUNDRA;2590;638.8;M;20250115;20250226;231000;R1;R;RESIDENCE;;RCY;;0;AU851658;
C;265;420180;1;20250310 01:09;B/335041;
D;265;420180;1;20250310 01:09;P;;;;;;
D;265;420180;1;20250310 01:09;V;;;;;;
D;265;420180;1;20250310 01:09;V;;;;;;
D;265;420180;1;20250310 01:09;V;;;;;;
D;265;420180;1;20250310 01:09;V;;;;;;
D;265;420180;1;20250310 01:09;V;;;;;;
B;265;418177;2;20250310 01:09;;;2;ALBERT ST;COOTAMUNDRA;2590;733.5;M;20250117;20250228;460000;R1;R;RESIDENCE;;RCY;;0;AU859693;
C;265;418177;2;20250310 01:09;4/236999;
D;265;418177;2;20250310 01:09;P;;;;;;
D;265;418177;2;20250310 01:09;P;;;;;;
D;265;418177;2;20250310 01:09;V;;;;;;
B;265;526381;3;20250310 01:09;;;22;SCHOOL RD;COOLAC;2727;103.884;H;20250122;20250224;1450000;RU1;3;FARM;;RPJ;;0;AU845662;
C;265;526381;3;20250310 01:09;2/112239 1/120749 260, 261, 264/753599 1/977169 Enclosure Permit 65820;
C;265;526381;3;20250310 01:09;5;
D;265;526381;3;20250310 01:09;P;;;;;;
D;265;526381;3;20250310 01:09;V;;;;;;
D;265;526381;3;20250310 01:09;V;;;;;;
Z;21;3;4;12;
