A;224;20030217 09:54;PDANN;
B;224;2527515;1;20030217 09:54;;;13 A;ADAMS CRES;ST MARYS;2760;531.3;M;20021215;20030131;258000;A;R;RESIDENCE;;AC;;;9355672;
C;224;2527515;1;20030217 09:54;202//855434;
D;224;2527515;1;20030217 09:54;P;;;;;;
D;224;2527515;1;20030217 09:54;P;;;;;;
D;224;2527515;1;20030217 09:54;V;;;;;;
D;224;2527515;1;20030217 09:54;V;;;;;;
B;224;2527893;2;20030217 09:54;;;81;ALBERT ST;WERRINGTON;2747;1182;M;20020708;20030131;300000;A;R;RESIDENCE;;AP;;;9358511;
C;224;2527893;2;20030217 09:54;1//542087;
D;224;2527893;2;20030217 09:54;P;;;;;;
D;224;2527893;2;20030217 09:54;V;;;;;;
B;224;2527902;3;20030217 09:54;;17;105;ALBERT ST;WERRINGTON;2747;;;20021116;20030122;165000;;R;RESIDENCE;17;;;;9363243;
C;224;2527902;3;20030217 09:54;17//SP 48301;
D;224;2527902;3;20030217 09:54;P;;;;;;
D;224;2527902;3;20030217 09:54;V;;;;;;
B;224;2528567;4;20030217 09:54;;;;AMBLER CL HOUSE NO: LOT 102;EMU HEIGHTS;2750;640;M;20021001;20021113;285000;A;R;RESIDENCE;;BC;;;9347855;
C;224;2528567;4;20030217 09:54;1027//702709;
D;224;2528567;4;20030217 09:54;P;;;;;;
D;224;2528567;4;20030217 09:54;P;;;;;;
D;224;2528567;4;20030217 09:54;V;;;;;;
B;224;2529212;5;20030217 09:54;;;15;ARAFURA AVE;CRANEBROOK;2749;625.1;M;20021208;20030128;297500;A;R;RESIDENCE;;AV;;;9341503;
C;224;2529212;5;20030217 09:54;2053//264061;
D;224;2529212;5;20030217 09:54;P;;;;;;
D;224;2529212;5;20030217 09:54;V;;;;;;
B;224;2530132;6;20030217 09:54;;;35;BALLYBUNNION TCE;GLENMORE PARK;2745;438.1;M;20021222;20030203;302000;A;R;RESIDENCE;;KP;;;9356548;
C;224;2530132;6;20030217 09:54;7618//872798;
D;224;2530132;6;20030217 09:54;P;;;;;;
D;224;2530132;6;20030217 09:54;P;;;;;;
D;224;2530132;6;20030217 09:54;V;;;;;;
D;224;2530132;6;20030217 09:54;V;;;;;;
B;224;2531320;7;20030217 09:54;;;;BAYLEY RD;PENRITH;2750;697;M;20021211;20030131;475000;A;R;RESIDENCE;;GG;;;9359858;
C;224;2531320;7;20030217 09:54;201//787441;
D;224;2531320;7;20030217 09:54;P;;;;;;
D;224;2531320;7;20030217 09:54;V;;;;;;
B;224;2531669;8;20030217 09:54;;;36;BELLATRIX ST;CRANEBROOK;2749;519.9;M;20021213;20021220;257000;A;R;RESIDENCE;;AV;;;9351840;
C;224;2531669;8;20030217 09:54;2028//806262;
D;224;2531669;8;20030217 09:54;P;;;;;;
D;224;2531669;8;20030217 09:54;P;;;;;;
D;224;2531669;8;20030217 09:54;V;;;;;;
B;224;2532525;9;20030217 09:54;;;23;BIJA DR;GLENMORE PARK;2745;607.7;M;20021214;20030130;361000;A;R;RESIDENCE;;KL;;;9377265;
C;224;2532525;9;20030217 09:54;512//843355;
D;224;2532525;9;20030217 09:54;P;;;;;;
D;224;2532525;9;20030217 09:54;P;;;;;;
D;224;2532525;9;20030217 09:54;V;;;;;;
D;224;2532525;9;20030217 09:54;V;;;;;;
B;224;2532623;10;20030217 09:54;;;25;BIRKDALE CCT;GLENMORE PARK;2745;833.8;M;20021217;20030117;532000;A;R;RESIDENCE;;KN;;;9373115;
C;224;2532623;10;20030217 09:54;7321//873066;
D;224;2532623;10;20030217 09:54;P;;;;;;
D;224;2532623;10;20030217 09:54;P;;;;;;
D;224;2532623;10;20030217 09:54;V;;;;;;
D;224;2532623;10;20030217 09:54;V;;;;;;
B;224;2532751;11;20030217 09:54;;;8;BITTERN CL;ERSKINE PARK;2759;680.2;M;20021212;20030130;441000;A;R;RESIDENCE;;AH;;;9348174;
C;224;2532751;11;20030217 09:54;7//785229;
D;224;2532751;11;20030217 09:54;P;;;;;;
D;224;2532751;11;20030217 09:54;P;;;;;;
D;224;2532751;11;20030217 09:54;V;;;;;;
D;224;2532751;11;20030217 09:54;V;;;;;;
B;224;2533136;12;20030217 09:54;;;;BLUEBELL CL;GLENMORE PARK;2745;668.2;M;20030105;20030203;400000;A;R;RESIDENCE;;KH;;;9364608;
C;224;2533136;12;20030217 09:54;102//819138;
D;224;2533136;12;20030217 09:54;P;;;;;;
D;224;2533136;12;20030217 09:54;P;;;;;;
D;224;2533136;12;20030217 09:54;V;;;;;;
D;224;2533136;12;20030217 09:54;V;;;;;;
B;224;2533313;13;20030217 09:54;;;66;BONNER RD;AGNES BANKS;2753;;;20021203;20030128;532000;R;R;RESIDENCE;;RD;;;9341415;
C;224;2533313;13;20030217 09:54;8//615639;
D;224;2533313;13;20030217 09:54;P;;;;;;
D;224;2533313;13;20030217 09:54;P;;;;;;
D;224;2533313;13;20030217 09:54;V;;;;;;
D;224;2533313;13;20030217 09:54;V;;;;;;
