A;143;20030501 12:45;PBARBER;
B;143;1548549;1;20030501 12:45;;;16;AGNES ST;STRATHFIELD;2135;961.1;M;19990626;19991126;875000;A;3;;;EP;;;6414205;
C;143;1548549;1;20030501 12:45;2//906506;
D;143;1548549;1;20030501 12:45;P;;;;;;
D;143;1548549;1;20030501 12:45;P;;;;;;
D;143;1548549;1;20030501 12:45;V;;;;;;
B;143;1548720;2;20030501 12:45;;23;3;ALBERT RD;STRATHFIELD;2135;;;20030221;20030404;420000;;R;RESIDENCE;23;;;;9530249;
C;143;1548720;2;20030501 12:45;23//SP 51316;
D;143;1548720;2;20030501 12:45;P;;;;;;
D;143;1548720;2;20030501 12:45;P;;;;;;
D;143;1548720;2;20030501 12:45;V;;;;;;
D;143;1548720;2;20030501 12:45;V;;;;;;
B;143;1548720;3;20030501 12:45;;172;3;ALBERT RD;STRATHFIELD;2135;;;20030221;20030404;420000;;R;RESIDENCE;172;;;;9530249;
C;143;1548720;3;20030501 12:45;172//SP 51316;
D;143;1548720;3;20030501 12:45;P;;;;;;
D;143;1548720;3;20030501 12:45;P;;;;;;
D;143;1548720;3;20030501 12:45;V;;;;;;
D;143;1548720;3;20030501 12:45;V;;;;;;
B;143;1549934;4;20030501 12:45;;;11;BARKER RD;STRATHFIELD;2135;689.469;M;20021203;20030228;760000;A;R;RESIDENCE;;EW;;;9517473;
C;143;1549934;4;20030501 12:45;4//7867 1//112355;
D;143;1549934;4;20030501 12:45;P;;;;;;
D;143;1549934;4;20030501 12:45;P;;;;;;
D;143;1549934;4;20030501 12:45;V;;;;;;
D;143;1549934;4;20030501 12:45;V;;;;;;
B;143;1550154;5;20030501 12:45;;56;1;BENNETT AVE;STRATHFIELD SOUTH;2136;;;20030221;20030410;350000;;R;RESIDENCE;56;;;;9530787;
C;143;1550154;5;20030501 12:45;56//SP 40032;
D;143;1550154;5;20030501 12:45;P;;;;;;
D;143;1550154;5;20030501 12:45;V;;;;;;
B;143;1551387;6;20030501 12:45;;;95;CHALMERS RD;STRATHFIELD;2135;;;20020914;20030101;1400000;A;R;RESIDENCE;;EG;;;9532049;
C;143;1551387;6;20030501 12:45;31//12876;
D;143;1551387;6;20030501 12:45;P;;;;;;
D;143;1551387;6;20030501 12:45;V;;;;;;
B;143;1551539;7;20030501 12:45;;39;30;CHURCHILL AVE;STRATHFIELD;2135;;;20021220;20030115;320000;;3;UNIT;39;;;;9534421;
C;143;1551539;7;20030501 12:45;39//SP 18667;
D;143;1551539;7;20030501 12:45;P;;;;;;
D;143;1551539;7;20030501 12:45;V;;;;;;
D;143;1551539;7;20030501 12:45;V;;;;;;
B;143;1551969;8;20030501 12:45;;;18;COURALLIE AVE;HOMEBUSH WEST;2140;;;20030203;20030326;600000;A;R;RESIDENCE;;ES;;;9543029;
C;143;1551969;8;20030501 12:45;9//11427;
D;143;1551969;8;20030501 12:45;P;;;;;;
D;143;1551969;8;20030501 12:45;V;;;;;;
D;143;1551969;8;20030501 12:45;V;;;;;;
B;143;1551970;9;20030501 12:45;;;20;COURALLIE AVE;HOMEBUSH WEST;2140;;;20030225;20030408;670000;A;R;RESIDENCE;;ES;;;9543072;
C;143;1551970;9;20030501 12:45;10//11427;
D;143;1551970;9;20030501 12:45;P;;;;;;
D;143;1551970;9;20030501 12:45;V;;;;;;
D;143;1551970;9;20030501 12:45;V;;;;;;
B;143;1552814;10;20030501 12:45;;;1;FORD ST;GREENACRE;2190;392;M;20021219;20030317;346500;I;3;INDUSTRIALCOM;;DS;;;9552964;
C;143;1552814;10;20030501 12:45;1//536430;
D;143;1552814;10;20030501 12:45;P;;;;;;
D;143;1552814;10;20030501 12:45;V;;;;;;
B;143;1553589;11;20030501 12:45;;7;35;HENLEY RD;HOMEBUSH WEST;2140;;;20020708;20020819;220000;;R;RESIDENCE;7;;;;9545502;
C;143;1553589;11;20030501 12:45;7//SP 51542;
D;143;1553589;11;20030501 12:45;P;;;;;;
D;143;1553589;11;20030501 12:45;P;;;;;;
D;143;1553589;11;20030501 12:45;V;;;;;;
B;143;1554993;12;20030501 12:45;;;430;LIVERPOOL RD;STRATHFIELD SOUTH;2136;;;20030203;20030402;860000;A;R;RESIDENCE;;EM;;;9517430;
C;143;1554993;12;20030501 12:45;1, 2//757;
D;143;1554993;12;20030501 12:45;P;;;;;;
D;143;1554993;12;20030501 12:45;V;;;;;;
B;143;1555195;13;20030501 12:45;;;17;LONG ST;STRATHFIELD;2135;;;20020928;20021206;968000;A;R;RESIDENCE;;EB;;;9280901;
C;143;1555195;13;20030501 12:45;5//755;
D;143;1555195;13;20030501 12:45;P;;;;;;
D;143;1555195;13;20030501 12:45;P;;;;;;
D;143;1555195;13;20030501 12:45;V;;;;;;
B;143;1555897;14;20030501 12:45;;;32;MINTARO AVE;STRATHFIELD;2135;;;20021114;20030314;226667;A;R;RESIDENCE;;EW;;;9543885;
C;143;1555897;14;20030501 12:45;1//959293;
D;143;1555897;14;20030501 12:45;P;;;;;;
D;143;1555897;14;20030501 12:45;P;;;;;;
D;143;1555897;14;20030501 12:45;P;;;;;;
D;143;1555897;14;20030501 12:45;V;;;;;;
D;143;1555897;14;20030501 12:45;V;;;;;;
B;143;1557780;15;20030501 12:45;;2;48;TAVISTOCK ST;AUBURN;2144;;;20030402;20030402;360000;;R;RESIDENCE;2;;;;9530567;
C;143;1557780;15;20030501 12:45;2//SP 56298;
D;143;1557780;15;20030501 12:45;P;;;;;;
D;143;1557780;15;20030501 12:45;P;;;;;;
D;143;1557780;15;20030501 12:45;V;;;;;;
B;143;1557943;16;20030501 12:45;;;9;THE CRESCENT;HOMEBUSH;2140;531.1;M;20021230;20030324;750000;A;R;RESIDENCE;;EA;;;9536732;
C;143;1557943;16;20030501 12:45;2//961951;
D;143;1557943;16;20030501 12:45;P;;;;;;
D;143;1557943;16;20030501 12:45;P;;;;;;
D;143;1557943;16;20030501 12:45;V;;;;;;
B;143;1557944;17;20030501 12:45;;;10;THE CRESCENT;HOMEBUSH;2140;613.3;M;20021230;20030324;700000;A;R;RESIDENCE;;EA;;;9536689;
C;143;1557944;17;20030501 12:45;1//960123;
D;143;1557944;17;20030501 12:45;P;;;;;;
D;143;1557944;17;20030501 12:45;P;;;;;;
D;143;1557944;17;20030501 12:45;V;;;;;;
B;143;1558355;18;20030501 12:45;;;31;UNDERWOOD RD;HOMEBUSH;2140;;;20020222;20030407;460000;A;R;RESIDENCE;;ES;;;9541882;
C;143;1558355;18;20030501 12:45;38//11050;
D;143;1558355;18;20030501 12:45;P;;;;;;
D;143;1558355;18;20030501 12:45;P;;;;;;
D;143;1558355;18;20030501 12:45;P;;;;;;
D;143;1558355;18;20030501 12:45;V;;;;;;
B;143;1558748;19;20030501 12:45;;;36;WENTWORTH RD S;HOMEBUSH;2140;904.2;H;20021030;20030130;740000;A;R;RESIDENCE;;ES;;;9335039;
C;143;1558748;19;20030501 12:45;B//348075;
D;143;1558748;19;20030501 12:45;P;;;;;;
D;143;1558748;19;20030501 12:45;P;;;;;;
D;143;1558748;19;20030501 12:45;V;;;;;;
B;143;2913718;20;20030501 12:45;;;20/1-3;BERESFORD ROAD;STRATHFIELD;2135;;;20030311;20030404;622000;;3;HOME UNIT;201;;;;9522394;
C;143;2913718;20;20030501 12:45;201//SP 67782;
D;143;2913718;20;20030501 12:45;P;;;;;;
D;143;2913718;20;20030501 12:45;P;;;;;;
D;143;2913718;20;20030501 12:45;V;;;;;;
B;143;2913718;21;20030501 12:45;;;7/1-3;BERESFORD RD;STRATHFIELD;2135;;;20030305;20030404;395000;;R;RESIDENCE;7;;;;9543735;
C;143;2913718;21;20030501 12:45;7//SP 67782;
D;143;2913718;21;20030501 12:45;P;;;;;;
D;143;2913718;21;20030501 12:45;V;;;;;;
B;143;2919047;22;20030501 12:45;;;2/4-6;ELVA ST;STRATHFIELD;2135;;;20030222;20030411;403500;;R;RESIDENCE;2;;;;9545512;
C;143;2919047;22;20030501 12:45;2//SP 67632;
D;143;2919047;22;20030501 12:45;P;;;;;;
D;143;2919047;22;20030501 12:45;V;;;;;;
B;143;2855483;23;20030501 12:45;;6;65;UNDERWOOD RD;HOMEBUSH;2140;;;20030304;20030321;420000;;R;RESIDENCE;6;;;;9528529;
C;143;2855483;23;20030501 12:45;6//SP 68465;
D;143;2855483;23;20030501 12:45;P;;;;;;
D;143;2855483;23;20030501 12:45;V;;;;;;
B;143;1555758;24;20030501 12:45;;2;2;MEREDITH ST;HOMEBUSH;2140;;;20030215;20030324;330000;;R;RESIDENCE;2;;;;9539780;
C;143;1555758;24;20030501 12:45;2//SP 69399;
D;143;1555758;24;20030501 12:45;P;;;;;;
D;143;1555758;24;20030501 12:45;P;;;;;;
