A;082;20110801 02:02;VALNET;
B;082;661343;1;20110801 02:02;;12;1;OXFORD ST;EPPING;2121;;;20110603;20110715;505000;;R;RESIDENCE;12;;;0;AG380758;
C;082;661343;1;20110801 02:02;12/SP68060;
D;082;661343;1;20110801 02:02;P;;;;;;
D;082;661343;1;20110801 02:02;V;;;;;;
B;082;2983286;2;20110801 02:02;;2;274;PENNANT HILLS RD;THORNLEIGH;2120;;;20110607;20110715;480000;;3;COMMERCIAL;2;;;0;AG386484;
C;082;2983286;2;20110801 02:02;2/SP70107;
D;082;2983286;2;20110801 02:02;P;;;;;;
D;082;2983286;2;20110801 02:02;P;;;;;;
D;082;2983286;2;20110801 02:02;V;;;;;;
B;082;2983286;3;20110801 02:02;;3;274;PENNANT HILLS RD;THORNLEIGH;2120;;;20110607;20110715;480000;;3;COMMERCIAL;3;;;0;AG386484;
C;082;2983286;3;20110801 02:02;3/SP70107;
D;082;2983286;3;20110801 02:02;P;;;;;;
D;082;2983286;3;20110801 02:02;P;;;;;;
D;082;2983286;3;20110801 02:02;V;;;;;;
B;082;3425155;4;20110801 02:02;;11;6 A;SALISBURY RD;HORNSBY;2077;;;20100831;20101027;350000;;3;COMM UNIT;11;;XF;0;AF847873;
C;082;3425155;4;20110801 02:02;11/SP81384;
D;082;3425155;4;20110801 02:02;P;;;;;;
D;082;3425155;4;20110801 02:02;V;;;;;;
B;082;3496990;5;20110801 02:02;;;14;THE CREST;HORNSBY HEIGHTS;2077;930.6;M;20110706;20110713;967000;A;R;RESIDENCE;;EF;;0;AG371760;
C;082;3496990;5;20110801 02:02;33/251037;
D;082;3496990;5;20110801 02:02;P;;;;;;
D;082;3496990;5;20110801 02:02;P;;;;;;
D;082;3496990;5;20110801 02:02;V;;;;;;
D;082;3496990;5;20110801 02:02;V;;;;;;
D;082;3496990;5;20110801 02:02;V;;;;;;
B;082;2822956;6;20110801 02:02;;302;17;ROMSEY ST;WAITARA;2077;;;20110530;20110715;380000;;R;RESIDENCE;302;;;0;AG380926;
C;082;2822956;6;20110801 02:02;302/SP71066;
D;082;2822956;6;20110801 02:02;P;;;;;;
D;082;2822956;6;20110801 02:02;P;;;;;;
D;082;2822956;6;20110801 02:02;V;;;;;;
B;082;2822956;7;20110801 02:02;;313;17;ROMSEY ST;WAITARA;2077;;;20110606;20110725;475000;;R;RESIDENCE;313;;;0;AG389141;
C;082;2822956;7;20110801 02:02;313/SP71066;
D;082;2822956;7;20110801 02:02;P;;;;;;
D;082;2822956;7;20110801 02:02;V;;;;;;
D;082;2822956;7;20110801 02:02;V;;;;;;
B;082;3041409;8;20110801 02:02;;54;47;WAITARA AVE;HORNSBY;2077;;;20110504;20110704;427000;;R;RESIDENCE;54;;;0;AG382518;
C;082;3041409;8;20110801 02:02;54/SP71186;
D;082;3041409;8;20110801 02:02;P;;;;;;
D;082;3041409;8;20110801 02:02;V;;;;;;
D;082;3041409;8;20110801 02:02;V;;;;;;
B;082;3152475;9;20110801 02:02;;11;6;NURSERY ST;HORNSBY;2077;;;20110603;20110707;520000;;3;HOME UNIT;11;;;0;AG389408;
C;082;3152475;9;20110801 02:02;11/SP74404;
D;082;3152475;9;20110801 02:02;P;;;;;;
D;082;3152475;9;20110801 02:02;P;;;;;;
D;082;3152475;9;20110801 02:02;V;;;;;;
B;082;3592290;10;20110801 02:02;;;31;BROOKLYN RD;BROOKLYN;2083;7659;M;20110601;20110628;220000;;V;VACANT LAND;;;;0;AG345435;
C;082;3592290;10;20110801 02:02;10/1165612;
D;082;3592290;10;20110801 02:02;P;;;;;;
D;082;3592290;10;20110801 02:02;V;;;;;;
B;082;627005;11;20110801 02:02;;;2;BARINGA ST;BEROWRA HEIGHTS;2082;701.9;M;20110520;20110715;605000;A;R;RESIDENCE;;EO;;0;AG385390;
C;082;627005;11;20110801 02:02;13/236904;
D;082;627005;11;20110801 02:02;P;;;;;;
D;082;627005;11;20110801 02:02;P;;;;;;
D;082;627005;11;20110801 02:02;V;;;;;;
D;082;627005;11;20110801 02:02;V;;;;;;
B;082;625860;12;20110801 02:02;;;27;ARKENA AVE;EPPING;2121;815.7;M;20110609;20110715;840000;A;R;RESIDENCE;;EK;;0;AG380821;
C;082;625860;12;20110801 02:02;14/210615;
D;082;625860;12;20110801 02:02;P;;;;;;
D;082;625860;12;20110801 02:02;V;;;;;;
D;082;625860;12;20110801 02:02;V;;;;;;
B;082;3200661;13;20110801 02:02;;17;2 A;YARDLEY AVE;WAITARA;2077;;;20110607;20110719;450000;;R;RESIDENCE;17;;;0;AG390233;
C;082;3200661;13;20110801 02:02;17/SP75688;
D;082;3200661;13;20110801 02:02;P;;;;;;
D;082;3200661;13;20110801 02:02;V;;;;;;
D;082;3200661;13;20110801 02:02;V;;;;;;
B;082;627546;14;20110801 02:02;;;19;BEDFORD RD;NORTH EPPING;2121;620.2;M;20110606;20110718;720000;A;R;RESIDENCE;;EJ;;0;AG380778;
C;082;627546;14;20110801 02:02;100/848521;
D;082;627546;14;20110801 02:02;P;;;;;;
D;082;627546;14;20110801 02:02;P;;;;;;
D;082;627546;14;20110801 02:02;V;;;;;;
D;082;627546;14;20110801 02:02;V;;;;;;
B;082;630154;15;20110801 02:02;;27;1;BEAHAN PL;CHERRYBROOK;2126;;;20110602;20110704;565000;;R;RESIDENCE;27;;;0;AG382719;
C;082;630154;15;20110801 02:02;27/SP45985;
D;082;630154;15;20110801 02:02;P;;;;;;
D;082;630154;15;20110801 02:02;P;;;;;;
D;082;630154;15;20110801 02:02;V;;;;;;
B;082;630584;16;20110801 02:02;;15;75;JERSEY ST N;HORNSBY;2077;;;20110531;20110708;200000;;R;RESIDENCE;15;;;0;AG368504;
